ST_BattleTooltips/BATTLETOOLTIP_RiggedDistribution_CastInvalid;Impossível lançar {skill}. Não há Predições aplicadas.
ST_BattleTooltips/BATTLETOOLTIP_Egide_CastInvalid;Impossível lançar {skill}. Nenhum aliado vivo.
ST_BattleTooltips/BATTLETOOLTIP_SharedBlessing_CastInvalid;Impossível lançar {skill}. Não há aliados vivos o suficiente.
ST_BattleTooltips/BATTLETOOLTIP_SharedBlessing_TargetInvalid;Impossível lançar {skill}. O alvo não possui Reforços.
ST_BattleTooltips/BATTLETOOLTIP_RiggedDistribution_TargetInvalid;Impossível lançar {skill}. O alvo não possui Predições.
ST_BattleTooltips/BATTLETOOLTIP_DarkCleansing_TargetInvalid;Impossível lançar {skill}. Aliados estão sem efeitos de status ou PA.
ST_BattleTooltips/BATTLETOOLTIP_Leadership_Failed;Conjuração falhou. {char} não pode perder Graus.
ST_BattleTooltips/BATTLETOOLTIP_Dark_DamageType;Sombrio
ST_BattleTooltips/BATTLETOOLTIP_Earth_DamageType;Terrestre
ST_BattleTooltips/BATTLETOOLTIP_Counter_AOE;A Expedição 33 realiza um Contra-ataque.
ST_BattleTooltips/BATTLETOOLTIP_Fire_DamageType;Flamejante
ST_BattleTooltips/BATTLETOOLTIP_Ice_DamageType;Glacial
ST_BattleTooltips/BATTLETOOLTIP_Light_DamageType;Radiante
ST_BattleTooltips/BATTLETOOLTIP_Lightning_DamageType;Elétrico
ST_BattleTooltips/BATTLETOOLTIP_Egide_TargetInvalid;Maelle não pode lançar {skill} sobre si.
ST_BattleTooltips/BATTLETOOLTIP_Nullify_Affinity;Indiferente
ST_BattleTooltips/BATTLETOOLTIP_Physical_DamageType;Físico
ST_BattleTooltips/BATTLETOOLTIP_ReserveTeam_Disabled;O time reserva foi desabilitado.
ST_BattleTooltips/BATTLETOOLTIP_Resistant_Affinity;Resistiu
ST_BattleTooltips/BATTLETOOLTIP_Intervention_TargetInvalid;Sciel não pode lançar {skill} sobre si.
ST_BattleTooltips/BATTLETOOLTIP_SimonDuel;Simon aceitou seu duelo.
ST_BattleTooltips/BATTLETOOLTIP_Flee_Successful;A Expedição fugiu.
ST_BattleTooltips/BATTLETOOLTIP_Flee_Impossible;A Expedição não pode fugir deste combate.
ST_BattleTooltips/BATTLETOOLTIP_Flee_Start;A Expedição começa a fugir.
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Start;Verso prepara um golpe poderoso.
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Success;Verso executa o Golpe temperado.
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Fail;O Golpe temperado de Verso foi interrompido.
ST_BattleTooltips/BATTLETOOLTIP_Void_DamageType;Nulificante
ST_BattleTooltips/BATTLETOOLTIP_Weakness_Affinity;Fraqueza!
ST_BattleTooltips/BATTLETOOLTIP_Curse_Death;{Name} morreu devido à Maldição.
ST_BattleTooltips/BATTLETOOLTIP_Charm_TurnStart;{Name} sofreu o Encanto e ataca automaticamente.
ST_BattleTooltips/BATTLETOOLTIP_Freeze_TurnStart;{Name} sofreu Congelamento.
ST_BattleTooltips/BATTLETOOLTIP_Stun_TurnStart;{Name} sofreu Atordoamento.
ST_BattleTooltips/BATTLETOOLTIP_Charm_End;{Name} libertou-se do Encanto.
ST_BattleTooltips/BATTLETOOLTIP_Stun_End;{Name} libertou-se do Atordoamento.
ST_BattleTooltips/BATTLETOOLTIP_Freeze_End;{Name} recuperou-se do Congelamento.
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartSingular;{Name} morrerá em 1 turno.
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartPlural;{Name} morrerá em {Num} turnos.
ST_BattleTooltips/BATTLETOOLTIP_Item_Use;{char name} utilizou {item name}.
ST_BattleTooltips/BATTLETOOLTIP_Resurrection;{character} ressurgiu.
ST_BattleTooltips/BATTLETOOLTIP_Burn_TurnStart;{char} sofreu queimadura.
ST_BattleTooltips/BATTLETOOLTIP_FortunesFury;{char} causará dano dobrado neste turno.
ST_BattleTooltips/BATTLETOOLTIP_FireRage_Cast;{char} prepara uma tempestade de fogo.
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_Cast;{char} prepara um tufão.
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_Cast;{char} prepara um terremoto.
ST_BattleTooltips/BATTLETOOLTIP_Flee_Prepare;{char} se prepara para Fugir.
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_Cast;{char} invoca uma tempestade de raios.
ST_BattleTooltips/BATTLETOOLTIP_FireRage_TurnStart;{char} lançou a Fúria Flamejante.
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_TurnStart;{char} iniciou um Terremoto.
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_TurnStart;{char} iniciou um ataque de relâmpagos.
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_TurnStart;{char} lançou um tufão.
ST_BattleTooltips/BATTLETOOLTIP_Attack_Use;{name} atacou.
ST_BattleTooltips/BATTLETOOLTIP_Counter_Regular;{name} realiza um Contra-ataque.
ST_BattleTooltips/BATTLETOOLTIP_Counter_Gradient;{name} realiza um Contra-ataque Esmaecido.
ST_BattleTooltips/BATTLETOOLTIP_PlayAgain;{name} age novamente.
ST_BattleTooltips/BATTLETOOLTIP_ImmediatePlay;{name} age imediatamente.
ST_BattleTooltips/BATTLETOOLTIP_Enrage_Effect;{self} enfureceu-se e ataca novamente.
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_01;1ª Fase, Desafio 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_02;1ª Fase, Desafio 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_03;1ª Fase, Desafio 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_01;10ª Fase, Desafio 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_02;10ª Fase, Desafio 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_03;10ª Fase, Desafio 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_01;11ª Fase, Desafio 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_02;11ª Fase, Desafio 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_03;11ª Fase, Desafio 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_01;2ª Fase, Desafio 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_02;2ª Fase, Desafio 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_03;2ª Fase, Desafio 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_01;3ª Fase, Desafio 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_02;3ª Fase, Desafio 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_03;3ª Fase, Desafio 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_01;4ª Fase, Desafio 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_02;4ª Fase, Desafio 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_03;4ª Fase, Desafio 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_01;5ª Fase, Desafio 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_02;5ª Fase, Desafio 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_03;5ª Fase, Desafio 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_01;6ª Fase, Desafio 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_02;6ª Fase, Desafio 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_03;6ª Fase, Desafio 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_01;7ª Fase, Desafio 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_02;7ª Fase, Desafio 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_03;7ª Fase, Desafio 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_01;8ª Fase, Desafio 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_02;8ª Fase, Desafio 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_03;8ª Fase, Desafio 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_01;9ª Fase, Desafio 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_02;9ª Fase, Desafio 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_03;9ª Fase, Desafio 3
ST_BD_AncientSanctuary/01_UltsakaPhase3_Tropa;Aaaaaaah! ATIVAR TOOOOODA A FORÇA! FASE 3!
ST_BD_AncientSanctuary/02_UltsakaPhase2_Peron;Ah, a fase 2. Que legal!
ST_BD_AncientSanctuary/02_UltsakaPhase3_Peron;Ah, sim, a fase 3, melhor ainda!
ST_BD_AncientSanctuary/01_UltsakaPhase2_Tropa;Quê? O que você tá fazendo?! Arghh, perder seria uma PORCARIA! ATIVAR FASE 2!
ST_BD_EsquieNest/01_FranTaunt3_Francois;Clea NUNCA faria uma coisa dessas.
ST_BD_EsquieNest/01_FranTaunt5_Francois;Esquie! Não é MINHA culpa que tenha perdido a Florrie!
ST_BD_EsquieNest/01_FranTaunt1_Francois;Tome isso! E ISSO!
ST_BD_EsquieNest/01_FranTaunt4_Francois;Bárbaros salafrários!
ST_BD_EsquieNest/01_FranTaunt2_Francois;Acha que eu sou uma rocha? Vou te mostrar a ROCHA.
ST_BD_GrandFinale/01_RealRenoir3A_RealRenoir;Aline! Olhe para a Alicia. Ela não pode estar aqui!
ST_BD_GrandFinale/01_RealRenoir3E_RealRenoir;Aline, deveria ser eu e você, e não você CONTRA mim.
ST_BD_GrandFinale/01_Aline3A_Aline;Vá pra casa, Renoir. Vá Pintar outra coisa.
ST_BD_GrandFinale/01_RealRenoir3B_RealRenoir;Como pode ser tão egoísta? Aline!
ST_BD_GrandFinale/01_ExpGradAttack_Maelle;Não consigo mais controlar o Chroma. Vou tentar uma coisa. Afastem-se!
ST_BD_GrandFinale/01_CreationBattle_Maelle;Não consigo manter os Expedicionários por muito tempo.
ST_BD_GrandFinale/01_FinaleMaelle1C_Maelle;Estou tão cansada, Verso. Podemos ir pra casa conversar sobre isso?
ST_BD_GrandFinale/01_FinaleVerso1C_Verso;Eu vivi bastante, Maelle. Há coisas que nunca superaremos.
ST_BD_GrandFinale/02_CreationBattle_Verso;Merde! Precisamos derrotá-los o quanto antes.
ST_BD_GrandFinale/01_RealRenoir3C_RealRenoir;Esqueça o Quadro. Ele está matando vocês.
ST_BD_GrandFinale/01_FinaleVerso1B_Verso;Sciel tinha razão. O luto nos cega. Você só enxerga muros.
ST_BD_GrandFinale/01_RealRenoir1B_RealRenoir;Pare com essa loucura. É hora de voltar para casa.
ST_BD_GrandFinale/01_FinaleMaelle1B_Maelle;Verso, pare! Você não pode decidir isso por todos!
ST_BD_GrandFinale/01_RealRenoir1C_RealRenoir;Temos que aceitar as coisas como SÃO, não como queremos que sejam.
ST_BD_GrandFinale/01_FinaleVerso1A_Verso;Somos todos hipócritas, fazendo o mesmo uns com os outros.
ST_BD_GrandFinale/01_FinaleMaelle1A_Maelle;Mas e Lune, Sciel e Monoco? E Esquie?
ST_BD_GrandFinale/01_RealRenoir1D_RealRenoir;O que Verso iria querer? De verdade?
ST_BD_GrandFinale/01_RealRenoir1A_RealRenoir;Quando você ficou tão teimosa?
ST_BD_GrandFinale/01_RealRenoir3D_RealRenoir;Por que eu sou o único que vê isso?
ST_BD_Lumiere/01_MaelleDuelTauntC_Maelle;Tá, já chega.
ST_BD_Lumiere/04_NicolasSpecialBattle_Nicolas;Ei, não contra-ataque sua amada! Não é um duelo até a morte!
ST_BD_Lumiere/01_NicolasSpecialBattle_Nicolas;Vamos! Esquive dos movimentos de sua bela dama!
ST_BD_Lumiere/01_MaelleDuelTauntA_Maelle;Espero que seu Conversor de Lumina salve você mais do que as suas habilidades.
ST_BD_Lumiere/01_MaelleDuelTauntB_Maelle;Não há vergonha alguma em perder para um oponente SUPERIOR.
ST_BD_Lumiere/03_NicolasSpecialBattle_Nicolas;Sublime! Uma última vez!
ST_BD_Lumiere/02_NicolasSpecialBattle_Nicolas;Esplêndido, mais uma vez!
ST_BD_Manor/01_JumpTutorial_Maelle;Agora não!
ST_BD_MonocoStation/01_MonocoTransforms_Lune;Ele pode virar um Nevron?!
ST_BD_MonocoStation/02_GradientAttack_Verso;Não preciso de dicas de quem está vadiando!
ST_BD_MonocoStation/02_MonocoTransforms_Verso;Eu disse que era peculiar.
ST_BD_MonocoStation/01_GradientAttack_Monoco;Verso, por que você não usa Ataques Esmaecidos?
ST_BD_MonocoStation/03_GradientAttack_Monoco;Você não os ensinou, não é? Seu vagabundo. Bem, irei compartilhar generosamente do meu conhecimento.
ST_BD_MonolithInterior/01_MirrorRenoirMI5_MirrorRenoir;Você se lembra de como era... antes?
ST_BD_MonolithInterior/01_MirrorRenoirMI2_MirrorRenoir;Não a decepcione.
ST_BD_MonolithInterior/01_MirrorRenoirMI7_MirrorRenoir;Não nos dê as costas.
ST_BD_MonolithInterior/01_MirrorRenoirMI3_MirrorRenoir;Não vê? Precisamos um do outro.
ST_BD_MonolithInterior/01_MirrorRenoirMI4_MirrorRenoir;Pode me odiar o quanto quiser, desde que esteja com vida.
ST_BD_MonolithInterior/01_MirrorRenoirMI1_MirrorRenoir;É tão indiferente assim a nós?
ST_BD_MonolithInterior/01_MirrorRenoirMI6_MirrorRenoir;Sua irmã merece mais.
ST_BD_OldLumiere/01_MirrorRenoirOL8_MirrorRenoir;Se eles soubessem a verdade, jamais confiariam em você novamente.
ST_BD_OldLumiere/01_MirrorRenoirOL3_MirrorRenoir;Não estou zangado, apenas decepcionado.
ST_BD_OldLumiere/01_MirrorRenoirOL2_MirrorRenoir;Ela não vai lhes ajudar dessa vez.
ST_BD_OldLumiere/01_MirrorRenoirOL6_MirrorRenoir;Eles merecem a verdade.
ST_BD_OldLumiere/01_MirrorRenoirOL1_MirrorRenoir;Você nos forçou a isso.
ST_BD_OldLumiere/01_MirrorRenoirOL7_MirrorRenoir;Deveria estar lutando ao meu lado.
ST_BD_OldLumiere/01_MirrorRenoirOL5_MirrorRenoir;Você está mentindo para eles.
ST_BD_OldLumiere/01_MirrorRenoirOL4_MirrorRenoir;Você está destruindo esta família.
ST_BD_Prologue/01_Julie3_Julie;Eu... Nós confiamos em você.
ST_BD_Prologue/01_Julie2_Julie;Então é isso. Tudo o que disse era mentira.
ST_BD_Prologue/01_Julie1_Julie;TRAIDOR.
ST_BD_SeaCliff/03_BattleSeacliffRenoir_Gustave;Solte ela.
ST_BD_SeaCliff/02_BattleSeacliffRenoir_Gustave;Não fizemos NADA pra você. Deveríamos estar no mesmo lado.
ST_BD_SeaCliff/01_BattleSeacliffRenoir_Gustave;Quem é você?
ST_BD_SpringMeadows/01_EvequePhase3_Lune;Cuidado, ele está acumulando Chroma!
ST_BD_ThePaintress/01_AlineTaunt9_Aline;Homem arrogante. Eu o ensinei a Pintar. E ele quer usar minhas criações contra mim?
ST_BD_ThePaintress/01_AlineTaunt2_Aline;Entendem o que fizeram? Vocês o mataram!
ST_BD_ThePaintress/01_AlineTaunt1_Aline;Crianças tolas! Vocês me desafiaram e agora ele está morto!
ST_BD_ThePaintress/01_AlineTaunt4_Aline;Tamanha é a crueldade de seu pai para lhe usar assim.
ST_BD_ThePaintress/01_AlineTaunt7_Aline;Eu. Não. Estou. Louca. Eu sei muito bem o que estou fazendo.
ST_BD_ThePaintress/01_AlineTaunt10_Aline;Monoco. Até você? Não pode trair Verso assim.
ST_BD_ThePaintress/01_AlineTaunt8_Aline;Renoir pode viver o luto como quiser. Mas eu viverei meu luto do meu jeito.
ST_BD_ThePaintress/01_AlineTaunt5_Aline;Renoir achou que eu não me defenderia se utilizasse seu rosto? Ah, ele não me conhece mesmo.
ST_BD_ThePaintress/01_AlineTaunt6_Aline;Diga a seu pai que não preciso dele “cuidando de mim”.
ST_BD_ThePaintress/01_AlineTaunt11_Aline;E quem é você, mesmo? Não importa.
ST_BD_ThePaintress/01_AlineTaunt3_Aline;Seu rosto... Eu sonhei as chamas? Verso ainda está vivo??
ST_BK_BackToLumiere/01_Maxime_Maxime;Eu... não acredito.
ST_BK_BackToLumiere/01_Lucie_Lucie;Obrigada, obrigada. Ahhh, muito obrigada.
ST_BK_BackToLumiere/01_Colette_Colette;Os números se foram!
ST_BK_BackToLumiere/01_Victor_Victor;Eles a destruíram! A Artífice está MORTA!
ST_BK_BackToLumiere/01_Bastien_Bastien;Eles voltaram?
ST_BK_BackToLumiere/01_Florian_Florian;Estamos salvos! Acabou!
ST_BK_Lumiere/02_YoloBros_Marc;Vai se foder, Artífice!
ST_BK_Lumiere/03_YoloBros_Jean;Vai se foder, Artífice!
ST_BK_Lumiere/04_YoloBros_Noah;Vai se foder, Artífice!
ST_BK_Lumiere/05_YoloBros_YoloBros;Vai se foder, Artífice!
ST_BK_Lumiere/01_YoloBros_Eugene;Amo vocês, pessoal. Lembrem-se do que Beau costumava dizer: Vocês estão vivendo por todos nós!
ST_BK_Lumiere/01_Nils_Nils;Ainda assim, vou sentir sua falta. Tô indo.
ST_BK_Lumiere/02_Nicho_Nicholas;Não. Prometo que não vou me esquecer.
ST_BK_Lumiere/01_Benoit_Benoit;Nos veremos muito em breve.
ST_BK_Lumiere/01_SadFamily_Robert;Nina, por favor.
ST_BK_Lumiere/01_Zoe_Zoe;Aaargh, acho que vou vomitar. Mas sem arrependimentos, chérie.
ST_BK_Lumiere/01_Nicho_Caroline;Por favor, não se esqueça de mim.
ST_BK_Lumiere/01_Tina_Tina;[cantarolar sereno]
ST_BK_WorldMap/04_AccelerationBoat_Esquie;Eeee vai!
ST_BK_WorldMap/04_AccelerationCar_Esquie;Acelerandooo!
ST_BK_WorldMap/02_Underwater_Esquie;Todos pra dentro da minha boca!
ST_BK_WorldMap/01_AccelerationPlane_Esquie;Cortando os céus!
ST_BK_WorldMap/03_Underwater_Esquie;Entrando!
ST_BK_WorldMap/03_AccelerationPlane_Esquie;Segurem firme!
ST_BK_WorldMap/01_Underwater_Esquie;E vamo mergulhar!
ST_BK_WorldMap/02_AccelerationPlane_Esquie;E lá vamos nós!
ST_BK_WorldMap/01_AccelerationCar_Esquie;Eu sou a velocidade.
ST_BK_WorldMap/02_AccelerationCar_Esquie;Eu sou a bola mais rápida!
ST_BK_WorldMap/02_TransitionBoat_Esquie;Vamos dar uma refrescada.
ST_BK_WorldMap/02_AccelerationBoat_Esquie;Pluf pluf pluf!
ST_BK_WorldMap/03_TransitionPlane_Esquie;Sol, aqui vou eu!
ST_BK_WorldMap/03_TransitionBoat_Esquie;Ponham suas roupas de banho!
ST_BK_WorldMap/02_TransitionPlane_Esquie;Partindo para os céus!
ST_BK_WorldMap/01_AccelerationBoat_Esquie;O nadador mais rápido!
ST_BK_WorldMap/01_TransitionBoat_Esquie;Tá na hora do tchibum.
ST_BK_WorldMap/03_AccelerationCar_Esquie;Vrum vrum!
ST_BK_WorldMap/05_AccelerationCar_Esquie;UuuOOOOuu!
ST_BK_WorldMap/04_AccelerationPlane_Esquie;Uuuuhulll!
ST_BK_WorldMap/04_TransitionPlane_Esquie;Uuuuuullll!
ST_BK_WorldMap/03_AccelerationBoat_Esquie;Zuuuuuuuum!
ST_BL_Entries/10_TurnStartNormal_Monoco;Aceita um toque de violência?
ST_BL_Entries/52_Skill_Abrilliantlight_Lune;Uma luz cintilante.
ST_BL_Entries/100_EnemyBlocks_Monoco;Um desafio.
ST_BL_Entries/07_Dodges_Maelle;Uma dança.
ST_BL_Entries/13_Skill_AfieryDance_Maelle;Uma dança... flamejante!
ST_BL_Entries/01_FreeAimActive_Monoco;Tiro ao alvo, é?
ST_BL_Entries/16_General_Monoco;Um presente muito bem-vindo.
ST_BL_Entries/31_Skill_ApreciseStrike_Maelle;Um ataque... preciso!
ST_BL_Entries/04_TurnStartLowLife_Monoco;Um bom desafio.
ST_BL_Entries/10_Dodges_Maelle;Um passo lateral.
ST_BL_Entries/04_TurnStartNormal_Lune;Uma tempestade se aproxima.
ST_BL_Entries/04_Counter_Lune;Uma... violenta... tempestade!
ST_BL_Entries/10_TurnStartFullAP_Monoco;Ahhh, tantas opções.
ST_BL_Entries/07_EnemyBlocks_Verso;Ah...
ST_BL_Entries/07_FreeAimActive_Maelle;Certo.
ST_BL_Entries/10_FreeAimActive_Verso;Tudo bem.
ST_BL_Entries/01_FailsAQTE_Sciel;Quase!
ST_BL_Entries/109_ReviveAlly_Monoco;Quase perdemos você.
ST_BL_Entries/01_InsufficientAP_Lune;Falta pouco.
ST_BL_Entries/10_BattleWon_Verso;Emocionante, só que não.
ST_BL_Entries/10_ReceiveBuff_Lune;Uma vantagem.
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Monoco;Um ataque? Eu apoio.
ST_BL_Entries/01_Counter_Verso;E agora... você... desaparece!
ST_BL_Entries/04_OtherCharHit_Lune;Se machucou?
ST_BL_Entries/04_OtherCharHit_Maelle;Tudo bem?
ST_BL_Entries/03_TurnStartFullOvercharge_Gustave;O braço está carregado.
ST_BL_Entries/04_FreeAimWeakSpot_Lune;Como planejado.
ST_BL_Entries/07_FreeAimWeakSpot_Monoco;NA MOSCA!
ST_BL_Entries/01_Counter_Lune;Tá... com... você!
ST_BL_Entries/01_InsufficientItems_Monoco;Ah, tá vazio.
ST_BL_Entries/100_InsufficientItems_Monoco;Ah, tá vazio.
ST_BL_Entries/19_General_Monoco;Encantador.
ST_BL_Entries/07_EnemyPowerfulAttackImminent_Sciel;Esse é dos grandes.
ST_BL_Entries/103_OtherCharHit_Monoco;Meio lento.
ST_BL_Entries/07_TurnStartFullAP_Maelle;A Lâmina está afiada.
ST_BL_Entries/52_Skill_Bladecutthroughtheflames_Maelle;Lâmina, corte as chamas.
ST_BL_Entries/01_EnemyBlocks_Lune;Malditos Nevrons.
ST_BL_Entries/10_EnemyPowerfulAttackImminent_Sciel;Aguentem firme!
ST_BL_Entries/16_EnemyTargetOtherChar_Lune;Aguentem firme!
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Maelle;Aguentem firme!
ST_BL_Entries/05_Skill_Gustave;Quebrem o ciclo!
ST_BL_Entries/22_Skill_Break_Verso;Quebrar!
ST_BL_Entries/04_FreeAimActive_Maelle;Respira.
ST_BL_Entries/109_KillsEnemy_Monoco;Brilhante.
ST_BL_Entries/01_EnemyTargetSelf_Verso;Manda ver!
ST_BL_Entries/01_FreeAimWeakSpot_Verso;Na mosca.
ST_BL_Entries/07_Skill_Burn_Maelle;Queime!
ST_BL_Entries/04_KillsEnemy_Verso;Tchauzinho.
ST_BL_Entries/11_Attack_RealRenoir;Consegue ver? A entrecamada?
ST_BL_Entries/04_Dodges_Maelle;Não me pega.
ST_BL_Entries/04_Dodges_Sciel;Não vai me pegar.
ST_BL_Entries/01_InsufficientAP_Maelle;Não tem como.
ST_BL_Entries/01_Dodges_Sciel;Não me pega!
ST_BL_Entries/03_Counter_Gustave;Não... posso... decepcioná-los...
ST_BL_Entries/04_EnemyTargetOtherCharGeneral_Monoco;Lune, cuidado!
ST_BL_Entries/03_EnemyTargetMaelle_Gustave;Maelle, cuidado!
ST_BL_Entries/01_EnemyTargetOtherCharGeneral_Monoco;Maelle, cuidado!
ST_BL_Entries/07_EnemyTargetOtherCharGeneral_Monoco;Sciel, cuidado!
ST_BL_Entries/10_EnemyTargetOtherChar_Lune;Verso, cuidado!
ST_BL_Entries/10_EnemyTargetOtherCharGeneral_Monoco;Verso, cuidado!
ST_BL_Entries/22_EnemyTargetOtherChar_Sciel;Atenção!
ST_BL_Entries/07_EnemyTargetOtherChar_Sciel;Cuidado aí, Gustave!
ST_BL_Entries/16_EnemyTargetOtherChar_Verso;Atenção!
ST_BL_Entries/01_OtherCharHit_Lune;Cuidado!
