ST_BattleTooltips/BATTLETOOLTIP_Weakness_Affinity;¡Debilidad!
ST_BattleTooltips/BATTLETOOLTIP_Curse_Death;{Name} muere a causa de la Maldición.
ST_BattleTooltips/BATTLETOOLTIP_Charm_TurnStart;{Name} está bajo control enemigo y ataca automáticamente.
ST_BattleTooltips/BATTLETOOLTIP_Freeze_TurnStart;{Name} sufre Congelación.
ST_BattleTooltips/BATTLETOOLTIP_Stun_TurnStart;{Name} sufre Aturdimiento.
ST_BattleTooltips/BATTLETOOLTIP_Charm_End;{Name} ya no está bajo control enemigo.
ST_BattleTooltips/BATTLETOOLTIP_Stun_End;{Name} ya no sufre Aturdimiento.
ST_BattleTooltips/BATTLETOOLTIP_Freeze_End;{Name} se recupera de la Congelación.
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartSingular;{Name} morirá dentro de 1 turno.
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartPlural;{Name} morirá dentro de {Num} turnos.
ST_BattleTooltips/BATTLETOOLTIP_Item_Use;{char name} usa {item name}.
ST_BattleTooltips/BATTLETOOLTIP_Resurrection;{character} ha revivido.
ST_BattleTooltips/BATTLETOOLTIP_Burn_TurnStart;{char} se está quemando.
ST_BattleTooltips/BATTLETOOLTIP_FortunesFury;{char} inflige el doble de daño este turno.
ST_BattleTooltips/BATTLETOOLTIP_FireRage_Cast;{char} prepara una tormenta de fuego.
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_Cast;{char} prepara un tifón.
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_Cast;{char} prepara un seísmo.
ST_BattleTooltips/BATTLETOOLTIP_Flee_Prepare;{char} se prepara para huir.
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_Cast;{char} invoca una tormenta eléctrica.
ST_BattleTooltips/BATTLETOOLTIP_FireRage_TurnStart;{char} activa Furia de fuego.
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_TurnStart;{char} activa Seísmo.
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_TurnStart;{char} activa sus rayos fulminantes.
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_TurnStart;{char} activa un tifón.
ST_BattleTooltips/BATTLETOOLTIP_Attack_Use;{name} ataca.
ST_BattleTooltips/BATTLETOOLTIP_Counter_Regular;{name} contraataca.
ST_BattleTooltips/BATTLETOOLTIP_Counter_Gradient;{name} realiza un contraataque de gradiente.
ST_BattleTooltips/BATTLETOOLTIP_PlayAgain;{name} actúa de nuevo.
ST_BattleTooltips/BATTLETOOLTIP_ImmediatePlay;{name} actúa de inmediato.
ST_BattleTooltips/BATTLETOOLTIP_Enrage_Effect;{self} se ha enfurecido y ataca de nuevo.
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_01;Fase 1, prueba 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_02;Fase 1, prueba 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_03;Fase 1, prueba 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_01;Fase 10, prueba 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_02;Fase 10, prueba 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_03;Fase 10, prueba 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_01;Fase 11, prueba 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_02;Fase 11, prueba 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_03;Fase 11, prueba 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_01;Fase 2, prueba 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_02;Fase 2, prueba 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_03;Fase 2, prueba 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_01;Fase 3, prueba 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_02;Fase 3, prueba 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_03;Fase 3, prueba 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_01;Fase 4, prueba 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_02;Fase 4, prueba 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_03;Fase 4, prueba 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_01;Fase 5, prueba 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_02;Fase 5, prueba 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_03;Fase 5, prueba 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_01;Fase 6, prueba 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_02;Fase 6, prueba 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_03;Fase 6, prueba 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_01;Fase 7, prueba 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_02;Fase 7, prueba 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_03;Fase 7, prueba 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_01;Fase 8, prueba 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_02;Fase 8, prueba 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_03;Fase 8, prueba 3
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_01;Fase 9, prueba 1
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_02;Fase 9, prueba 2
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_03;Fase 9, prueba 3
ST_BD_AncientSanctuary/01_UltsakaPhase3_Tropa;¡Aaah! ¡MÁXIMO PODEEER! ¡FASE 3!
ST_BD_AncientSanctuary/02_UltsakaPhase2_Peron;¡Sí, sí, la fase 2, me encanta!
ST_BD_AncientSanctuary/02_UltsakaPhase3_Peron;¡Sí, sí, la fase 3 es todavía mejor!
ST_BD_AncientSanctuary/01_UltsakaPhase2_Tropa;¿Qué? ¡¿Qué estáis haciendo?! ¡Arg, perder apesta! ¡FASE 2 ACTIVADA!
ST_BD_EsquieNest/01_FranTaunt3_Francois;Clea jamás haría una cosa así.
ST_BD_EsquieNest/01_FranTaunt5_Francois;¡Esquie! ¡Yo no tengo la culpa de que perdieras a Florrie!
ST_BD_EsquieNest/01_FranTaunt1_Francois;¡Tomad esto! ¡Y esto!
ST_BD_EsquieNest/01_FranTaunt4_Francois;¡Rufianes primitivos!
ST_BD_EsquieNest/01_FranTaunt2_Francois;¿Me tomáis por una roca? Ya os daré yo rocas.
ST_BD_GrandFinale/01_RealRenoir3A_RealRenoir;¡Aline! Mira a Alicia. ¡No puede estar aquí!
ST_BD_GrandFinale/01_RealRenoir3E_RealRenoir;Aline, se suponía que tú y yo íbamos a colaborar, no a enfrentarnos.
ST_BD_GrandFinale/01_Aline3A_Aline;Vete a casa, Renoir. Ve a pintar otra cosa.
ST_BD_GrandFinale/01_RealRenoir3B_RealRenoir;¿Cómo puedes ser tan egoísta? ¡Aline!
ST_BD_GrandFinale/01_ExpGradAttack_Maelle;Ya no puedo seguir conteniendo el croma. Voy a intentar algo... ¡Atrás!
ST_BD_GrandFinale/01_CreationBattle_Maelle;No podré apoyar a los expedicionarios durante mucho más tiempo.
ST_BD_GrandFinale/01_FinaleMaelle1C_Maelle;Estoy agotada, Verso. Por favor, ¿no podemos irnos a casa y hablar allí de todo esto?
ST_BD_GrandFinale/01_FinaleVerso1C_Verso;He vivido mucho tiempo, Maelle. Hay cosas contra las que no podemos ganar.
ST_BD_GrandFinale/02_CreationBattle_Verso;¡<span class='subtitles_italic'>Merde</span>! Tenemos que derrotarlos cuanto antes.
ST_BD_GrandFinale/01_RealRenoir3C_RealRenoir;Deja el lienzo. Os va a matar a ambas.
ST_BD_GrandFinale/01_FinaleVerso1B_Verso;Sciel tenía razón. El dolor nos ciega. Tú solo ves muros.
ST_BD_GrandFinale/01_RealRenoir1B_RealRenoir;Pon fin a esta locura. Es hora de volver a casa.
ST_BD_GrandFinale/01_FinaleMaelle1B_Maelle;¡Verso, para ya! ¡No puedes decidir esto en nombre de todos!
ST_BD_GrandFinale/01_RealRenoir1C_RealRenoir;Tenemos que aceptar las cosas tal y como son, no tal y como nos gustaría que fuesen.
ST_BD_GrandFinale/01_FinaleVerso1A_Verso;Somos todos una panda de hipócritas. Nos hacemos lo mismo unos a otros.
ST_BD_GrandFinale/01_FinaleMaelle1A_Maelle;¿Y qué pasa con Lune, Sciel y Monoco? ¿Qué pasa con Esquie?
ST_BD_GrandFinale/01_RealRenoir1D_RealRenoir;En serio, ¿qué hubiese querido Verso?
ST_BD_GrandFinale/01_RealRenoir1A_RealRenoir;¿Cuándo te has vuelto tan terca?
ST_BD_GrandFinale/01_RealRenoir3D_RealRenoir;¿Por qué soy el único que ve esto?
ST_BD_Lumiere/01_MaelleDuelTauntC_Maelle;Vale, ya es suficiente.
ST_BD_Lumiere/04_NicolasSpecialBattle_Nicolas;¡Venga ya, no lances un contraataque contra tu amada! ¡No es un duelo a muerte!
ST_BD_Lumiere/01_NicolasSpecialBattle_Nicolas;¡Venga! ¡Esquiva los hermosos movimientos de tu dama!
ST_BD_Lumiere/01_MaelleDuelTauntA_Maelle;Espero que tu conversor de lúmina funcione mejor de lo que peleas.
ST_BD_Lumiere/01_MaelleDuelTauntB_Maelle;No es una vergüenza perder contra una rival superior.
ST_BD_Lumiere/03_NicolasSpecialBattle_Nicolas;¡Sublime! ¡Una última vez!
ST_BD_Lumiere/02_NicolasSpecialBattle_Nicolas;¡Ha sido espléndido! ¡Otra vez!
ST_BD_Manor/01_JumpTutorial_Maelle;¡Esta vez, no!
ST_BD_MonocoStation/01_MonocoTransforms_Lune;¡¿Se puede convertir en un nevron?!
ST_BD_MonocoStation/02_GradientAttack_Verso;No necesito consejos de alguien que está sentado sin hacer nada.
ST_BD_MonocoStation/02_MonocoTransforms_Verso;Ya os había dicho que era peculiar.
ST_BD_MonocoStation/01_GradientAttack_Monoco;Verso, ¿por qué no usas los ataques de gradiente?
ST_BD_MonocoStation/03_GradientAttack_Monoco;No los has entrenado, ¿a que no, pedazo de vago? Muy bien, seré magnánimo y ya les comparto yo mi sabiduría.
ST_BD_MonolithInterior/01_MirrorRenoirMI5_MirrorRenoir;¿Recuerdas cómo eran las cosas... antes?
ST_BD_MonolithInterior/01_MirrorRenoirMI2_MirrorRenoir;No le rompas el corazón.
ST_BD_MonolithInterior/01_MirrorRenoirMI7_MirrorRenoir;No nos des la espalda.
ST_BD_MonolithInterior/01_MirrorRenoirMI3_MirrorRenoir;¿Acaso no ves que nos necesitamos uno al otro?
ST_BD_MonolithInterior/01_MirrorRenoirMI4_MirrorRenoir;Ódiame tanto como quieras. Hazlo mientras sigas con vida.
ST_BD_MonolithInterior/01_MirrorRenoirMI1_MirrorRenoir;¿Tan poco te importamos?
ST_BD_MonolithInterior/01_MirrorRenoirMI6_MirrorRenoir;Tu hermana se merece algo mejor.
ST_BD_OldLumiere/01_MirrorRenoirOL8_MirrorRenoir;Si supiesen la verdad, nunca volverían a confiar en ti.
ST_BD_OldLumiere/01_MirrorRenoirOL3_MirrorRenoir;No estoy enfadado, solo decepcionado.
ST_BD_OldLumiere/01_MirrorRenoirOL2_MirrorRenoir;Esta vez, no cuentas con su ayuda.
ST_BD_OldLumiere/01_MirrorRenoirOL6_MirrorRenoir;Se merecen la verdad.
ST_BD_OldLumiere/01_MirrorRenoirOL1_MirrorRenoir;Tú nos has obligado a esto.
ST_BD_OldLumiere/01_MirrorRenoirOL7_MirrorRenoir;Tendrías que estar luchando a mi lado.
ST_BD_OldLumiere/01_MirrorRenoirOL5_MirrorRenoir;Les estás mintiendo.
ST_BD_OldLumiere/01_MirrorRenoirOL4_MirrorRenoir;Estás destrozando esta familia.
ST_BD_Prologue/01_Julie3_Julie;Yo... Confiábamos en ti.
ST_BD_Prologue/01_Julie2_Julie;Todo lo que dijiste era mentira.
ST_BD_Prologue/01_Julie1_Julie;TRAIDOR.
ST_BD_SeaCliff/03_BattleSeacliffRenoir_Gustave;Deja que se vaya.
ST_BD_SeaCliff/02_BattleSeacliffRenoir_Gustave;No te hemos hecho nada. Deberíamos estar del mismo lado.
ST_BD_SeaCliff/01_BattleSeacliffRenoir_Gustave;¿Quién eres?
ST_BD_SpringMeadows/01_EvequePhase3_Lune;¡Cuidado, está acumulando croma!
ST_BD_ThePaintress/01_AlineTaunt9_Aline;Qué hombre tan arrogante... Le enseñé a pintar... ¿y pretende usar a mis propias creaciones en mi contra?
ST_BD_ThePaintress/01_AlineTaunt2_Aline;¿Entiendes lo que has hecho? ¡Lo has matado!
ST_BD_ThePaintress/01_AlineTaunt1_Aline;¡Serás estúpida, niña! ¡Me has desafiado y eso le ha supuesto la muerte!
ST_BD_ThePaintress/01_AlineTaunt4_Aline;Qué crueldad que tu padre te haya usado así.
ST_BD_ThePaintress/01_AlineTaunt7_Aline;No. Estoy. Loca. Sé perfectamente lo que estoy haciendo.
ST_BD_ThePaintress/01_AlineTaunt10_Aline;Monoco, ¿tú también? No puedes traicionar así a Verso.
ST_BD_ThePaintress/01_AlineTaunt8_Aline;Renoir puede llorar tanto como quiera, pero yo llevo el dolor a mi manera.
ST_BD_ThePaintress/01_AlineTaunt5_Aline;¿Renoir se creía que no me iba a defender si usaba tu cara? Qué poco me conoce.
ST_BD_ThePaintress/01_AlineTaunt6_Aline;Dile a tu padre que no necesito que «cuide de mí».
ST_BD_ThePaintress/01_AlineTaunt11_Aline;¿Y tú quién se supone que eres? Bah, tanto da.
ST_BD_ThePaintress/01_AlineTaunt3_Aline;Tu cara... ¿He soñado con el fuego? ¿Verso sigue vivo?
ST_BK_BackToLumiere/01_Lumierans_Lum1;¡33! ¡33! ¡33! ¡33!
ST_BK_BackToLumiere/02_Lumierans_Lum2;¡33! ¡33! ¡33! ¡33!
ST_BK_BackToLumiere/03_Lumierans_Lum3;¡33! ¡33! ¡33! ¡33!
ST_BK_BackToLumiere/04_Lumierans_Lum4;¡33! ¡33! ¡33! ¡33!
ST_BK_BackToLumiere/05_Lumierans_Lum5;¡33! ¡33! ¡33! ¡33!
ST_BK_BackToLumiere/06_Lumierans_Lum6;¡33! ¡33! ¡33! ¡33!
ST_BK_BackToLumiere/07_Lumierans_Lum7;¡33! ¡33! ¡33! ¡33!
ST_BK_BackToLumiere/08_Lumierans_Lum8;¡33! ¡33! ¡33! ¡33!
ST_BK_BackToLumiere/09_Lumierans_Lum9;¡33! ¡33! ¡33! ¡33!
ST_BK_BackToLumiere/10_Lumierans_Lum10;¡33! ¡33! ¡33! ¡33!
ST_BK_BackToLumiere/01_Maxime_Maxime;No... No me lo puedo creer.
ST_BK_BackToLumiere/01_Lucie_Lucie;Gracias, gracias. Oooh, gracias...
ST_BK_BackToLumiere/01_Colette_Colette;¡Los números han desaparecido!
ST_BK_BackToLumiere/01_Victor_Victor;¡La han destruido! ¡La <span class='subtitles_italic'>Peintresse</span> ha muerto!
ST_BK_BackToLumiere/01_Bastien_Bastien;¡¿Han vuelto?!
ST_BK_BackToLumiere/01_Florian_Florian;Estamos salvados. Se acabó.
ST_BK_Lumiere/02_YoloBros_Marc;¡Que se joda la <span class='subtitles_italic'>Peintresse</span>!
ST_BK_Lumiere/03_YoloBros_Jean;¡Que se joda la <span class='subtitles_italic'>Peintresse</span>!
ST_BK_Lumiere/04_YoloBros_Noah;¡Que se joda la <span class='subtitles_italic'>Peintresse</span>!
ST_BK_Lumiere/05_YoloBros_YoloBros;¡Que se joda la <span class='subtitles_italic'>Peintresse</span>!
ST_BK_Lumiere/01_YoloBros_Eugene;Os quiero. Recordad lo que Beau decía siempre: viviréis por el resto de nosotros.
ST_BK_Lumiere/01_Nils_Nils;Aún te echo de menos. Ya voy.
ST_BK_Lumiere/02_Nicho_Nicholas;No lo haré. Te lo prometo, no te olvidaré.
ST_BK_Lumiere/01_Benoit_Benoit;Nos vemos pronto.
ST_BK_Lumiere/01_SadFamily_Robert;Nina, por favor.
ST_BK_Lumiere/01_Zoe_Zoe;Ah, creo que voy a vomitar. Pero no me arrepiento de nada, <span class='subtitles_italic'>chérie</span>.
ST_BK_Lumiere/01_Nicho_Caroline;Por favor, no me olvides.
ST_BK_Lumiere/01_Tina_Tina;[tarareo sereno]
ST_BK_WorldMap/04_AccelerationBoat_Esquie;Yyyyyy... ¡ya!
ST_BK_WorldMap/04_AccelerationCar_Esquie;¡Aceleracióóón!
ST_BK_WorldMap/02_Underwater_Esquie;¡Todo el mundo en mi boca!
ST_BK_WorldMap/01_TransitionPlane_Esquie;¡Flap, flap, flap!
ST_BK_WorldMap/01_AccelerationPlane_Esquie;¡Atravesando el cielo a toda velocidad!
ST_BK_WorldMap/03_Underwater_Esquie;¡Voy!
ST_BK_WorldMap/03_AccelerationPlane_Esquie;¡Aguanta!
ST_BK_WorldMap/01_Underwater_Esquie;¡Vamos a sumergirnos!
ST_BK_WorldMap/02_AccelerationPlane_Esquie;¡Vamos allááá!
ST_BK_WorldMap/01_AccelerationCar_Esquie;Soy velocidad pura.
ST_BK_WorldMap/02_AccelerationCar_Esquie;Soy la pelota más rápida.
ST_BK_WorldMap/02_TransitionBoat_Esquie;Vamos a mojarnos.
ST_BK_WorldMap/02_AccelerationBoat_Esquie;¡Plaf, plaf, plaf!
ST_BK_WorldMap/03_TransitionPlane_Esquie;¡Sol, allá voy!
ST_BK_WorldMap/03_TransitionBoat_Esquie;¡Bañador puesto!
ST_BK_WorldMap/02_TransitionPlane_Esquie;¡Rumbo al cielo!
ST_BK_WorldMap/01_AccelerationBoat_Esquie;¡Soy el nadador más rápido!
ST_BK_WorldMap/01_TransitionBoat_Esquie;Es hora de nadar.
ST_BK_WorldMap/03_AccelerationCar_Esquie;¡Brum, brum!
ST_BK_WorldMap/05_AccelerationCar_Esquie;¡Uooooo!
ST_BK_WorldMap/04_AccelerationPlane_Esquie;¡Yujúúú!
ST_BK_WorldMap/04_TransitionPlane_Esquie;¡Uooooo!
ST_BK_WorldMap/03_AccelerationBoat_Esquie;¡Zuuuuuuum!
ST_BL_Entries/10_TurnStartNormal_Monoco;¿Toca un poco de violencia?
ST_BL_Entries/52_Skill_Abrilliantlight_Lune;Una luz brillante.
ST_BL_Entries/100_EnemyBlocks_Monoco;Un desafío.
ST_BL_Entries/07_Dodges_Maelle;Un baile.
ST_BL_Entries/13_Skill_AfieryDance_Maelle;Un baile... ¡feroz!
ST_BL_Entries/01_FreeAimActive_Monoco;Apetece practicar la puntería, ¿eh?
ST_BL_Entries/16_General_Monoco;Un regalo muy agradecido.
ST_BL_Entries/31_Skill_ApreciseStrike_Maelle;¡Un golpe... preciso!
ST_BL_Entries/04_TurnStartLowLife_Monoco;Un desafío adecuado.
ST_BL_Entries/10_Dodges_Maelle;Un paso lateral.
ST_BL_Entries/04_TurnStartNormal_Lune;Se avecina una tormenta.
ST_BL_Entries/04_Counter_Lune;¡Se está... formando... una tormenta!
ST_BL_Entries/10_KillsEnemy_Verso;<span class='subtitles_italic'>Adieu</span>.
ST_BL_Entries/10_TurnStartFullAP_Monoco;Aaay, ¿qué elegimos?
ST_BL_Entries/07_EnemyBlocks_Verso;Ah...
ST_BL_Entries/07_FreeAimActive_Maelle;Perfecto.
ST_BL_Entries/10_FreeAimActive_Verso;Perfecto.
ST_BL_Entries/01_FailsAQTE_Sciel;Ya casi lo tenía.
ST_BL_Entries/109_ReviveAlly_Monoco;Casi te pierdo.
ST_BL_Entries/01_InsufficientAP_Lune;Ya falta poco.
ST_BL_Entries/10_BattleWon_Verso;Casi ha sido emocionante y todo. Casi.
ST_BL_Entries/10_ReceiveBuff_Lune;Una ventaja.
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Monoco;¿Un ataque? Me parece bien.
ST_BL_Entries/01_Counter_Verso;Y, ahora..., ¡vas a... desaparecer!
ST_BL_Entries/04_OtherCharHit_Lune;¿Te has hecho daño?
ST_BL_Entries/04_OtherCharHit_Maelle;¿Estás bien?
ST_BL_Entries/03_TurnStartFullOvercharge_Gustave;Brazo cargado.
ST_BL_Entries/04_FreeAimWeakSpot_Lune;Tal y como había planeado.
ST_BL_Entries/07_KillsEnemy_Maelle;<span class='subtitles_italic'>Au revoir</span>.
ST_BL_Entries/07_FreeAimWeakSpot_Monoco;¡¡¡De lleno!!!
ST_BL_Entries/01_Counter_Lune;¡Te... la... devuelvo!
ST_BL_Entries/10_FailsAQTE_Monoco;¡Bah!
ST_BL_Entries/01_InsufficientItems_Monoco;Bah, no tengo nada.
ST_BL_Entries/100_InsufficientItems_Monoco;Bah, no tengo nada.
ST_BL_Entries/19_General_Monoco;Qué preciosidad.
ST_BL_Entries/07_EnemyPowerfulAttackImminent_Sciel;Se avecina un ataque gordo.
ST_BL_Entries/103_OtherCharHit_Monoco;No te duermas.
ST_BL_Entries/07_TurnStartFullAP_Maelle;El arma está afilada.
ST_BL_Entries/52_Skill_Bladecutthroughtheflames_Maelle;Mi filo cortará las llamas.
ST_BL_Entries/01_EnemyBlocks_Lune;Puñeteros nevrones...
