dualiso;gustave;lightening;defense;vitality;en;ST_Items/ITEM_Dualim_Name;;Dualliste, Story Bosses;ST_PassiveEffects/PASSIVE_AttackPlayAgain_Description;ST_PassiveEffects/PASSIVE_AugmentedAttack_Description;ST_PassiveEffects/PASSIVE_Perfection_Attackx2_Description
gaulteram;gustave;earth;agility;luck;en;ST_Items/ITEM_Gaulteram_Name;;Gault (Regular), Regular Enemies, Gault (Weak), Weak Enemies;ST_PassiveEffects/PASSIVE_Perfection_RankLossOneByOne_Description;ST_PassiveEffects/PASSIVE_Perfection_RushOnS_Description;ST_PassiveEffects/PASSIVE_Perfection_OnTurnStart_Description
gesam;gustave;physical;agility;vitality;en;ST_Items/ITEM_Gesam_Name;;;ST_PassiveEffects/PASSIVE_SkillsLightToPhysical_Description;ST_PassiveEffects/PASSIVE_SkillsPhysicalDMG+_Description;ST_PassiveEffects/PASSIVE_PhysicalAPCost-_Description
glaceso;gustave;ice;luck;vitality;en;ST_Items/ITEM_Glaceso_Name;;Pèlerin, Regular Enemies;ST_PassiveEffects/PASSIVE_Perfection_Perfection+1OnCrit_Description;ST_PassiveEffects/PASSIVE_HealOnCrit_Description;ST_PassiveEffects/PASSIVE_AlwaysCritOnCounterDamage_Description
lanceram;gustave;physical;vitality;agility;en;ST_Items/ITEM_Lanceram_Name;;Bruler, Merchants;ST_PassiveEffects/PASSIVE_Perfection_MinC_Description;ST_PassiveEffects/PASSIVE_Perfection_Attackx2_Description;ST_PassiveEffects/PASSIVE_Perfection_Parryx2_Description
liteso;gustave;physical;defense;agility;en;ST_Items/ITEM_Reacheso_2_Name;;Lumière Citizen, Regular Enemies;ST_PassiveEffects/PASSIVE_AttackConsumeShieldForExtraDMG_Description;ST_PassiveEffects/PASSIVE_CounterShield_Description;ST_PassiveEffects/PASSIVE_Perfection_Attackx2_Description
noahram;gustave;physical;vitality;vitality;en;ST_Items/ITEM_Noahram_Name;;;;;
nosaram;gustave;physical;agility;luck;en;ST_Items/ITEM_Nosaram_Name;;Grour, Merchants;ST_PassiveEffects/PASSIVE_Perfection_DoubleOnFreeAimShots_Description;ST_PassiveEffects/PASSIVE_FreeAimBreaksMoreShields_Description;ST_PassiveEffects/PASSIVE_AugmentedAim_Description
sakaram;gustave;physical;luck;agility;en;ST_Items/ITEM_Sakaram_Name;;Chromatic Robust Sakapatate, Optional Bosses, Robust Sakapatate, Strong Enemies;ST_PassiveEffects/PASSIVE_Perfection_NoPerfectionLossButNoDamageIncrease_Description;ST_PassiveEffects/PASSIVE_AugmentedAttack_Description;ST_PassiveEffects/PASSIVE_Perfection_Attackx2_Description
seeram;gustave;light;agility;vitality;en;ST_Items/ITEM_Seeram_Name;;;ST_PassiveEffects/PASSIVE_Perfection_Perfection+butDMG+_Description;ST_PassiveEffects/PASSIVE_Perfection_Attackx2_Description;ST_PassiveEffects/PASSIVE_SkillsLightDMG+_Description
simoso;gustave;light;vitality;agility;en;ST_Items/ITEM_Simoso_Name;;;ST_PassiveEffects/PASSIVE_DoubleHit_Description;ST_PassiveEffects/PASSIVE_LightDamageBurn_Description;ST_PassiveEffects/PASSIVE_Perfection_SurvivorRankA_Description
sireso;gustave;physical;vitality;agility;en;ST_Items/ITEM_Sireso_1_Name;;Chromatic Greatsword Cultist, Optional Bosses;ST_PassiveEffects/PASSIVE_Perfection_PerfectionBonusDamageShare_Description;ST_PassiveEffects/PASSIVE_Perfection_Perfection+1OnPowerful_Description;ST_PassiveEffects/PASSIVE_SupportSkillsCostReduced_Description
tireso;gustave;earth;defense;vitality;en;ST_Items/ITEM_Reacheso_1_Name;;Eragol, Merchants;ST_PassiveEffects/PASSIVE_Perfection_RankUpOnMark_Description;ST_PassiveEffects/PASSIVE_MarkOnBaseAttack_Description;ST_PassiveEffects/PASSIVE_PowerlessOnMarking_Description
verleso;gustave;physical;vitality;vitality;en;ST_Items/ITEM_Verleso_Name;;;;;
angerim;lune;fire;defense;luck;en;ST_Items/ITEM_Angerim_Name;;Chromatic Démineur, Optional Bosses;ST_PassiveEffects/PASSIVE_Stains_ApplyBurnStackPerFireStainOnAttack_Description;ST_PassiveEffects/PASSIVE_Stains_FireStainOnTurnStart_Description;ST_PassiveEffects/PASSIVE_Stains_IncreaseBurnDMGPerFireStain_Description
baguette;lune;void;vitality;defense;en;ST_Items/ITEM_SkinVerso_Baguette_Name;;;;;
benisim;lune;earth;vitality;defense;en;ST_Items/ITEM_Benisim_Name;;Chromatic Bénisseur, Optional Bosses, Kasumi, Merchants;ST_PassiveEffects/PASSIVE_HealAPCost-_Description;ST_PassiveEffects/PASSIVE_Stains_EarthStainOnTurnStart_Description;ST_PassiveEffects/PASSIVE_InstantReplayOnOverchargedHealSkills_Description
betelim;lune;earth;defense;vitality;en;ST_Items/ITEM_Betelim_Name;Gestral Village;;ST_PassiveEffects/PASSIVE_Stains_OverchargeDMG+_Description;ST_PassiveEffects/PASSIVE_Stains_TurnStart+StainsIfNoStain_Description;ST_PassiveEffects/PASSIVE_Stains_APOnConsumption_Description
braselim;lune;fire;luck;vitality;en;ST_Items/ITEM_Braselim_Name;;Chromatic Braseleur, Optional Bosses;ST_PassiveEffects/PASSIVE_Stains_IncreaseCritChancePerIceStain_Description;ST_PassiveEffects/PASSIVE_GradientPointOnCrit_Description;ST_PassiveEffects/PASSIVE_SkillsFireDMG+_Description
chapelim;lune;earth;agility;defense;en;ST_Items/ITEM_Chapelim_Name;;Jovial Moissonneuse, Optional Bosses;ST_PassiveEffects/PASSIVE_Stains_IncreaseBreakDMGPerEarthStain_Description;ST_PassiveEffects/PASSIVE_APonBreak_Description;ST_PassiveEffects/PASSIVE_Stains_EarthStainOnTurnStart_Description
choralim;lune;fire;agility;defense;en;ST_Items/ITEM_Sirenim_1_Name;;Chromatic Glissando, Optional Bosses;ST_PassiveEffects/PASSIVE_Stains_FullCritIfFullStain_Description;ST_PassiveEffects/PASSIVE_DMG+WhenNoDMGTaken_Description;ST_PassiveEffects/PASSIVE_CritAppliesBurn_Description
colim;lune;light;vitality;agility;en;ST_Items/ITEM_Sirenim_2_Name;;Chorale, Regular Enemies;ST_PassiveEffects/PASSIVE_Stains_GenerateLightStainRandom_Description;ST_PassiveEffects/PASSIVE_Stains_GainAPOnLightStainConsumption_Description;ST_PassiveEffects/PASSIVE_Stains_DamagePerLightStain_Description
coralim;lune;ice;defense;vitality;en;ST_Items/ITEM_Coralim_Name;Stone Wave Cliffs;;ST_PassiveEffects/PASSIVE_IceAPCost-_Description;ST_PassiveEffects/PASSIVE_SkillsIceDMG+_Description;ST_PassiveEffects/PASSIVE_Stains_EarthStart_Description
deminerim;lune;lightening;luck;agility;en;ST_Items/ITEM_Deminerim_Name;;Bruler, Merchants;ST_PassiveEffects/PASSIVE_LightningAPCost-_Description;ST_PassiveEffects/PASSIVE_SkillsLightningDMG+_Description;ST_PassiveEffects/PASSIVE_Stains_FireStart_Description
elerim;lune;earth;vitality;defense;en;ST_Items/ITEM_Elerim_Name;Sinister Cave;Cruler (Merchant), Merchants, Fusoka, Merchants;ST_PassiveEffects/PASSIVE_Stains_EarthAppliesShield_Description;ST_PassiveEffects/PASSIVE_SkillsEarthDMG+_Description;ST_PassiveEffects/PASSIVE_Stains_AttackEarth+_Description
kralim;lune;lightening;vitality;agility;en;ST_Items/ITEM_Reacherim_1_Name;;Chromatic Orphelin, Optional Bosses, Veilleur, Strong Enemies;ST_PassiveEffects/PASSIVE_Stains_ElementalCyclingDMG+_Description;ST_PassiveEffects/PASSIVE_Stains_TurnStart+StainsIfNoStain_Description;ST_PassiveEffects/PASSIVE_Stains_APOnConsumption_Description
lighterim;lune;fire;agility;defense;en;ST_Items/ITEM_Lighterim_Name;;Abbest, Regular Enemies, Bruler, Merchants;ST_PassiveEffects/PASSIVE_FireAPCost-_Description;ST_PassiveEffects/PASSIVE_SkillsFireDMG+_Description;ST_PassiveEffects/PASSIVE_Stains_IceStart_Description
lithelim;lune;void;vitality;luck;en;ST_Items/ITEM_Reacherim_2_Name;Inside The Monolith;;ST_PassiveEffects/PASSIVE_Stains_GenerateDarkStainRandom_Description;ST_PassiveEffects/PASSIVE_Stains_GainAPOnLightStainConsumption_Description;ST_PassiveEffects/PASSIVE_Stains_ConsumeDarkStainsOnAttackDMG+_Description
lunerim;lune;fire;luck;vitality;en;ST_Items/ITEM_Lunerim_Name;;;;;
painerim;lune;earth;luck;vitality;en;ST_Items/ITEM_Painerim_Name;;Grour, Merchants;ST_PassiveEffects/PASSIVE_EarthAPCost-_Description;ST_PassiveEffects/PASSIVE_SkillsEarthDMG+_Description;ST_PassiveEffects/PASSIVE_Stains_LightningStart_Description
potierim;lune;ice;agility;defense;en;ST_Items/ITEM_Potierim_Name;;Chromatic Potier, Optional Bosses, Potier, Elusive Enemies, Cribappa, Merchants;ST_PassiveEffects/PASSIVE_Stains_+RandomStainOnHeal_Description;ST_PassiveEffects/PASSIVE_Stains_IceAppliesSlow_Description;ST_PassiveEffects/PASSIVE_Stains_AttackLight+_Description
redalim;lune;ice;defense;agility;en;ST_Items/ITEM_Redalim_Name;Old Lumière;;ST_PassiveEffects/PASSIVE_Stains_+RandomStainOnHeal_Description;ST_PassiveEffects/PASSIVE_Stains_IceStainOnTurnStart_Description;ST_PassiveEffects/PASSIVE_InstantReplayOnOverchargedHealSkills_Description
saperim;lune;lightening;defense;luck;en;ST_Items/ITEM_Saperim_Name;;Chromatic Sapling, Optional Bosses, Sapling, Weak Enemies;ST_PassiveEffects/PASSIVE_Stains_GenerateStainsOnGradientAttack_Description;ST_PassiveEffects/PASSIVE_Stains_LightningOnFire_Description;ST_PassiveEffects/PASSIVE_GradientAttackAndCounterDMG+_Description
scaverim;lune;shadow;vitality;agility;en;ST_Items/ITEM_Scaverim_Name;;Scavenger, Optional Bosses;ST_PassiveEffects/PASSIVE_Stains_GenerateDarkStainRandom_Description;ST_PassiveEffects/PASSIVE_Stains_ConsumeDarkStainsOnAttackDMG+_Description;ST_PassiveEffects/PASSIVE_Stains_ConsumeFourDarkStainsDMG+OnSkills_Description
snowim;lune;ice;agility;vitality;en;ST_Items/ITEM_Snowim_Name;;Gargant, Story Bosses;ST_PassiveEffects/PASSIVE_FreezeSelfOnLowHP2_Description;ST_PassiveEffects/PASSIVE_DefreezeAndHealOnTurnStart_Description;ST_PassiveEffects/PASSIVE_Stains_Ice+IfSelfFrozen_Description
trebuchim;lune;lightening;vitality;luck;en;ST_Items/ITEM_Trebuchim_Name;;Catapult Sakapatate, Strong Enemies, Chromatic Catapult Sakapatate, Optional Bosses;ST_PassiveEffects/PASSIVE_Stains_RandomGeneration_Description;ST_PassiveEffects/PASSIVE_Stains_APOnConsumption_Description;ST_PassiveEffects/PASSIVE_Stains_AttackRandom++_Description
troubadim;lune;physical;defense;vitality;en;ST_Items/ITEM_Troubadum_Name;;Chromatic Troubadour, Optional Bosses, Troubadour, Regular Enemies;ST_PassiveEffects/PASSIVE_FreeAim+1Shot_Description;ST_PassiveEffects/PASSIVE_AugmentedAim_Description;ST_PassiveEffects/PASSIVE_Stains_RandomGeneration_Description
barrier breaker;maelle;void;defense;agility;en;ST_Items/ITEM_Chainebum_Name;;;ST_PassiveEffects/PASSIVE_StealShield_Description;ST_PassiveEffects/PASSIVE_Stance_VirtuoseOnShieldBreak_Description;ST_PassiveEffects/PASSIVE_MarkBreakShields_Description
battlum;maelle;physical;defense;luck;en;ST_Items/ITEM_Battlum_Name;;Steel Chevalière, Regular Enemies;ST_PassiveEffects/PASSIVE_Stance_DefensiveGradientCharges_Description;ST_PassiveEffects/PASSIVE_Stance_AttackDefensive_Description;ST_PassiveEffects/PASSIVE_GradientChargesOnParry_Description
brulerum;maelle;fire;luck;agility;en;ST_Items/ITEM_Brulerum_Name;;Bruler, Strong Enemies, Bruler, Merchants;ST_PassiveEffects/PASSIVE_CritAppliesBurn_Description;ST_PassiveEffects/PASSIVE_AttackBurn_Description;ST_PassiveEffects/PASSIVE_Stance_FullCritIfStanceless_Description
chalium;maelle;light;agility;vitality;en;ST_Items/ITEM_Chaliso_Name;;Chromatic Chalier, Optional Bosses;ST_PassiveEffects/PASSIVE_Stance_ShieldOnParry_Description;ST_PassiveEffects/PASSIVE_SkillsLightDMG+_Description;ST_PassiveEffects/PASSIVE_CounterDamagePerShield_Description
chantenum;maelle;fire;luck;agility;en;ST_Items/ITEM_Sirenum_2_Name;;Klaudiso, Merchants;ST_PassiveEffects/PASSIVE_Stance_StancelessSwitchToOStance_Description;ST_PassiveEffects/PASSIVE_FireAPCost-_Description;ST_PassiveEffects/PASSIVE_Stance_ShieldOnOSstance_Description
clierum;maelle;lightening;agility;defense;en;ST_Items/ITEM_Clierum_Name;;Seething Boucheclier, Optional Bosses;ST_PassiveEffects/PASSIVE_APOnCrit_Description;ST_PassiveEffects/PASSIVE_SkillsLightningDMG+_Description;ST_PassiveEffects/PASSIVE_Stance_CritChanceOffensive_Description
coldum;maelle;ice;defense;vitality;en;ST_Items/ITEM_Coldum_Name;;Grandis, Merchants;ST_PassiveEffects/PASSIVE_HealOnCrit_Description;ST_PassiveEffects/PASSIVE_Stance_CritChanceDefensive_Description;ST_PassiveEffects/PASSIVE_Stance_AttackDefensive_Description
duenum;maelle;physical;defense;agility;en;ST_Items/ITEM_Duenum_Name;Stone Wave Cliffs;Chromatic Mage Cultist, Optional Bosses, Mage Cultist, Strong Enemies;ST_PassiveEffects/PASSIVE_Stance_DefensiveSharedAP_Description;ST_PassiveEffects/PASSIVE_Stance_AttackDefensive_Description;ST_PassiveEffects/PASSIVE_Stance_APOnSwitch_Description
facesum;maelle;physical;luck;vitality;en;ST_Items/ITEM_Facesum_Name;;Chromatic Boucheclier, Optional Bosses;ST_PassiveEffects/PASSIVE_Stance_OffensiveBurnStacks_Description;ST_PassiveEffects/PASSIVE_BurnDamage_Description;ST_PassiveEffects/PASSIVE_AttackPropagatesBurn_Description
glaisum;maelle;physical;agility;defense;en;ST_Items/ITEM_Glaisum_Name;;Glaise, Story Bosses;ST_PassiveEffects/PASSIVE_Stance_VirtuoseHealAllies_Description;ST_PassiveEffects/PASSIVE_Stance_ShellOutVStance_Description;ST_PassiveEffects/PASSIVE_Stance_CleanseVirtuose_Description
jarum;maelle;physical;defense;luck;en;ST_Items/ITEM_Jarum_Name;;Chromatic Jar, Optional Bosses;ST_PassiveEffects/PASSIVE_Stance_CounterSwitchToVStance_Description;ST_PassiveEffects/PASSIVE_CounterBurn_Description;ST_PassiveEffects/PASSIVE_CounterDamagePerShield_Description
lithum;maelle;void;agility;luck;en;ST_Items/ITEM_Reachum_1_Name;;Alicia, Story Bosses;ST_PassiveEffects/PASSIVE_Stance_VirtuoseKeepMark_Description;ST_PassiveEffects/PASSIVE_Stance_CounterSwitchToVStance_Description;ST_PassiveEffects/PASSIVE_Stance_ShellOutVStance_Description
maellum;maelle;physical;vitality;vitality;en;ST_Items/ITEM_Maellum_Name;;;;;
medalum;maelle;physical;defense;agility;en;ST_Items/ITEM_Medalum_Name;;;ST_PassiveEffects/PASSIVE_Stance_StartOnVStance_Description;ST_PassiveEffects/PASSIVE_Stance_VirtuoseDoubleBurn_Description;ST_PassiveEffects/PASSIVE_Stance_VirtuoseBurnDamageDouble_Description
melarum;maelle;physical;vitality;luck;en;ST_Items/ITEM_Melarum_Name;;;ST_PassiveEffects/PASSIVE_Stance_VirtuoseHealAllies_Description;ST_PassiveEffects/PASSIVE_Stance_ShellOnHighHP_Description;ST_PassiveEffects/PASSIVE_Stance_VirtuoseOnLowHP_Description
plenum;maelle;ice;luck;defense;en;ST_Items/ITEM_Reachum_2_Name;;;ST_PassiveEffects/PASSIVE_Stance_StancelessSwitchToDStance_Description;ST_PassiveEffects/PASSIVE_Stance_DefensiveBreakDamage_Description;ST_PassiveEffects/PASSIVE_SupportSkillsCostReduced_Description
seashelum;maelle;fire;agility;defense;en;ST_Items/ITEM_Seashelum_Name;;Cruler (Merchant), Merchants, Fusoka, Merchants;ST_PassiveEffects/PASSIVE_Stance_ShieldOnOSstance_Description;ST_PassiveEffects/PASSIVE_Stance_AttackOffensive_Description;ST_PassiveEffects/PASSIVE_Stance_CritChanceOffensive_Description
sekarum;maelle;physical;vitality;agility;en;ST_Items/ITEM_Sekarum_Name;;Eesda, Merchants;ST_PassiveEffects/PASSIVE_Stance_VirtuoseOnShieldBreak_Description;ST_PassiveEffects/PASSIVE_FreeAimBreaksMoreShields_Description;ST_PassiveEffects/PASSIVE_Stance_VStancePierce_Description
stalum;maelle;fire;luck;defense;en;ST_Items/ITEM_Stalum_Name;;Chromatic Stalact, Optional Bosses, Stalact, Story Bosses, Stalact (Boss #1), Optional Bosses, Stalact (Boss #3), Optional Bosses, Stalact (Boss #4), Optional Bosses;ST_PassiveEffects/PASSIVE_SelfBurnButDmg+_Description;ST_PassiveEffects/PASSIVE_AttackBurn_Description;ST_PassiveEffects/PASSIVE_Stance_BurnHealOnDStance_Description
tissenum;maelle;earth;agility;vitality;en;ST_Items/ITEM_Sirenum_1_Name;;Tisseur, Story Bosses;ST_PassiveEffects/PASSIVE_Stance_DefensiveBreakDamage_Description;ST_PassiveEffects/PASSIVE_APonBreak_Description;ST_PassiveEffects/PASSIVE_BreakEarthBurst_Description
veremum;maelle;physical;luck;vitality;en;ST_Items/ITEM_Veremum_Name;;Mistra, Merchants;ST_PassiveEffects/PASSIVE_Stance_AttackOffensive_Description;ST_PassiveEffects/PASSIVE_CounterDefenseless_Description;ST_PassiveEffects/PASSIVE_Stance_CritChanceOffensive_Description
volesterum;maelle;physical;vitality;agility;en;ST_Items/ITEM_Volesterum_Name;;Cribappa, Merchants;ST_PassiveEffects/PASSIVE_Stance_APOnSwitch_Description;ST_PassiveEffects/PASSIVE_Stance_AttackDefensive_Description;ST_PassiveEffects/PASSIVE_Stance_HealOnSwitch_Description
yeverum;maelle;physical;defense;agility;en;ST_Items/ITEM_Yeverum_Name;;Grour, Merchants;ST_PassiveEffects/PASSIVE_ShieldOnShell_Description;ST_PassiveEffects/PASSIVE_APOnShield_Description;ST_PassiveEffects/PASSIVE_Stance_VirtuoseDoubleShields_Description
ballaro;monoco;light;defense;agility;en;ST_Items/ITEM_Sirenaro_1_Name;;Ballet, Elusive Enemies, Dark Ballet, Elusive Enemies, Cribappa, Merchants;ST_PassiveEffects/PASSIVE_Masks_ReverseBestialMeter_Description;ST_PassiveEffects/PASSIVE_Masks_Overcharge+APOnAllies_Description;ST_PassiveEffects/PASSIVE_Masks_GainAPAllAlliesOnAlmightySwitch_Description
boucharo;monoco;fire;luck;agility;en;ST_Items/ITEM_Boucharo_Name;;Sorrowful Chapelier, Optional Bosses;ST_PassiveEffects/PASSIVE_Masks_StartAgile_Description;ST_PassiveEffects/PASSIVE_Masks_RushOnAgile_Description;ST_PassiveEffects/PASSIVE_Masks_CritChanceOnAgile_Description
brumaro;monoco;physical;vitality;agility;en;ST_Items/ITEM_Brumaro_Name;;Chromatic Aberration, Optional Bosses;ST_PassiveEffects/PASSIVE_Masks_InstantReplayOnAlmighty_Description;ST_PassiveEffects/PASSIVE_Masks_APOnAlmighty_Description;ST_PassiveEffects/PASSIVE_Masks_InstantReviveOnDeathOnAlmighty_Description
chromaro;monoco;ice;agility;defense;en;ST_Items/ITEM_Chromaro_Name;;Grour, Merchants;ST_PassiveEffects/PASSIVE_Masks_StartCaster_Description;ST_PassiveEffects/PASSIVE_Masks_RegenOnCaster_Description;ST_PassiveEffects/PASSIVE_Masks_CasterAPCost-1_Description
fragaro;monoco;lightening;luck;defense;en;ST_Items/ITEM_Reacharo_2_Name;;Mistra, Merchants;ST_PassiveEffects/PASSIVE_Masks_WheelSpinOnFreeAimShot_Description;ST_PassiveEffects/PASSIVE_Masks_DMG+FreeAimIfNotAlmighty_Description;ST_PassiveEffects/PASSIVE_Masks_AlwaysCritOnAlmighty_Description
grandaro;monoco;earth;defense;vitality;en;ST_Items/ITEM_Grandaro_Name;;Grandis, Merchants;ST_PassiveEffects/PASSIVE_Masks_StartHeavy_Description;ST_PassiveEffects/PASSIVE_Masks_ShellOnHeavy_Description;ST_PassiveEffects/PASSIVE_Masks_GainAPOnDMGTakenOnHeavy_Description
joyaro;monoco;lightening;agility;defense;en;ST_Items/ITEM_Joyaro_Name;;;ST_PassiveEffects/PASSIVE_Masks_StartAlmighty_Description;ST_PassiveEffects/PASSIVE_DMG+WhenNoDMGTaken_Description;ST_PassiveEffects/PASSIVE_Masks_DoubleBreakDMGOnAlmighty_Description
monocaro;monoco;physical;agility;luck;en;ST_Items/ITEM_Monocaro_Name;;;ST_PassiveEffects/PASSIVE_Masks_StartBalanced_Description;ST_PassiveEffects/PASSIVE_Masks_PowerfulOnBalanced_Description;ST_PassiveEffects/PASSIVE_Masks_CritDMG+OnBalanced_Description
nusaro;monoco;shadow;agility;vitality;en;ST_Items/ITEM_Reacharo_1_Name;Old Lumière;;ST_PassiveEffects/PASSIVE_Masks_BestialMeter+OnParrybutResetOnDMG_Description;ST_PassiveEffects/PASSIVE_Masks_DMG+OverchargedSkills_Description;ST_PassiveEffects/PASSIVE_Masks_GainAPOnMaskChange_Description
sidaro;monoco;shadow;none;none;en;ST_Items/ITEM_Sidaro_Name;;Cruler (Merchant), Merchants, Fusoka, Merchants;ST_PassiveEffects/PASSIVE_Masks_DMG+BonusStackOnOverchargedSkillsChain_Description;ST_PassiveEffects/PASSIVE_Masks_WheelSpinOnAttack_Description;ST_PassiveEffects/PASSIVE_Masks_Overcharge+APOnAllies_Description
urnaro;monoco;earth;luck;vitality;en;ST_Items/ITEM_Sirenaro_2_Name;;Chromatic Glaise, Optional Bosses;ST_PassiveEffects/PASSIVE_Masks_SwitchToAlmightyOnBreak_Description;ST_PassiveEffects/PASSIVE_Masks_GainAPAllAlliesOnAlmightySwitch_Description;ST_PassiveEffects/PASSIVE_BreakDMG+_Description
algueron;sciel;ice;vitality;luck;en;ST_Items/ITEM_Algueron_Name;;Mandelgo, Merchants;ST_PassiveEffects/PASSIVE_Foretell_FreeAimShotsConsumeForDMG+_Description;ST_PassiveEffects/PASSIVE_Foretell_ApplyOnAttack_Description;ST_PassiveEffects/PASSIVE_Foretell_TwilightFreeAimDMG+_Description
baguette;sciel;void;agility;luck;en;ST_Items/ITEM_SkinVerso_Baguette_Name;;;;;
blizzon;sciel;ice;luck;luck;en;ST_Items/ITEM_Blizzon_Name;;Chromatic Ballet, Optional Bosses;ST_PassiveEffects/PASSIVE_Foretell_MoonSkillsAlwaysCritOnMoon_Description;ST_PassiveEffects/PASSIVE_Foretell_DMG+PerMoonCharge_Description;ST_PassiveEffects/PASSIVE_Foretell_AttackGainMoonCharge_Description
bourgelon;sciel;light;agility;vitality;en;ST_Items/ITEM_Bourgelon_Name;;Chromatic Bourgeon, Optional Bosses, Bruler, Merchants;ST_PassiveEffects/PASSIVE_Foretell_AttackConsumeBurnToApplyForetell_Description;ST_PassiveEffects/PASSIVE_Foretell_OnTwilightBurnDMG+_Description;ST_PassiveEffects/PASSIVE_Foretell_SunSkillsCharge+_Description
charnon;sciel;physical;luck;defense;en;ST_Items/ITEM_Charnon_Name;;Grour, Merchants;ST_PassiveEffects/PASSIVE_Foretell_ChangeTwilightAlwaysCrit_Description;ST_PassiveEffects/PASSIVE_Foretell_ApplyForetellOnCrit_Description;ST_PassiveEffects/PASSIVE_DMG+WhenNoDMGTaken_Description
chation;sciel;shadow;luck;vitality;en;ST_Items/ITEM_Chation_Name;;Reaper Cultist, Elusive Enemies;ST_PassiveEffects/PASSIVE_Foretell_ApplyMaxForetellOnSunSkills_Description;ST_PassiveEffects/PASSIVE_Foretell_AttackConsumeToApplyBurnMoonCharge_Description;ST_PassiveEffects/PASSIVE_Foretell_OnTwilightBurnDMG+_Description
