key,source,target
ST_BattleTooltips/BATTLETOOLTIP_Nullify_Affinity,Nullified,
ST_BattleTooltips/BATTLETOOLTIP_Physical_DamageType,Physical,
ST_BattleTooltips/BATTLETOOLTIP_ReserveTeam_Disabled,Reserve team is now disabled.,
ST_BattleTooltips/BATTLETOOLTIP_Resistant_Affinity,Resistant,
ST_BattleTooltips/BATTLETOOLTIP_Intervention_TargetInvalid,Sciel can't cast {skill} on herself.,
ST_BattleTooltips/BATTLETOOLTIP_SimonDuel,Simon accepts your duel.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Successful,The Expedition Flees.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Impossible,The Expedition cannot Flee this battle.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Start,The Expedition starts to Flee.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Start,Verso prepares a powerful strike.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Success,Verso unleashes Steeled Strike.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Fail,Verso's Steeled Strike was interrupted.,
ST_BattleTooltips/BATTLETOOLTIP_Void_DamageType,Void,
ST_BattleTooltips/BATTLETOOLTIP_Weakness_Affinity,Weakness!,
ST_BattleTooltips/BATTLETOOLTIP_Curse_Death,{Name} dies from Curse.,
ST_BattleTooltips/BATTLETOOLTIP_Charm_TurnStart,{Name} is Charmed and auto-attacks.,
ST_BattleTooltips/BATTLETOOLTIP_Freeze_TurnStart,{Name} is Frozen.,
ST_BattleTooltips/BATTLETOOLTIP_Stun_TurnStart,{Name} is Stunned.,
ST_BattleTooltips/BATTLETOOLTIP_Charm_End,{Name} is no longer Charmed.,
ST_BattleTooltips/BATTLETOOLTIP_Stun_End,{Name} is no longer Stunned.,
ST_BattleTooltips/BATTLETOOLTIP_Freeze_End,{Name} recovers from its Frozen status.,
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartSingular,{Name} will die in 1 turn.,
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartPlural,{Name} will die in {Num} turns.,
ST_BattleTooltips/BATTLETOOLTIP_Item_Use,{char name} uses {item name}.,
ST_BattleTooltips/BATTLETOOLTIP_Resurrection,{character} is resurrected.,
ST_BattleTooltips/BATTLETOOLTIP_Burn_TurnStart,{char} burns.,
ST_BattleTooltips/BATTLETOOLTIP_FortunesFury,{char} deals double damage this turn.,
ST_BattleTooltips/BATTLETOOLTIP_FireRage_Cast,{char} prepares a fire storm.,
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_Cast,{char} prepares a typhoon.,
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_Cast,{char} prepares an earthquake.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Prepare,{char} prepares to Flee.,
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_Cast,{char} summons a lightning storm.,
ST_BattleTooltips/BATTLETOOLTIP_FireRage_TurnStart,{char} triggers Fire Rage.,
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_TurnStart,{char} triggers Terraquake.,
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_TurnStart,{char} triggers lightning strikes.,
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_TurnStart,{char} triggers the typhoon.,
ST_BattleTooltips/BATTLETOOLTIP_Attack_Use,{name} attacks.,
ST_BattleTooltips/BATTLETOOLTIP_Counter_Regular,{name} performs a Counter.,
ST_BattleTooltips/BATTLETOOLTIP_Counter_Gradient,{name} performs a Gradient Counter.,
ST_BattleTooltips/BATTLETOOLTIP_PlayAgain,{name} plays again.,
ST_BattleTooltips/BATTLETOOLTIP_ImmediatePlay,{name} plays immediately.,
ST_BattleTooltips/BATTLETOOLTIP_Enrage_Effect,{self} is Enraged and attacks again.,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_01,"Stage 1, Trial 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_02,"Stage 1, Trial 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_03,"Stage 1, Trial 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_01,"Stage 10, Trial 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_02,"Stage 10, Trial 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_03,"Stage 10, Trial 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_01,"Stage 11, Trial 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_02,"Stage 11, Trial 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_03,"Stage 11, Trial 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_01,"Stage 2, Trial 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_02,"Stage 2, Trial 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_03,"Stage 2, Trial 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_01,"Stage 3, Trial 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_02,"Stage 3, Trial 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_03,"Stage 3, Trial 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_01,"Stage 4, Trial 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_02,"Stage 4, Trial 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_03,"Stage 4, Trial 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_01,"Stage 5, Trial 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_02,"Stage 5, Trial 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_03,"Stage 5, Trial 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_01,"Stage 6, Trial 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_02,"Stage 6, Trial 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_03,"Stage 6, Trial 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_01,"Stage 7, Trial 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_02,"Stage 7, Trial 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_03,"Stage 7, Trial 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_01,"Stage 8, Trial 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_02,"Stage 8, Trial 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_03,"Stage 8, Trial 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_01,"Stage 9, Trial 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_02,"Stage 9, Trial 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_03,"Stage 9, Trial 3",
ST_BD_AncientSanctuary/01_UltsakaPhase3_Tropa,Aaaaah! UNLEASH ALLLLL THE POWER! PHASE 3!,
ST_BD_AncientSanctuary/02_UltsakaPhase2_Peron,"Oh yeah, Phase 2, that’s so good!",
ST_BD_AncientSanctuary/02_UltsakaPhase3_Peron,"Oh yeah, Phase 3, that’s even better!",
ST_BD_AncientSanctuary/01_UltsakaPhase2_Tropa,"Oh, what! What are you doing?! Arghh, it would STINK to lose! ACTIVATE PHASE 2!",
ST_BD_EsquieNest/01_FranTaunt3_Francois,Clea would NEVER do such a thing.,
ST_BD_EsquieNest/01_FranTaunt5_Francois,Esquie! It’s not MY fault you lost Florrie!,
ST_BD_EsquieNest/01_FranTaunt1_Francois,Take that! And THAT!,
ST_BD_EsquieNest/01_FranTaunt4_Francois,Uncivilised ruffians!,
ST_BD_EsquieNest/01_FranTaunt2_Francois,You think I’m a rock? I’ll show you ROCKS.,
ST_BD_GrandFinale/01_RealRenoir3A_RealRenoir,Aline! Look at Alicia. She can’t be here!,
ST_BD_GrandFinale/01_RealRenoir3E_RealRenoir,"Aline, it’s supposed to be you and me, not you AGAINST me.",
ST_BD_GrandFinale/01_Aline3A_Aline,"Go home, Renoir. Go Paint something else.",
ST_BD_GrandFinale/01_RealRenoir3B_RealRenoir,How can you be this selfish? Aline!,
ST_BD_GrandFinale/01_ExpGradAttack_Maelle,I can’t hold the chroma anymore. I’m gonna try something. Stand back!,
ST_BD_GrandFinale/01_CreationBattle_Maelle,I can’t sustain the Expeditioners much longer.,
ST_BD_GrandFinale/01_FinaleMaelle1C_Maelle,"I’m so tired, Verso. Please, can we just go home and talk about this?",
ST_BD_GrandFinale/01_FinaleVerso1C_Verso,"I’ve lived a long time, Maelle. There are things we can never outrun.",
ST_BD_GrandFinale/02_CreationBattle_Verso,Merde! We need to defeat them fast.,
ST_BD_GrandFinale/01_RealRenoir3C_RealRenoir,Put aside the Canvas. It’s killing you both.,
ST_BD_GrandFinale/01_FinaleVerso1B_Verso,Sciel was right. Grief blinds us. All you see are walls.,
ST_BD_GrandFinale/01_RealRenoir1B_RealRenoir,Stop this insanity. It’s time to go home.,
ST_BD_GrandFinale/01_FinaleMaelle1B_Maelle,"Verso, stop! You can’t just decide this for everyone!",
ST_BD_GrandFinale/01_RealRenoir1C_RealRenoir,"We must accept things as they ARE, not how we want them to be.",
ST_BD_GrandFinale/01_FinaleVerso1A_Verso,"We’re all hypocrites, doing the same thing to each other.",
ST_BD_GrandFinale/01_FinaleMaelle1A_Maelle,What about Lune and Sciel and Monoco? What about Esquie?,
ST_BD_GrandFinale/01_RealRenoir1D_RealRenoir,What would Verso have wanted? Truly?,
ST_BD_GrandFinale/01_RealRenoir1A_RealRenoir,When did you become so stubborn?,
ST_BD_GrandFinale/01_RealRenoir3D_RealRenoir,Why am I the only one who sees this?,
ST_BD_Lumiere/01_MaelleDuelTauntC_Maelle,All right. That’s enough.,
ST_BD_Lumiere/04_NicolasSpecialBattle_Nicolas,"Come on don't counter your loved one, this is not a duel to the death!",
ST_BD_Lumiere/01_NicolasSpecialBattle_Nicolas,Come on! Dodge your lady's beautiful moves!,
ST_BD_Lumiere/01_MaelleDuelTauntA_Maelle,Hope your Lumina Converter works better than your duelling.,
ST_BD_Lumiere/01_MaelleDuelTauntB_Maelle,No shame losing to a SUPERIOR fighter.,
ST_BD_Lumiere/03_NicolasSpecialBattle_Nicolas,Sublime! One last time!,
ST_BD_Lumiere/02_NicolasSpecialBattle_Nicolas,"That was splendid, one more time!",
ST_BD_Manor/01_JumpTutorial_Maelle,Not this time!,
ST_BD_MonocoStation/01_MonocoTransforms_Lune,He can turn into a Nevron?!,
ST_BD_MonocoStation/02_GradientAttack_Verso,I don’t need pointers from the one sitting on his lazy arse.,
ST_BD_MonocoStation/02_MonocoTransforms_Verso,Told you he’s peculiar.,
ST_BD_MonocoStation/01_GradientAttack_Monoco,"Verso, why aren’t you using Gradient Attacks?",
ST_BD_MonocoStation/03_GradientAttack_Monoco,"You didn’t teach them, did you, you lazy old fart. Very well, I shall generously impart my wisdom.",
ST_BD_MonolithInterior/01_MirrorRenoirMI5_MirrorRenoir,Do you remember what it was like… before?,
ST_BD_MonolithInterior/01_MirrorRenoirMI2_MirrorRenoir,Don’t break her heart.,
ST_BD_MonolithInterior/01_MirrorRenoirMI7_MirrorRenoir,Don’t turn away from us.,
ST_BD_MonolithInterior/01_MirrorRenoirMI3_MirrorRenoir,"Don’t you see, we need each other.",
ST_BD_MonolithInterior/01_MirrorRenoirMI4_MirrorRenoir,"Hate me all you want, as long as you’re alive to do it.",
ST_BD_MonolithInterior/01_MirrorRenoirMI1_MirrorRenoir,You care so little for us?,
ST_BD_MonolithInterior/01_MirrorRenoirMI6_MirrorRenoir,Your sister deserves more.,
ST_BD_OldLumiere/01_MirrorRenoirOL8_MirrorRenoir,"If they knew the truth, they would never trust you again.",
ST_BD_OldLumiere/01_MirrorRenoirOL3_MirrorRenoir,"I’m not angry, just disappointed.",
ST_BD_OldLumiere/01_MirrorRenoirOL2_MirrorRenoir,She won’t help you this time.,
ST_BD_OldLumiere/01_MirrorRenoirOL6_MirrorRenoir,They deserve the truth.,
ST_BD_OldLumiere/01_MirrorRenoirOL1_MirrorRenoir,You forced us to this point.,
ST_BD_OldLumiere/01_MirrorRenoirOL7_MirrorRenoir,You should be fighting by my side.,
ST_BD_OldLumiere/01_MirrorRenoirOL5_MirrorRenoir,You’re lying to them.,
ST_BD_OldLumiere/01_MirrorRenoirOL4_MirrorRenoir,You’re tearing this family apart.,
ST_BD_Prologue/01_Julie3_Julie,I– We trusted you.,
ST_BD_Prologue/01_Julie2_Julie,So. Everything you told me was a lie.,
ST_BD_Prologue/01_Julie1_Julie,TRAITOR.,
ST_BD_SeaCliff/03_BattleSeacliffRenoir_Gustave,Let her go.,
ST_BD_SeaCliff/02_BattleSeacliffRenoir_Gustave,We’ve done NOTHING to you. We should be on the same side.,
ST_BD_SeaCliff/01_BattleSeacliffRenoir_Gustave,Who are you?,
ST_BD_SpringMeadows/01_EvequePhase3_Lune,"Careful, he’s building up chroma!",
ST_BD_ThePaintress/01_AlineTaunt9_Aline,Arrogant man. I taught him to Paint. And he seeks to use my creations against me?,
ST_BD_ThePaintress/01_AlineTaunt2_Aline,Do you understand what you’ve done? You killed him!,
ST_BD_ThePaintress/01_AlineTaunt1_Aline,Foolish child! You defied me and now he’s dead!,
ST_BD_ThePaintress/01_AlineTaunt4_Aline,How cruel of your father to use you like this.,
ST_BD_ThePaintress/01_AlineTaunt7_Aline,I’m. Not. Crazy. I know exactly what I’m doing.,
ST_BD_ThePaintress/01_AlineTaunt10_Aline,Monoco. Even you? You can’t betray Verso like this.,
ST_BD_ThePaintress/01_AlineTaunt8_Aline,Renoir can grieve however he likes. But I get to grieve my own way.,
ST_BD_ThePaintress/01_AlineTaunt5_Aline,Renoir thinks I would not defend myself if he used your face? How little he understands me.,
ST_BD_ThePaintress/01_AlineTaunt6_Aline,"Tell your father, I don’t need him to “look out for me.”",
ST_BD_ThePaintress/01_AlineTaunt11_Aline,Who are you supposed to be? No matter.,
ST_BD_ThePaintress/01_AlineTaunt3_Aline,Your face– Did I dream the fire? Is Verso still alive??,
ST_BK_BackToLumiere/01_Lumierans_Lum1,33! 33! 33! 33!,
ST_BK_BackToLumiere/02_Lumierans_Lum2,33! 33! 33! 33!,
ST_BK_BackToLumiere/03_Lumierans_Lum3,33! 33! 33! 33!,
ST_BK_BackToLumiere/04_Lumierans_Lum4,33! 33! 33! 33!,
ST_BK_BackToLumiere/05_Lumierans_Lum5,33! 33! 33! 33!,
ST_BK_BackToLumiere/06_Lumierans_Lum6,33! 33! 33! 33!,
ST_BK_BackToLumiere/07_Lumierans_Lum7,33! 33! 33! 33!,
ST_BK_BackToLumiere/08_Lumierans_Lum8,33! 33! 33! 33!,
ST_BK_BackToLumiere/09_Lumierans_Lum9,33! 33! 33! 33!,
ST_BK_BackToLumiere/10_Lumierans_Lum10,33! 33! 33! 33!,
ST_BK_BackToLumiere/S01_Lumierans_Lum2,33! 33! 33! 33!,
ST_BK_BackToLumiere/S02_Lumierans_Lum2,33! 33! 33! 33!,
ST_BK_BackToLumiere/S03_Lumierans_Lum2,33! 33! 33! 33!,
ST_BK_BackToLumiere/01_Maxime_Maxime,I can’t– I can’t believe it.,
ST_BK_BackToLumiere/01_Lucie_Lucie,"Thank you, thank you. Ohhh, thank you.",
ST_BK_BackToLumiere/01_Colette_Colette,The numbers are gone!,
ST_BK_BackToLumiere/01_Victor_Victor,They destroyed her! The Paintress is DEAD!,
ST_BK_BackToLumiere/01_Bastien_Bastien,They’re back??,
ST_BK_BackToLumiere/01_Florian_Florian,We’re saved. It’s over.,
ST_BK_Lumiere/02_YoloBros_JeanMarcNoah,Fuck the Paintress!,
ST_BK_Lumiere/02_YoloBros_Marc,Fuck the Paintress!,
ST_BK_Lumiere/03_YoloBros_Jean,Fuck the Paintress!,
ST_BK_Lumiere/04_YoloBros_Noah,Fuck the Paintress!,
ST_BK_Lumiere/05_YoloBros_YoloBros,Fuck the Paintress!,
ST_BK_Lumiere/01_YoloBros_Eugene,I love you guys. Remember what Beau used to say. You’re living for the rest of us.,
ST_BK_Lumiere/01_Nils_Nils,I miss you still. I’m coming.,
ST_BK_Lumiere/02_Nicho_Nicholas,"I won’t. I promise you, I won’t forget.",
ST_BK_Lumiere/01_Benoit_Benoit,I’ll see you soon enough.,
ST_BK_Lumiere/01_SadFamily_Robert,"Nina, please.",
ST_BK_Lumiere/01_Zoe_Zoe,"Ohhhh, I think I’m gonna vomit. But no regrets, chérie.",
ST_BK_Lumiere/01_Nicho_Caroline,Please don’t forget me.,
ST_BK_Lumiere/01_Tina_Tina,[serene humming],
ST_BK_WorldMap/04_AccelerationBoat_Esquie,Aaaaaand go!,
ST_BK_WorldMap/04_AccelerationCar_Esquie,Acceleratiooon!,
ST_BK_WorldMap/02_Underwater_Esquie,Everybody in my mouth!,
ST_BK_WorldMap/01_TransitionPlane_Esquie,"Flap, flap, flap!",
ST_BK_WorldMap/01_AccelerationPlane_Esquie,Flashing through the sky!,
ST_BK_WorldMap/03_Underwater_Esquie,Going in!,
ST_BK_WorldMap/03_AccelerationPlane_Esquie,Hang on tight!,
ST_BK_WorldMap/01_Underwater_Esquie,Here we dive!,
ST_BK_WorldMap/02_AccelerationPlane_Esquie,Here we goooo!,
ST_BK_WorldMap/01_AccelerationCar_Esquie,I am speed.,
ST_BK_WorldMap/02_AccelerationCar_Esquie,I'm the fastest ball.,
ST_BK_WorldMap/02_TransitionBoat_Esquie,Let us get wet.,
ST_BK_WorldMap/02_AccelerationBoat_Esquie,Ploof ploof ploof!,
ST_BK_WorldMap/03_TransitionPlane_Esquie,"Sun, here I come!",
ST_BK_WorldMap/03_TransitionBoat_Esquie,Swimsuit on!,
ST_BK_WorldMap/02_TransitionPlane_Esquie,Taking to the sky!,
ST_BK_WorldMap/01_AccelerationBoat_Esquie,The fastest swimmer!,
ST_BK_WorldMap/01_TransitionBoat_Esquie,Time for a swim swim.,
ST_BK_WorldMap/03_AccelerationCar_Esquie,Vroom vroom!,
ST_BK_WorldMap/05_AccelerationCar_Esquie,WoooOOOo!,
ST_BK_WorldMap/04_AccelerationPlane_Esquie,Wooohooo!,
ST_BK_WorldMap/04_TransitionPlane_Esquie,Wooooooo!,
ST_BK_WorldMap/03_AccelerationBoat_Esquie,Zoooooom!,
ST_BL_Entries/10_TurnStartNormal_Monoco,"A bit of violence, yes?",
ST_BL_Entries/52_Skill_Abrilliantlight_Lune,A brilliant light.,
ST_BL_Entries/100_EnemyBlocks_Monoco,A challenge.,
ST_BL_Entries/07_Dodges_Maelle,A dance.,
ST_BL_Entries/13_Skill_AfieryDance_Maelle,A fiery… Dance!,
ST_BL_Entries/01_FreeAimActive_Monoco,"A little target practice, mm?",
ST_BL_Entries/16_General_Monoco,A most welcome gift.,
ST_BL_Entries/31_Skill_ApreciseStrike_Maelle,A precise… Strike!,
ST_BL_Entries/04_TurnStartLowLife_Monoco,A proper challenge.,
ST_BL_Entries/10_Dodges_Maelle,A side step.,
ST_BL_Entries/04_TurnStartNormal_Lune,A storm is coming.,
ST_BL_Entries/04_Counter_Lune,A storm… Is… Raging!,
ST_BL_Entries/10_KillsEnemy_Verso,Adieu.,
ST_BL_Entries/10_TurnStartFullAP_Monoco,"Ahhhh, what to choose.",
ST_BL_Entries/07_EnemyBlocks_Verso,Ah…,
ST_BL_Entries/07_FreeAimActive_Maelle,All right.,
ST_BL_Entries/10_FreeAimActive_Verso,All right.,
ST_BL_Entries/01_FailsAQTE_Sciel,Almost had it.,
ST_BL_Entries/109_ReviveAlly_Monoco,Almost lost you.,
ST_BL_Entries/01_InsufficientAP_Lune,Almost there.,
ST_BL_Entries/10_BattleWon_Verso,"Almost thrilling, but not really.",
ST_BL_Entries/10_ReceiveBuff_Lune,An advantage.,
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Monoco,An attack? I approve.,
ST_BL_Entries/01_Counter_Verso,And now… You… Vanish!,
ST_BL_Entries/04_OtherCharHit_Lune,Are you hurt?,
ST_BL_Entries/04_OtherCharHit_Maelle,Are you okay?,
ST_BL_Entries/03_TurnStartFullOvercharge_Gustave,Arm's charged up.,
ST_BL_Entries/04_FreeAimWeakSpot_Lune,As planned.,
ST_BL_Entries/07_KillsEnemy_Maelle,Au revoir.,
ST_BL_Entries/07_FreeAimWeakSpot_Monoco,BULLSEYE!,
ST_BL_Entries/01_Counter_Lune,Back.. to… You!,
ST_BL_Entries/10_FailsAQTE_Monoco,Bah!,
ST_BL_Entries/01_InsufficientItems_Monoco,"Bah, empty.",
ST_BL_Entries/100_InsufficientItems_Monoco,"Bah, empty.",
ST_BL_Entries/19_General_Monoco,Beautiful.,
ST_BL_Entries/07_EnemyPowerfulAttackImminent_Sciel,Big one coming.,
ST_BL_Entries/103_OtherCharHit_Monoco,Bit slow.,
ST_BL_Entries/07_TurnStartFullAP_Maelle,Blade's sharpened.,
ST_BL_Entries/52_Skill_Bladecutthroughtheflames_Maelle,"Blade, cut through the flames",
ST_BL_Entries/01_EnemyBlocks_Lune,Blasted Nevrons.,
ST_BL_Entries/10_EnemyPowerfulAttackImminent_Sciel,Brace yourselves!,
ST_BL_Entries/16_EnemyTargetOtherChar_Lune,Brace yourselves!,
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Maelle,Brace yourselves.,
ST_BL_Entries/05_Skill_Gustave,Break the cycle!,
ST_BL_Entries/22_Skill_Break_Verso,Break!,
ST_BL_Entries/04_FreeAimActive_Maelle,Breathe.,
ST_BL_Entries/109_KillsEnemy_Monoco,Brilliant.,
ST_BL_Entries/01_EnemyTargetSelf_Verso,Bring it on.,
ST_BL_Entries/01_FreeAimWeakSpot_Verso,Bullseye.,
ST_BL_Entries/07_Skill_Burn_Maelle,Burn!,
ST_BL_Entries/04_KillsEnemy_Verso,Bye bye.,
ST_BL_Entries/11_Attack_RealRenoir,Can you see it? The layer between?,
ST_BL_Entries/04_Dodges_Maelle,Can't catch me.,
ST_BL_Entries/04_Dodges_Sciel,Can't catch me.,
ST_BL_Entries/01_InsufficientAP_Maelle,Can't do that.,
ST_BL_Entries/01_Dodges_Sciel,Can't get me.,
ST_BL_Entries/03_Counter_Gustave,Can't… let them… down…,
ST_BL_Entries/04_EnemyTargetOtherCharGeneral_Monoco,Careful Lune.,
ST_BL_Entries/03_EnemyTargetMaelle_Gustave,Careful Maelle!,
ST_BL_Entries/01_EnemyTargetOtherCharGeneral_Monoco,Careful Maelle.,
ST_BL_Entries/07_EnemyTargetOtherCharGeneral_Monoco,Careful Sciel.,
