key,source,target
ST_BattleTooltips/BATTLETOOLTIP_DarkCleansing_TargetInvalid,Non può lanciare {skill}. Il bersaglio non ha effetti di stato o PA.,
ST_BattleTooltips/BATTLETOOLTIP_Leadership_Failed,Lancio fallito. {char} non può perdere un rango.,
ST_BattleTooltips/BATTLETOOLTIP_Dark_DamageType,Oscurità,
ST_BattleTooltips/BATTLETOOLTIP_Earth_DamageType,Terra,
ST_BattleTooltips/BATTLETOOLTIP_Counter_AOE,La Spedizione 33 esegue un contrattacco.,
ST_BattleTooltips/BATTLETOOLTIP_Fire_DamageType,Fuoco,
ST_BattleTooltips/BATTLETOOLTIP_Ice_DamageType,Ghiaccio,
ST_BattleTooltips/BATTLETOOLTIP_Light_DamageType,Luce,
ST_BattleTooltips/BATTLETOOLTIP_Lightning_DamageType,Fulmine,
ST_BattleTooltips/BATTLETOOLTIP_Egide_TargetInvalid,Maelle non può lanciare {skill} su se stessa.,
ST_BattleTooltips/BATTLETOOLTIP_Nullify_Affinity,Annullato,
ST_BattleTooltips/BATTLETOOLTIP_Physical_DamageType,Fisico,
ST_BattleTooltips/BATTLETOOLTIP_ReserveTeam_Disabled,La squadra di riserva è disattivata.,
ST_BattleTooltips/BATTLETOOLTIP_Resistant_Affinity,Resistenza,
ST_BattleTooltips/BATTLETOOLTIP_Intervention_TargetInvalid,Sciel non può lanciare {skill} su se stessa.,
ST_BattleTooltips/BATTLETOOLTIP_SimonDuel,Simon accetta di duellare.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Successful,La spedizione fugge.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Impossible,La spedizione non può fuggire da questa battaglia.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Start,La spedizione inizia la fuga.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Start,Verso si prepara a sferrare un colpo potente.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Success,Verso scatena Raffica d'acciaio.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Fail,Raffica d'acciaio di Verso è stata interrotta.,
ST_BattleTooltips/BATTLETOOLTIP_Void_DamageType,Vuoto,
ST_BattleTooltips/BATTLETOOLTIP_Weakness_Affinity,Vulnerabilità!,
ST_BattleTooltips/BATTLETOOLTIP_Curse_Death,{Name} muore per la maledizione.,
ST_BattleTooltips/BATTLETOOLTIP_Charm_TurnStart,{Name} è sotto l'effetto di ammaliamento e attacca automaticamente.,
ST_BattleTooltips/BATTLETOOLTIP_Freeze_TurnStart,{Name} è in stato di congelamento.,
ST_BattleTooltips/BATTLETOOLTIP_Stun_TurnStart,{Name} è sotto l'effetto di stordimento.,
ST_BattleTooltips/BATTLETOOLTIP_Charm_End,{Name} non è più sotto l'effetto di ammaliamento.,
ST_BattleTooltips/BATTLETOOLTIP_Stun_End,{Name} non è più sotto l'effetto di stordimento.,
ST_BattleTooltips/BATTLETOOLTIP_Freeze_End,{Name} si libera dallo stato di congelamento.,
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartSingular,{Name} morirà tra 1 turno.,
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartPlural,{Name} morirà tra {Num} turni.,
ST_BattleTooltips/BATTLETOOLTIP_Item_Use,{char name} usa {item name}.,
ST_BattleTooltips/BATTLETOOLTIP_Resurrection,{character} è di nuovo in vita.,
ST_BattleTooltips/BATTLETOOLTIP_Burn_TurnStart,{char} brucia.,
ST_BattleTooltips/BATTLETOOLTIP_FortunesFury,{char} infligge il doppio dei danni in questo turno.,
ST_BattleTooltips/BATTLETOOLTIP_FireRage_Cast,{char} prepara una tempesta di fuoco.,
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_Cast,{char} prepara un tifone.,
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_Cast,{char} prepara un terremoto.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Prepare,{char} si prepara a fuggire.,
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_Cast,{char} evoca una tempesta di fulmini.,
ST_BattleTooltips/BATTLETOOLTIP_FireRage_TurnStart,{char} scatena l'ira del fuoco.,
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_TurnStart,{char} scatena un sisma.,
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_TurnStart,{char} scatena dei colpi di fulmine.,
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_TurnStart,{char} scatena il tifone.,
ST_BattleTooltips/BATTLETOOLTIP_Attack_Use,{name} attacca.,
ST_BattleTooltips/BATTLETOOLTIP_Counter_Regular,{name} esegue un contrattacco.,
ST_BattleTooltips/BATTLETOOLTIP_Counter_Gradient,{name} esegue un contrattacco sfumato.,
ST_BattleTooltips/BATTLETOOLTIP_PlayAgain,{name} gioca di nuovo.,
ST_BattleTooltips/BATTLETOOLTIP_ImmediatePlay,{name} gioca immediatamente.,
ST_BattleTooltips/BATTLETOOLTIP_Enrage_Effect,{self} è in preda all'ira e attacca di nuovo.,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_01,"Fase 1, prova 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_02,"Fase 1, prova 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_03,"Fase 1, prova 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_01,"Fase 10, prova 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_02,"Fase 10, prova 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_03,"Fase 10, prova 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_01,"Fase 11, prova 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_02,"Fase 11, prova 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_03,"Fase 11, prova 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_01,"Fase 2, prova 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_02,"Fase 2, prova 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_03,"Fase 2, prova 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_01,"Fase 3, prova 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_02,"Fase 3, prova 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_03,"Fase 3, prova 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_01,"Fase 4, prova 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_02,"Fase 4, prova 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_03,"Fase 4, prova 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_01,"Fase 5, prova 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_02,"Fase 5, prova 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_03,"Fase 5, prova 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_01,"Fase 6, prova 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_02,"Fase 6, prova 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_03,"Fase 6, prova 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_01,"Fase 7, prova 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_02,"Fase 7, prova 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_03,"Fase 7, prova 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_01,"Fase 8, prova 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_02,"Fase 8, prova 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_03,"Fase 8, prova 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_01,"Fase 9, prova 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_02,"Fase 9, prova 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_03,"Fase 9, prova 3",
ST_BD_AncientSanctuary/01_UltsakaPhase3_Tropa,Aaaaah! POTENZA AL MASSIMOOO! VIA ALLA FASE 3!,
ST_BD_AncientSanctuary/02_UltsakaPhase2_Peron,"Oh, sì, la Fase 2, bella!",
ST_BD_AncientSanctuary/02_UltsakaPhase3_Peron,"Oh, sì, la Fase 3, ancora meglio!",
ST_BD_AncientSanctuary/01_UltsakaPhase2_Tropa,"Oh, ma cosa...! Cosa stai facendo?! Argh, mi brucerebbe TROPPO perdere! ATTIVARE LA FASE 2!",
ST_BD_EsquieNest/01_FranTaunt3_Francois,Clea non farebbe MAI una cosa simile.,
ST_BD_EsquieNest/01_FranTaunt5_Francois,Esquie! Non è mica colpa MIA se hai perso Gally!,
ST_BD_EsquieNest/01_FranTaunt1_Francois,Prendete questo! E anche QUESTO!,
ST_BD_EsquieNest/01_FranTaunt4_Francois,Mascalzoni incivili!,
ST_BD_EsquieNest/01_FranTaunt2_Francois,"Una pietra, io?! Ve le faccio vedere io le PIETRE.",
ST_BD_GrandFinale/01_RealRenoir3A_RealRenoir,Aline! Guarda Alicia. Non può stare qui!,
ST_BD_GrandFinale/01_RealRenoir3E_RealRenoir,"Aline, dovremmo essere alleati, non dovresti darmi CONTRO.",
ST_BD_GrandFinale/01_Aline3A_Aline,"Vai a casa, Renoir. Vai a dipingere qualcos'altro.",
ST_BD_GrandFinale/01_RealRenoir3B_RealRenoir,Come puoi essere così egoista? Aline!,
ST_BD_GrandFinale/01_ExpGradAttack_Maelle,Non riesco più a trattenere il chroma. Voglio provare a fare una cosa. State indietro!,
ST_BD_GrandFinale/01_CreationBattle_Maelle,Non riuscirò a mantenere gli esploratori ancora per molto.,
ST_BD_GrandFinale/01_FinaleMaelle1C_Maelle,"Sono così stanca, Verso. Possiamo tornare a casa e parlarne, per favore?",
ST_BD_GrandFinale/01_FinaleVerso1C_Verso,"Ho vissuto a lungo, Maelle. A certe cose non si sfugge.",
ST_BD_GrandFinale/02_CreationBattle_Verso,Merde! Dobbiamo sconfiggerli in fretta.,
ST_BD_GrandFinale/01_RealRenoir3C_RealRenoir,Rinuncia alla tela. Vi sta uccidendo entrambe.,
ST_BD_GrandFinale/01_FinaleVerso1B_Verso,Sciel aveva ragione. Il dolore ci acceca. Ci fa vedere solo dei muri.,
ST_BD_GrandFinale/01_RealRenoir1B_RealRenoir,Basta con queste assurdità. È ora di tornare a casa.,
ST_BD_GrandFinale/01_FinaleMaelle1B_Maelle,"Verso, smettila! Non puoi decidere tu per tutti!",
ST_BD_GrandFinale/01_RealRenoir1C_RealRenoir,"Dobbiamo accettare la situazione per COM'È, non per come vorremmo che fosse.",
ST_BD_GrandFinale/01_FinaleVerso1A_Verso,"Siamo tutti degli ipocriti, ci facciamo la stessa cosa a vicenda.",
ST_BD_GrandFinale/01_FinaleMaelle1A_Maelle,"E cosa mi dici di Lune, Sciel, Monoco... ed Esquie?",
ST_BD_GrandFinale/01_RealRenoir1D_RealRenoir,Che cos'avrebbe voluto Verso? Davvero?,
ST_BD_GrandFinale/01_RealRenoir1A_RealRenoir,Quando sei diventata così testarda?,
ST_BD_GrandFinale/01_RealRenoir3D_RealRenoir,Perché sono l'unico a rendersene conto?,
ST_BD_Lumiere/01_MaelleDuelTauntC_Maelle,"D'accordo, basta così.",
ST_BD_Lumiere/04_NicolasSpecialBattle_Nicolas,"Non contrattaccare la tua amata, non è un duello all'ultimo sangue!",
ST_BD_Lumiere/01_NicolasSpecialBattle_Nicolas,Forza! Schiva i bei movimenti della tua signora!,
ST_BD_Lumiere/01_MaelleDuelTauntA_Maelle,Spero che il tuo convertitore di lumina sia migliore del modo in cui combatti.,
ST_BD_Lumiere/01_MaelleDuelTauntB_Maelle,Non c'è vergogna nel perdere contro una combattente SUPERIORE.,
ST_BD_Lumiere/03_NicolasSpecialBattle_Nicolas,Sublime! Un'ultima volta!,
ST_BD_Lumiere/02_NicolasSpecialBattle_Nicolas,"È stato splendido, fatelo ancora!",
ST_BD_Manor/01_JumpTutorial_Maelle,Non stavolta!,
ST_BD_MonocoStation/01_MonocoTransforms_Lune,Può trasformarsi in un Nevron?!,
ST_BD_MonocoStation/02_GradientAttack_Verso,Non mi servono consigli da chi ha deciso di starsene in panchina.,
ST_BD_MonocoStation/02_MonocoTransforms_Verso,L'avevo detto che è singolare.,
ST_BD_MonocoStation/01_GradientAttack_Monoco,"Verso, perché non usate gli attacchi sfumati?",
ST_BD_MonocoStation/03_GradientAttack_Monoco,"Non glieli hai insegnati, vero, vecchio pigrone? Bene, ci penserò io a diffondere il verbo.",
ST_BD_MonolithInterior/01_MirrorRenoirMI5_MirrorRenoir,Ti ricordi com'era... prima?,
ST_BD_MonolithInterior/01_MirrorRenoirMI2_MirrorRenoir,Non spezzarle il cuore.,
ST_BD_MonolithInterior/01_MirrorRenoirMI7_MirrorRenoir,Non voltarci le spalle.,
ST_BD_MonolithInterior/01_MirrorRenoirMI3_MirrorRenoir,Non vedi che abbiamo bisogno l'uno dell'altro?,
ST_BD_MonolithInterior/01_MirrorRenoirMI4_MirrorRenoir,"Odiami quanto vuoi, l'importante è che tu sia vivo.",
ST_BD_MonolithInterior/01_MirrorRenoirMI1_MirrorRenoir,Tieni così poco a noi?,
ST_BD_MonolithInterior/01_MirrorRenoirMI6_MirrorRenoir,Tua sorella si merita di più.,
ST_BD_OldLumiere/01_MirrorRenoirOL8_MirrorRenoir,"Se sapessero la verità, non si fiderebbero più di te.",
ST_BD_OldLumiere/01_MirrorRenoirOL3_MirrorRenoir,"Non sono arrabbiato, solo deluso.",
ST_BD_OldLumiere/01_MirrorRenoirOL2_MirrorRenoir,"Non ti aiuterà, stavolta.",
ST_BD_OldLumiere/01_MirrorRenoirOL6_MirrorRenoir,Meritano di sapere la verità.,
ST_BD_OldLumiere/01_MirrorRenoirOL1_MirrorRenoir,Ci hai costretto ad arrivare a questo punto.,
ST_BD_OldLumiere/01_MirrorRenoirOL7_MirrorRenoir,Dovresti combattere al mio fianco.,
ST_BD_OldLumiere/01_MirrorRenoirOL5_MirrorRenoir,Gli stai mentendo.,
ST_BD_OldLumiere/01_MirrorRenoirOL4_MirrorRenoir,Stai dilaniando questa famiglia.,
ST_BD_Prologue/01_Julie3_Julie,Io... Noi ci fidavamo di te.,
ST_BD_Prologue/01_Julie2_Julie,"Quindi tutto ciò che mi hai
detto era una bugia.",
ST_BD_Prologue/01_Julie1_Julie,TRADITORE.,
ST_BD_SeaCliff/03_BattleSeacliffRenoir_Gustave,Lasciala andare.,
ST_BD_SeaCliff/02_BattleSeacliffRenoir_Gustave,Non ti abbiamo fatto NIENTE. Dovremmo essere dalla stessa parte.,
ST_BD_SeaCliff/01_BattleSeacliffRenoir_Gustave,Chi sei?,
ST_BD_SpringMeadows/01_EvequePhase3_Lune,"Attenzione, sta accumulando chroma!",
ST_BD_ThePaintress/01_AlineTaunt9_Aline,Che uomo arrogante. Gli ho insegnato io a dipingere. E ora vuole usare le mie creazioni contro di me?,
ST_BD_ThePaintress/01_AlineTaunt2_Aline,Ti rendi conto di quello che hai fatto? L'hai ucciso!,
ST_BD_ThePaintress/01_AlineTaunt1_Aline,Piccola sciocca! Mi hai sconfitta e ora è morto!,
ST_BD_ThePaintress/01_AlineTaunt4_Aline,Tuo padre è crudele a usarti in questo modo.,
ST_BD_ThePaintress/01_AlineTaunt7_Aline,Non. Sono. Pazza. So perfettamente quello che sto facendo.,
ST_BD_ThePaintress/01_AlineTaunt10_Aline,Monoco. Anche tu? Non puoi tradire Verso in questo modo.,
ST_BD_ThePaintress/01_AlineTaunt8_Aline,"Renoir può elaborare il lutto come preferisce. Ma io, il mio, me lo vivo come voglio.",
ST_BD_ThePaintress/01_AlineTaunt5_Aline,Renoir credeva che non mi sarei difesa se avesse usato il tuo viso? Non mi capisce affatto.,
ST_BD_ThePaintress/01_AlineTaunt6_Aline,"Di' a tuo padre che non mi serve che lui ""si prenda cura di me"".",
ST_BD_ThePaintress/01_AlineTaunt11_Aline,E voi chi sareste? Non ha importanza.,
ST_BD_ThePaintress/01_AlineTaunt3_Aline,Il tuo viso... L'incendio è stato un sogno? Verso è ancora vivo?!,
ST_BK_BackToLumiere/01_Maxime_Maxime,Non... Non ci credo.,
ST_BK_BackToLumiere/01_Lucie_Lucie,"Grazie, grazie. Oooh, grazie.",
ST_BK_BackToLumiere/01_Colette_Colette,I numeri non ci sono più!,
ST_BK_BackToLumiere/01_Victor_Victor,L'hanno distrutta! La Pittrice è MORTA!,
ST_BK_BackToLumiere/01_Bastien_Bastien,Sono tornati?!,
ST_BK_BackToLumiere/01_Florian_Florian,Siamo salvi. È finita.,
ST_BK_Lumiere/02_YoloBros_Marc,Fanculo alla Pittrice!,
ST_BK_Lumiere/03_YoloBros_Jean,Fanculo alla Pittrice!,
ST_BK_Lumiere/04_YoloBros_Noah,Fanculo alla Pittrice!,
ST_BK_Lumiere/05_YoloBros_YoloBros,Fanculo alla Pittrice!,
ST_BK_Lumiere/01_YoloBros_Eugene,"Vi voglio bene, ragazzi. Ricordatevi sempre le parole di Beau. Vivete per noi.",
ST_BK_Lumiere/01_Nils_Nils,Mi manchi ancora. Sto arrivando.,
ST_BK_Lumiere/02_Nicho_Nicholas,"Non lo farò. Te lo prometto, non ti dimenticherò.",
ST_BK_Lumiere/01_Benoit_Benoit,Ci vediamo presto.,
ST_BK_Lumiere/01_SadFamily_Robert,"Nina, ti prego.",
ST_BK_Lumiere/01_Zoe_Zoe,"Oooh, mi viene da vomitare. Ma non ho rimpianti, chérie.",
ST_BK_Lumiere/01_Nicho_Caroline,Non dimenticarti di me.,
ST_BK_Lumiere/01_Tina_Tina,[mormorio sereno],
ST_BK_WorldMap/04_AccelerationBoat_Esquie,Eeeeeeee si va!,
ST_BK_WorldMap/04_AccelerationCar_Esquie,Accelerazioneee!,
ST_BK_WorldMap/02_Underwater_Esquie,Tutti in bocca!,
ST_BK_WorldMap/01_AccelerationPlane_Esquie,Sfreccio nel cielo!,
ST_BK_WorldMap/03_Underwater_Esquie,Si va!,
ST_BK_WorldMap/03_AccelerationPlane_Esquie,Meglio tenersi forte!,
ST_BK_WorldMap/01_Underwater_Esquie,Ci immergiamo!,
ST_BK_WorldMap/02_AccelerationPlane_Esquie,Si decollaaa!,
ST_BK_WorldMap/01_AccelerationCar_Esquie,Sono pura velocità.,
ST_BK_WorldMap/02_AccelerationCar_Esquie,Sono una palla velocissima.,
ST_BK_WorldMap/02_TransitionBoat_Esquie,Bagniamoci.,
ST_BK_WorldMap/02_AccelerationBoat_Esquie,Pluf pluf pluf!,
ST_BK_WorldMap/03_TransitionPlane_Esquie,"Sole, arrivo!",
ST_BK_WorldMap/03_TransitionBoat_Esquie,Mettete il costume!,
ST_BK_WorldMap/02_TransitionPlane_Esquie,Mi libro nel cielo!,
ST_BK_WorldMap/01_AccelerationBoat_Esquie,Nuoto supersonico!,
ST_BK_WorldMap/01_TransitionBoat_Esquie,È ora di farsi una nuotatina.,
ST_BK_WorldMap/03_AccelerationCar_Esquie,Brum brum!,
ST_BK_WorldMap/05_AccelerationCar_Esquie,UoooOOO!,
ST_BK_WorldMap/04_AccelerationPlane_Esquie,Uooohooo!,
ST_BK_WorldMap/04_TransitionPlane_Esquie,Uoooooo!,
ST_BK_WorldMap/03_AccelerationBoat_Esquie,Viaaa!,
ST_BL_Entries/10_TurnStartNormal_Monoco,"Un po' di violenza, sì?",
ST_BL_Entries/52_Skill_Abrilliantlight_Lune,Una luce brillante.,
ST_BL_Entries/100_EnemyBlocks_Monoco,Una sfida.,
ST_BL_Entries/07_Dodges_Maelle,Una danza.,
ST_BL_Entries/13_Skill_AfieryDance_Maelle,Una danza... ardente!,
ST_BL_Entries/01_FreeAimActive_Monoco,"Devo allenarmi con la mira, eh?",
ST_BL_Entries/16_General_Monoco,Un dono molto apprezzato.,
ST_BL_Entries/31_Skill_ApreciseStrike_Maelle,Un colpo... preciso.,
ST_BL_Entries/04_TurnStartLowLife_Monoco,Una vera sfida.,
ST_BL_Entries/10_Dodges_Maelle,Un'elusione.,
ST_BL_Entries/04_TurnStartNormal_Lune,Si avvicina una tempesta.,
ST_BL_Entries/04_Counter_Lune,La... tempesta... infuria!,
ST_BL_Entries/10_TurnStartFullAP_Monoco,"Aaah, quanta scelta.",
ST_BL_Entries/07_EnemyBlocks_Verso,Ah...,
ST_BL_Entries/07_FreeAimActive_Maelle,Va bene.,
ST_BL_Entries/10_FreeAimActive_Verso,Va bene.,
ST_BL_Entries/01_FailsAQTE_Sciel,C'ero quasi.,
ST_BL_Entries/109_ReviveAlly_Monoco,Per poco non ci lasciavi le penne.,
ST_BL_Entries/01_InsufficientAP_Lune,Ci siamo quasi.,
ST_BL_Entries/10_BattleWon_Verso,"Quasi elettrizzante, o forse no.",
ST_BL_Entries/10_ReceiveBuff_Lune,Un vantaggio.,
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Monoco,Un attacco? Approvo.,
ST_BL_Entries/01_Counter_Verso,E adesso... devi... sparire!,
ST_BL_Entries/04_OtherCharHit_Lune,Hai qualche ferita?,
ST_BL_Entries/04_OtherCharHit_Maelle,Tutto a posto?,
ST_BL_Entries/03_TurnStartFullOvercharge_Gustave,Il braccio è carico.,
ST_BL_Entries/04_FreeAimWeakSpot_Lune,Come previsto.,
ST_BL_Entries/07_FreeAimWeakSpot_Monoco,CENTRO PERFETTO!,
ST_BL_Entries/01_Counter_Lune,Ti... restituisco... il favore!,
ST_BL_Entries/01_InsufficientItems_Monoco,"Bah, vuoto.",
ST_BL_Entries/100_InsufficientItems_Monoco,"Bah, vuoto.",
ST_BL_Entries/19_General_Monoco,Meraviglioso.,
ST_BL_Entries/07_EnemyPowerfulAttackImminent_Sciel,Ne arriva uno grosso.,
ST_BL_Entries/103_OtherCharHit_Monoco,Un po' lento.,
ST_BL_Entries/07_TurnStartFullAP_Maelle,La lama è affilata.,
ST_BL_Entries/52_Skill_Bladecutthroughtheflames_Maelle,"Lama, taglia le fiamme!",
ST_BL_Entries/01_EnemyBlocks_Lune,Maledetti Nevron.,
ST_BL_Entries/10_EnemyPowerfulAttackImminent_Sciel,Preparatevi!,
ST_BL_Entries/16_EnemyTargetOtherChar_Lune,Preparatevi!,
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Maelle,Preparatevi.,
ST_BL_Entries/05_Skill_Gustave,Spezza il ciclo!,
ST_BL_Entries/22_Skill_Break_Verso,Strappo!,
ST_BL_Entries/04_FreeAimActive_Maelle,Respira.,
ST_BL_Entries/109_KillsEnemy_Monoco,Fantastico.,
ST_BL_Entries/01_EnemyTargetSelf_Verso,"Avanti, fatti sotto.",
ST_BL_Entries/01_FreeAimWeakSpot_Verso,Centro perfetto.,
ST_BL_Entries/07_Skill_Burn_Maelle,Brucia!,
ST_BL_Entries/04_KillsEnemy_Verso,Ciao ciao.,
ST_BL_Entries/11_Attack_RealRenoir,Lo vedi? Lo strato nel mezzo?,
ST_BL_Entries/04_Dodges_Maelle,Non mi becchi.,
ST_BL_Entries/04_Dodges_Sciel,Non mi becchi.,
ST_BL_Entries/01_InsufficientAP_Maelle,Non posso farlo.,
ST_BL_Entries/01_Dodges_Sciel,Non mi prendi.,
ST_BL_Entries/03_Counter_Gustave,Non... posso... deluderli...,
ST_BL_Entries/04_EnemyTargetOtherCharGeneral_Monoco,"Attenzione, Lune.",
