key,source,target
ST_BattleTooltips/BATTLETOOLTIP_Light_DamageType,빛,
ST_BattleTooltips/BATTLETOOLTIP_Lightning_DamageType,번개,
ST_BattleTooltips/BATTLETOOLTIP_Egide_TargetInvalid,"마엘은 자신에게 {skill}|hpp(을,를) 시전할 수 없습니다.",
ST_BattleTooltips/BATTLETOOLTIP_Nullify_Affinity,무효화됨,
ST_BattleTooltips/BATTLETOOLTIP_Physical_DamageType,물리,
ST_BattleTooltips/BATTLETOOLTIP_ReserveTeam_Disabled,예비 팀이 비활성화됩니다.,
ST_BattleTooltips/BATTLETOOLTIP_Resistant_Affinity,저항,
ST_BattleTooltips/BATTLETOOLTIP_Intervention_TargetInvalid,"시엘은 자신에게 {skill}|hpp(을,를) 시전할 수 없습니다.",
ST_BattleTooltips/BATTLETOOLTIP_SimonDuel,시몽이 결투를 수락합니다.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Successful,원정대가 달아납니다.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Impossible,이 전투에서는 원정대가 달아날 수 없습니다.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Start,원정대가 달아나기 시작합니다.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Start,베르소가 강력한 강타를 준비합니다.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Success,베르소가 강철 타격을 방출합니다.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Fail,베르소의 강철 타격이 차단되었습니다.,
ST_BattleTooltips/BATTLETOOLTIP_Void_DamageType,공허,
ST_BattleTooltips/BATTLETOOLTIP_Weakness_Affinity,취약!,
ST_BattleTooltips/BATTLETOOLTIP_Curse_Death,"{Name}|hpp(이,가) 저주로 사망합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Charm_TurnStart,"{Name}|hpp(은,는) 현혹되어 자동 공격합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Freeze_TurnStart,"{Name}|hpp(이,가) 빙결됩니다.",
ST_BattleTooltips/BATTLETOOLTIP_Stun_TurnStart,"{Name}|hpp(이,가) 기절합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Charm_End,"{Name}|hpp(이,가) 현혹에서 벗어납니다.",
ST_BattleTooltips/BATTLETOOLTIP_Stun_End,"{Name}|hpp(이,가) 기절에서 벗어납니다.",
ST_BattleTooltips/BATTLETOOLTIP_Freeze_End,"{Name}|hpp(이,가) 빙결 상태에서 회복합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartSingular,"{Name}|hpp(은,는) 1턴 후에 사망합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartPlural,"{Name}|hpp(은,는) {Num}턴 후에 사망합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Item_Use,"{char name}|hpp(이,가) {item name}|hpp(을,를) 사용합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Resurrection,"{character}|hpp(이,가) 부활합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Burn_TurnStart,"{char}|hpp(이,가) 불탑니다.",
ST_BattleTooltips/BATTLETOOLTIP_FortunesFury,"{char}|hpp(은,는) 이번 턴에 2배의 피해를 줍니다.",
ST_BattleTooltips/BATTLETOOLTIP_FireRage_Cast,"{char}|hpp(이,가) 화염 폭풍을 준비합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_Cast,"{char}|hpp(이,가) 태풍을 준비합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_Cast,"{char}|hpp(이,가) 지진을 준비합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Flee_Prepare,"{char}|hpp(이,가) 달아날 준비를 합니다.",
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_Cast,"{char}|hpp(이,가) 번개 폭풍을 소환합니다.",
ST_BattleTooltips/BATTLETOOLTIP_FireRage_TurnStart,"{char}|hpp(이,가) 화염 분노를 발동합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_TurnStart,"{char}|hpp(이,가) 대지전율을 발동합니다.",
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_TurnStart,"{char}|hpp(이,가) 번개 강타를 발동합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_TurnStart,"{char}|hpp(이,가) 태풍을 발동합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Attack_Use,"{name}|hpp(이,가) 공격합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Counter_Regular,"{name}|hpp(이,가) 카운터를 수행합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Counter_Gradient,"{name}|hpp(이,가) 그래디언트 카운터를 수행합니다.",
ST_BattleTooltips/BATTLETOOLTIP_PlayAgain,"{name}|hpp(이,가) 다시 행동합니다.",
ST_BattleTooltips/BATTLETOOLTIP_ImmediatePlay,"{name}|hpp(이,가) 즉시 행동합니다.",
ST_BattleTooltips/BATTLETOOLTIP_Enrage_Effect,"{self}|hpp(이,가) 분노하여 다시 공격합니다.",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_01,"스테이지 1, 시험 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_02,"스테이지 1, 시험 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_03,"스테이지 1, 시험 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_01,"스테이지 10, 시험 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_02,"스테이지 10, 시험 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_03,"스테이지 10, 시험 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_01,"스테이지 11, 시험 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_02,"스테이지 11, 시험 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_03,"스테이지 11, 시험 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_01,"스테이지 2, 시험 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_02,"스테이지 2, 시험 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_03,"스테이지 2, 시험 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_01,"스테이지 3, 시험 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_02,"스테이지 3, 시험 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_03,"스테이지 3, 시험 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_01,"스테이지 4, 시험 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_02,"스테이지 4, 시험 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_03,"스테이지 4, 시험 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_01,"스테이지 5, 시험 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_02,"스테이지 5, 시험 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_03,"스테이지 5, 시험 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_01,"스테이지 6, 시험 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_02,"스테이지 6, 시험 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_03,"스테이지 6, 시험 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_01,"스테이지 7, 시험 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_02,"스테이지 7, 시험 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_03,"스테이지 7, 시험 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_01,"스테이지 8, 시험 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_02,"스테이지 8, 시험 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_03,"스테이지 8, 시험 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_01,"스테이지 9, 시험 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_02,"스테이지 9, 시험 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_03,"스테이지 9, 시험 3",
ST_BD_AncientSanctuary/01_UltsakaPhase3_Tropa,아아아! 모든 힘을 해방해라! 3단계 가동!,
ST_BD_AncientSanctuary/02_UltsakaPhase2_Peron,"그래, 2단계, 그거 좋지!",
ST_BD_AncientSanctuary/02_UltsakaPhase3_Peron,"그래, 3단계. 더 좋아!",
ST_BD_AncientSanctuary/01_UltsakaPhase2_Tropa,"잠깐! 뭘 하는 거지?! 아악, 지는 건 정말 구려! 2단계 발동!",
ST_BD_EsquieNest/01_FranTaunt3_Francois,클레아라면 이런 짓은 하지 않을 텐데.,
ST_BD_EsquieNest/01_FranTaunt5_Francois,에스키에! 네가 플로리를 잃어버린 건 내 탓이 아니야!,
ST_BD_EsquieNest/01_FranTaunt1_Francois,받아라! 이것도 받아라!,
ST_BD_EsquieNest/01_FranTaunt4_Francois,무례한 악당들 같으니!,
ST_BD_EsquieNest/01_FranTaunt2_Francois,내가 돌이라고? 돌의 힘을 보여주지.,
ST_BD_GrandFinale/01_RealRenoir3A_RealRenoir,알린! 알리시아를 봐. 얘가 여기 있어선 안 돼!,
ST_BD_GrandFinale/01_RealRenoir3E_RealRenoir,"알린, 당신과 나는 함께해야지, 서로 싸워선 안 돼.",
ST_BD_GrandFinale/01_Aline3A_Aline,"집으로 돌아가, 르누아르. 가서 다른 걸 그려.",
ST_BD_GrandFinale/01_RealRenoir3B_RealRenoir,어떻게 이렇게 이기적일 수 있어? 알린!,
ST_BD_GrandFinale/01_ExpGradAttack_Maelle,더는 크로마를 붙잡고 있을 수가 없어요. 어떻게든 해볼게요. 물러나요!,
ST_BD_GrandFinale/01_CreationBattle_Maelle,원정대원들을 오랫동안 유지할 수 없어요.,
ST_BD_GrandFinale/01_FinaleMaelle1C_Maelle,"난 지쳤어, 베르소. 제발, 집으로 돌아가서 얘기해 볼 수 없을까?",
ST_BD_GrandFinale/01_FinaleVerso1C_Verso,"난 아주 오래 살았어, 마엘. 우리가 앞지를 수 없는 것도 있어.",
ST_BD_GrandFinale/02_CreationBattle_Verso,메르드! 빨리 물리쳐야겠어.,
ST_BD_GrandFinale/01_RealRenoir3C_RealRenoir,캔버스를 버려. 이게 두 사람을 다 죽이고 있다고.,
ST_BD_GrandFinale/01_FinaleVerso1B_Verso,시엘 말이 맞았어. 슬픔은 우리 눈을 멀게 해. 보이는 건 벽뿐이지.,
ST_BD_GrandFinale/01_RealRenoir1B_RealRenoir,광기를 멈춰라. 집으로 돌아갈 시간이야.,
ST_BD_GrandFinale/01_FinaleMaelle1B_Maelle,"베르소, 멈춰! 혼자서 모두의 결정을 대신할 순 없어!",
ST_BD_GrandFinale/01_RealRenoir1C_RealRenoir,"현실을 우리가 원하는 대로가 아니라, 있는 그대로 받아들여야 한다.",
ST_BD_GrandFinale/01_FinaleVerso1A_Verso,우리는 모두 위선자야. 서로에게 똑같은 짓을 하고 있지.,
ST_BD_GrandFinale/01_FinaleMaelle1A_Maelle,"루네와 시엘, 모노코는 어떡하고? 에스키에는?",
ST_BD_GrandFinale/01_RealRenoir1D_RealRenoir,베르소가 정말로 뭘 원했겠니?,
ST_BD_GrandFinale/01_RealRenoir1A_RealRenoir,네가 언제부터 이렇게 고집스러워졌지?,
ST_BD_GrandFinale/01_RealRenoir3D_RealRenoir,왜 나만 진실을 보는 거지?,
ST_BD_Lumiere/01_MaelleDuelTauntC_Maelle,좋아요. 그 정도면 충분해요.,
ST_BD_Lumiere/04_NicolasSpecialBattle_Nicolas,사랑하는 사람에게 카운터는 쓰지 마십시오! 이건 목숨을 건 결투가 아닙니다!,
ST_BD_Lumiere/01_NicolasSpecialBattle_Nicolas,어서요! 여성분의 아름다운 움직임을 피해 보십시오!,
ST_BD_Lumiere/01_MaelleDuelTauntA_Maelle,루미나 변환기 효과가 당신 결투 솜씨보다는 낫길 바라요.,
ST_BD_Lumiere/01_MaelleDuelTauntB_Maelle,더 뛰어난 투사에게 지는 건 부끄러운 일이 아니에요.,
ST_BD_Lumiere/03_NicolasSpecialBattle_Nicolas,숭고하군요! 마지막으로 한 번 더!,
ST_BD_Lumiere/02_NicolasSpecialBattle_Nicolas,훌륭했습니다. 한 번 더요!,
ST_BD_Manor/01_JumpTutorial_Maelle,이번엔 안 돼!,
ST_BD_MonocoStation/01_MonocoTransforms_Lune,네브론으로 변신할 수 있다고?!,
ST_BD_MonocoStation/02_GradientAttack_Verso,빈둥거리며 뒤로 빠져 있는 녀석에게 가르침을 받을 생각은 없어.,
ST_BD_MonocoStation/02_MonocoTransforms_Verso,특이하다고 했잖아.,
ST_BD_MonocoStation/01_GradientAttack_Monoco,"베르소, 왜 그래디언트 공격을 사용하지 않는 건가?",
ST_BD_MonocoStation/03_GradientAttack_Monoco,"가르쳐 주지 않았군, 이 게으른 영감 같으니. 좋아, 내가 기꺼이 내 지혜를 나눠 주지.",
ST_BD_MonolithInterior/01_MirrorRenoirMI5_MirrorRenoir,예전에 어땠는지... 기억 나지 않니?,
ST_BD_MonolithInterior/01_MirrorRenoirMI2_MirrorRenoir,어머니 마음에 상처를 주지 마라.,
ST_BD_MonolithInterior/01_MirrorRenoirMI7_MirrorRenoir,우리에게 등을 돌리지 마라.,
ST_BD_MonolithInterior/01_MirrorRenoirMI3_MirrorRenoir,모르겠느냐. 우리에겐 서로가 필요하다.,
ST_BD_MonolithInterior/01_MirrorRenoirMI4_MirrorRenoir,날 미워해도 좋아. 네가 살아만 있으면 된다.,
ST_BD_MonolithInterior/01_MirrorRenoirMI1_MirrorRenoir,우리 생각은 하나도 안 하는 거냐?,
ST_BD_MonolithInterior/01_MirrorRenoirMI6_MirrorRenoir,누이에게 이러면 안 되는 거다.,
ST_BD_OldLumiere/01_MirrorRenoirOL8_MirrorRenoir,"저들이 진실을 알았다면, 절대 널 믿지 않았을 거다.",
ST_BD_OldLumiere/01_MirrorRenoirOL3_MirrorRenoir,화가 난 게 아니야. 실망한 거다.,
ST_BD_OldLumiere/01_MirrorRenoirOL2_MirrorRenoir,이번엔 네 어머니도 도와주지 않을 거다.,
ST_BD_OldLumiere/01_MirrorRenoirOL6_MirrorRenoir,저들도 진실을 알아야 한다.,
ST_BD_OldLumiere/01_MirrorRenoirOL1_MirrorRenoir,모두 너희가 자초한 일이다.,
ST_BD_OldLumiere/01_MirrorRenoirOL7_MirrorRenoir,내 곁에서 싸워라.,
ST_BD_OldLumiere/01_MirrorRenoirOL5_MirrorRenoir,저들에게 거짓말을 하는구나.,
ST_BD_OldLumiere/01_MirrorRenoirOL4_MirrorRenoir,네가 가족을 산산이 조각내고 있다.,
ST_BD_Prologue/01_Julie3_Julie,난- 우린 널 믿었어.,
ST_BD_Prologue/01_Julie2_Julie,그래. 네가 한 얘기는 전부 거짓말이었어.,
ST_BD_Prologue/01_Julie1_Julie,배신자.,
ST_BD_SeaCliff/03_BattleSeacliffRenoir_Gustave,그녀는 보내줘.,
ST_BD_SeaCliff/02_BattleSeacliffRenoir_Gustave,우린 당신에게 아무 짓도 하지 않았어. 우린 같은 편일 거야.,
ST_BD_SeaCliff/01_BattleSeacliffRenoir_Gustave,"당신, 누구야?",
ST_BD_SpringMeadows/01_EvequePhase3_Lune,조심해. 놈이 크로마를 모으고 있어!,
ST_BD_ThePaintress/01_AlineTaunt9_Aline,오만한 사람. 내가 그 사람에게 그림을 가르쳤는데. 내 창조물로 날 공격하려 하다니?,
ST_BD_ThePaintress/01_AlineTaunt2_Aline,네가 무슨 짓을 한 건지 알겠니? 네가 그를 죽였어!,
ST_BD_ThePaintress/01_AlineTaunt1_Aline,어리석은 녀석! 네가 나를 거역해서 그가 죽었다!,
ST_BD_ThePaintress/01_AlineTaunt4_Aline,"널 이렇게 이용하다니, 네 아버지는 정말이지 잔인하구나.",
ST_BD_ThePaintress/01_AlineTaunt7_Aline,"난, 미치지, 않았어. 내가 뭘 하고 싶은 건지 알아.",
ST_BD_ThePaintress/01_AlineTaunt10_Aline,모노코. 너까지? 이렇게 베르소를 배신해선 안 돼.,
ST_BD_ThePaintress/01_AlineTaunt8_Aline,르누아르도 나름의 방식으로 슬퍼할 수 있겠지. 나도 내 나름의 방식으로 슬퍼하는 거야.,
ST_BD_ThePaintress/01_AlineTaunt5_Aline,르누아르는 네 얼굴을 이용하면 내가 모든 걸 포기할 거라고 생각한 걸까? 나를 정말 모르는구나.,
ST_BD_ThePaintress/01_AlineTaunt6_Aline,"아버지에게 말하렴. ""날 보살펴 줄"" 필요는 없다고.",
ST_BD_ThePaintress/01_AlineTaunt11_Aline,넌 대체 누구지? 상관없어.,
ST_BD_ThePaintress/01_AlineTaunt3_Aline,네 얼굴- 그 불은 내가 꿈을 꾼 건가? 베르소가 아직 살아 있어?,
ST_BK_BackToLumiere/01_Maxime_Maxime,난- 믿을 수가 없군.,
ST_BK_BackToLumiere/01_Lucie_Lucie,"고마워요, 고마워요. 아아, 고마워요.",
ST_BK_BackToLumiere/01_Colette_Colette,숫자가 사라졌어!,
ST_BK_BackToLumiere/01_Victor_Victor,그녀를 처치했어요! 페인트리스가 죽었어요!,
ST_BK_BackToLumiere/01_Bastien_Bastien,그들이 돌아왔어?,
ST_BK_BackToLumiere/01_Florian_Florian,우린 구원받았다. 다 끝났어.,
ST_BK_Lumiere/02_YoloBros_Marc,페인트리스는 엿이나 먹어!,
ST_BK_Lumiere/03_YoloBros_Jean,페인트리스는 엿이나 먹어!,
ST_BK_Lumiere/04_YoloBros_Noah,페인트리스는 엿이나 먹어!,
ST_BK_Lumiere/05_YoloBros_YoloBros,페인트리스는 엿이나 먹어!,
ST_BK_Lumiere/01_YoloBros_Eugene,다들 사랑해. 보가 예전에 했던 얘기 기억해. 너희는 우리를 위해 살아가는 거야.,
ST_BK_Lumiere/01_Nils_Nils,지금도 당신이 보고 싶어. 금방 갈게.,
ST_BK_Lumiere/02_Nicho_Nicholas,안 잊어. 약속할게. 안 잊을 거야.,
ST_BK_Lumiere/01_Benoit_Benoit,조금만 기다려.,
ST_BK_Lumiere/01_SadFamily_Robert,"니나, 이러지 마.",
ST_BK_Lumiere/01_Zoe_Zoe,"으으으, 토할 것 같아. 그래도 후회하진 않아, 자기.",
ST_BK_Lumiere/01_Nicho_Caroline,날 잊지 마.,
ST_BK_Lumiere/01_Tina_Tina,[나직이 흥얼거리는 소리],
ST_BK_WorldMap/04_AccelerationBoat_Esquie,이제에에에 간다!,
ST_BK_WorldMap/04_AccelerationCar_Esquie,가소오오옥!,
ST_BK_WorldMap/02_Underwater_Esquie,다들 내 입으로 들어와!,
ST_BK_WorldMap/01_TransitionPlane_Esquie,"펄럭, 펄럭, 펄럭!",
ST_BK_WorldMap/01_AccelerationPlane_Esquie,하늘을 가로질러!,
ST_BK_WorldMap/03_Underwater_Esquie,들어간다!,
ST_BK_WorldMap/03_AccelerationPlane_Esquie,꽉 잡아!,
ST_BK_WorldMap/01_Underwater_Esquie,뛰어든다!,
ST_BK_WorldMap/02_AccelerationPlane_Esquie,간다아아아아!,
ST_BK_WorldMap/01_AccelerationCar_Esquie,달려볼까.,
ST_BK_WorldMap/02_AccelerationCar_Esquie,난 세상 가장 빠른 공이야.,
ST_BK_WorldMap/02_TransitionBoat_Esquie,몸 좀 적셔 볼까.,
ST_BK_WorldMap/02_AccelerationBoat_Esquie,철썩 철썩 철썩!,
ST_BK_WorldMap/03_TransitionPlane_Esquie,"태양아, 내가 간다!",
ST_BK_WorldMap/03_TransitionBoat_Esquie,수영복 입어!,
ST_BK_WorldMap/02_TransitionPlane_Esquie,하늘로 가자!,
ST_BK_WorldMap/01_AccelerationBoat_Esquie,가장 빠른 수영 선수!,
ST_BK_WorldMap/01_TransitionBoat_Esquie,수영할 시간이야.,
ST_BK_WorldMap/03_AccelerationCar_Esquie,부릉부릉!,
ST_BK_WorldMap/05_AccelerationCar_Esquie,우우우우우!,
ST_BK_WorldMap/04_AccelerationPlane_Esquie,우우후우!,
ST_BK_WorldMap/04_TransitionPlane_Esquie,우우우우!,
ST_BK_WorldMap/03_AccelerationBoat_Esquie,슈우우우웅!,
ST_BL_Entries/10_TurnStartNormal_Monoco,약간의 폭력을 더해볼까?,
ST_BL_Entries/52_Skill_Abrilliantlight_Lune,찬란한 빛이야.,
ST_BL_Entries/100_EnemyBlocks_Monoco,도전하는 건가.,
ST_BL_Entries/07_Dodges_Maelle,춤추자.,
ST_BL_Entries/13_Skill_AfieryDance_Maelle,불타는... 춤!,
ST_BL_Entries/01_FreeAimActive_Monoco,잠깐 표적 연습을 해 볼까?,
ST_BL_Entries/16_General_Monoco,고마운 선물이구나.,
ST_BL_Entries/31_Skill_ApreciseStrike_Maelle,정밀... 타격!,
ST_BL_Entries/04_TurnStartLowLife_Monoco,합당한 도전이군.,
ST_BL_Entries/10_Dodges_Maelle,비켜 줄게.,
ST_BL_Entries/04_TurnStartNormal_Lune,폭풍이 다가온다.,
ST_BL_Entries/04_Counter_Lune,폭풍이... 몰아친다!,
ST_BL_Entries/10_KillsEnemy_Verso,아듀.,
ST_BL_Entries/10_TurnStartFullAP_Monoco,"아아, 뭘 고를까.",
ST_BL_Entries/07_EnemyBlocks_Verso,아...,
ST_BL_Entries/07_FreeAimActive_Maelle,좋아.,
ST_BL_Entries/10_FreeAimActive_Verso,알았다.,
ST_BL_Entries/01_FailsAQTE_Sciel,아깝게 실패했어.,
ST_BL_Entries/109_ReviveAlly_Monoco,널 잃을 뻔했어.,
ST_BL_Entries/01_InsufficientAP_Lune,거의 다 됐어.,
ST_BL_Entries/10_BattleWon_Verso,"가슴이 뛸 뻔했는데, 아쉽군.",
ST_BL_Entries/10_ReceiveBuff_Lune,이러면 유리하지.,
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Monoco,공격하겠다고? 허락해 주지.,
ST_BL_Entries/01_Counter_Verso,이제... 사라져라!,
ST_BL_Entries/04_OtherCharHit_Lune,다쳤어?,
