key,source,target
ST_ActiveDialogs/ST_Dialog_Generic_Option_Leave,[Odejdź],
ST_ActiveDialogs/ST_Dialog_Generic_Option_Merchant,[Handluj],
ST_ActiveDialogs/ST_Dialog_Generic_Minigame_TimeEventReward,"{TimeBronze}: – brązowa nagroda
{TimeSilver}: – srebrna nagroda
{TimeGold}: – złota nagroda",
ST_BattleTooltips/BATTLETOOLTIP_Absorb_Affinity,Zaabsorbowane,
ST_BattleTooltips/BATTLETOOLTIP_Mayhem_CastInvalid,Nie można użyć zdolności {skills}. Za mało plam.,
ST_BattleTooltips/BATTLETOOLTIP_Leadership_CastInvalid,"Nie można użyć zdolności {skill}, mając stopień D.",
ST_BattleTooltips/BATTLETOOLTIP_Overcharge_CastInvalid,"Nie można użyć zdolności {skill}, mając stopień S.",
ST_BattleTooltips/BATTLETOOLTIP_Rebirth_CastInvalid,Nie można użyć zdolności {skill}. Wszyscy sojusznicy żyją.,
ST_BattleTooltips/BATTLETOOLTIP_Burden_CastInvalid,Nie można użyć zdolności {skill}. Na sojuszników nie nałożono żadnego efektu.,
ST_BattleTooltips/BATTLETOOLTIP_ElementalGenesis_CastInvalid,Nie można użyć zdolności {skill}. Za mało plam.,
ST_BattleTooltips/BATTLETOOLTIP_RiggedDistribution_CastInvalid,Nie można użyć zdolności {skill}. Nie nałożono zapowiedzi.,
ST_BattleTooltips/BATTLETOOLTIP_Egide_CastInvalid,Nie można użyć zdolności {skill}. Brak żywych sojuszników.,
ST_BattleTooltips/BATTLETOOLTIP_SharedBlessing_CastInvalid,Nie można użyć zdolności {skill}. Za mało żywych sojuszników.,
ST_BattleTooltips/BATTLETOOLTIP_SharedBlessing_TargetInvalid,Nie można użyć zdolności {skill}. Cel nie ma wzmocnienia.,
ST_BattleTooltips/BATTLETOOLTIP_RiggedDistribution_TargetInvalid,Nie można użyć zdolności {skill}. Na cel nie nałożono zapowiedzi.,
ST_BattleTooltips/BATTLETOOLTIP_DarkCleansing_TargetInvalid,Nie można użyć zdolności {skill}. Cel nie ma PA i nie nałożono na niego żadnego efektu.,
ST_BattleTooltips/BATTLETOOLTIP_Leadership_Failed,Użycie nieudane. {char} nie może stracić stopnia.,
ST_BattleTooltips/BATTLETOOLTIP_Dark_DamageType,Mrok,
ST_BattleTooltips/BATTLETOOLTIP_Earth_DamageType,Ziemia,
ST_BattleTooltips/BATTLETOOLTIP_Counter_AOE,Ekspedycja 33 wykonuje kontrę.,
ST_BattleTooltips/BATTLETOOLTIP_Fire_DamageType,Ogień,
ST_BattleTooltips/BATTLETOOLTIP_Ice_DamageType,Lód,
ST_BattleTooltips/BATTLETOOLTIP_Light_DamageType,Światło,
ST_BattleTooltips/BATTLETOOLTIP_Lightning_DamageType,Błyskawica,
ST_BattleTooltips/BATTLETOOLTIP_Egide_TargetInvalid,Maelle nie może użyć zdolności {skill} na sobie.,
ST_BattleTooltips/BATTLETOOLTIP_Nullify_Affinity,Zniesione,
ST_BattleTooltips/BATTLETOOLTIP_Physical_DamageType,Fizyczne,
ST_BattleTooltips/BATTLETOOLTIP_ReserveTeam_Disabled,Drużyna rezerwowa jest teraz wyłączona.,
ST_BattleTooltips/BATTLETOOLTIP_Resistant_Affinity,Odporność,
ST_BattleTooltips/BATTLETOOLTIP_Intervention_TargetInvalid,Sciel nie może użyć zdolności {skill} na sobie.,
ST_BattleTooltips/BATTLETOOLTIP_SimonDuel,Simon przyjmuje twoje wyzwanie.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Successful,Ekspedycja ucieka.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Impossible,Ekspedycja nie może uciec z tej walki.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Start,Ekspedycja zaczyna uciekać.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Start,Verso przygotowuje potężne uderzenie.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Success,Verso wykonuje natężone uderzenie.,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Fail,Natężone uderzenie Versa zostało przerwane.,
ST_BattleTooltips/BATTLETOOLTIP_Void_DamageType,Pustka,
ST_BattleTooltips/BATTLETOOLTIP_Weakness_Affinity,Podatność!,
ST_BattleTooltips/BATTLETOOLTIP_Curse_Death,{Name} ginie z powodu klątwy.,
ST_BattleTooltips/BATTLETOOLTIP_Charm_TurnStart,{Name} jest pod wpływem uroku i automatycznie atakuje.,
ST_BattleTooltips/BATTLETOOLTIP_Freeze_TurnStart,{Name} zamarza.,
ST_BattleTooltips/BATTLETOOLTIP_Stun_TurnStart,{Name} jest pod wpływem ogłuszenia.,
ST_BattleTooltips/BATTLETOOLTIP_Charm_End,{Name} nie jest już pod wpływem uroku.,
ST_BattleTooltips/BATTLETOOLTIP_Stun_End,{Name} nie jest już pod wpływem ogłuszenia.,
ST_BattleTooltips/BATTLETOOLTIP_Freeze_End,{Name} wychodzi ze stanu zamrożenia.,
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartSingular,{Name} zginie za 1 turę.,
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartPlural,{Name} zginie za {Num} tur(y).,
ST_BattleTooltips/BATTLETOOLTIP_Item_Use,{char name} używa: {item name}.,
ST_BattleTooltips/BATTLETOOLTIP_Resurrection,{character} odradza się.,
ST_BattleTooltips/BATTLETOOLTIP_Burn_TurnStart,{char} płonie.,
ST_BattleTooltips/BATTLETOOLTIP_FortunesFury,{char} zadaje podwójne obrażenia w tej turze.,
ST_BattleTooltips/BATTLETOOLTIP_FireRage_Cast,{char} przygotowuje burzę ognia.,
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_Cast,{char} przygotowuje tajfun.,
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_Cast,{char} przygotowuje trzęsienie ziemi.,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Prepare,{char} przygotowuje się do ucieczki.,
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_Cast,{char} przywołuje burzę piorunów.,
ST_BattleTooltips/BATTLETOOLTIP_FireRage_TurnStart,{char} aktywuje ognisty szał.,
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_TurnStart,{char} aktywuje wstrząs sejsmiczny.,
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_TurnStart,{char} aktywuje uderzenia piorunów.,
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_TurnStart,{char} aktywuje tajfun.,
ST_BattleTooltips/BATTLETOOLTIP_Attack_Use,{name} atakuje.,
ST_BattleTooltips/BATTLETOOLTIP_Counter_Regular,{name} wykonuje kontrę.,
ST_BattleTooltips/BATTLETOOLTIP_Counter_Gradient,{name} wykonuje kontrę gradientową.,
ST_BattleTooltips/BATTLETOOLTIP_PlayAgain,{name} wykonuje akcję ponownie.,
ST_BattleTooltips/BATTLETOOLTIP_ImmediatePlay,{name} natychmiast wykonuje akcję.,
ST_BattleTooltips/BATTLETOOLTIP_Enrage_Effect,{self} jest w szale i atakuje ponownie.,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_01,"Etap 1, próba 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_02,"Etap 1, próba 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_03,"Etap 1, próba 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_01,"Etap 10, próba 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_02,"Etap 10, próba 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_03,"Etap 10, próba 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_01,"Etap 11, próba 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_02,"Etap 11, próba 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_03,"Etap 11, próba 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_01,"Etap 2, próba 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_02,"Etap 2, próba 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_03,"Etap 2, próba 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_01,"Etap 3, próba 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_02,"Etap 3, próba 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_03,"Etap 3, próba 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_01,"Etap 4, próba 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_02,"Etap 4, próba 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_03,"Etap 4, próba 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_01,"Etap 5, próba 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_02,"Etap 5, próba 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_03,"Etap 5, próba 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_01,"Etap 6, próba 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_02,"Etap 6, próba 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_03,"Etap 6, próba 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_01,"Etap 7, próba 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_02,"Etap 7, próba 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_03,"Etap 7, próba 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_01,"Etap 8, próba 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_02,"Etap 8, próba 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_03,"Etap 8, próba 3",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_01,"Etap 9, próba 1",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_02,"Etap 9, próba 2",
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_03,"Etap 9, próba 3",
ST_BD_AncientSanctuary/01_UltsakaPhase3_Tropa,Aaa! Uwolnić całą moc! Faza trzecia!,
ST_BD_AncientSanctuary/02_UltsakaPhase2_Peron,"O tak, faza druga, o to chodzi!",
ST_BD_AncientSanctuary/02_UltsakaPhase3_Peron,"O tak, faza trzecia, jest jeszcze lepsza!",
ST_BD_AncientSanctuary/01_UltsakaPhase2_Tropa,"Co? Co wy wyprawiacie?! Ach, ja nie chcę przegrać! Aktywujemy fazę drugą!",
ST_BD_EsquieNest/01_FranTaunt3_Francois,Clea nigdy by tak nie postąpiła.,
ST_BD_EsquieNest/01_FranTaunt5_Francois,"Esquie! Nie moja wina,
że zgubiłeś Pławika!",
ST_BD_EsquieNest/01_FranTaunt1_Francois,I raz! I drugi!,
ST_BD_EsquieNest/01_FranTaunt4_Francois,Dzikie łotry!,
ST_BD_EsquieNest/01_FranTaunt2_Francois,"Macie mnie za kamień?
Ja wam pokażę kamienie!",
ST_BD_GrandFinale/01_RealRenoir3A_RealRenoir,Aline! Spójrz na Alicię. Ona nie może tu być!,
ST_BD_GrandFinale/01_RealRenoir3E_RealRenoir,"Aline, mieliśmy być ja i ty, a nie ty przeciwko mnie.",
ST_BD_GrandFinale/01_Aline3A_Aline,"Wracaj do domu, Renoir. Namaluj coś innego.",
ST_BD_GrandFinale/01_RealRenoir3B_RealRenoir,Jak możesz być taką egoistką? Aline!,
ST_BD_GrandFinale/01_ExpGradAttack_Maelle,Nie mogę dłużej utrzymać chromy. Spróbuję czegoś. Odsuńcie się!,
ST_BD_GrandFinale/01_CreationBattle_Maelle,Nie utrzymam Poszukiwaczy dużo dłużej.,
ST_BD_GrandFinale/01_FinaleMaelle1C_Maelle,"Jestem taka zmęczona, Verso. Proszę, możemy wrócić do domu i porozmawiać?",
ST_BD_GrandFinale/01_FinaleVerso1C_Verso,"Ja żyję już długo, Maelle. Od pewnych rzeczy się nie ucieknie.",
ST_BD_GrandFinale/02_CreationBattle_Verso,Merde! Musimy ich szybko pokonać.,
ST_BD_GrandFinale/01_RealRenoir3C_RealRenoir,Zapomnij o płótnie. Zabija was obie.,
ST_BD_GrandFinale/01_FinaleVerso1B_Verso,Sciel miała rację. Żal nas oślepia. Wszędzie widzi się ściany.,
ST_BD_GrandFinale/01_RealRenoir1B_RealRenoir,Zatrzymaj to szaleństwo. Czas wracać do domu.,
ST_BD_GrandFinale/01_FinaleMaelle1B_Maelle,"Verso, przestań! Nie możesz decydować za innych!",
ST_BD_GrandFinale/01_RealRenoir1C_RealRenoir,"Musimy zaakceptować rzeczy takimi, jakimi są, a nie jakimi chcemy, by były.",
ST_BD_GrandFinale/01_FinaleVerso1A_Verso,"Wszyscy jesteśmy hipokrytami, robiąc sobie nawzajem to samo.",
ST_BD_GrandFinale/01_FinaleMaelle1A_Maelle,"A co z Lune, Sciel i Monoco? Co z Esquie?",
ST_BD_GrandFinale/01_RealRenoir1D_RealRenoir,Czego Verso by chciał? Tak naprawdę.,
ST_BD_GrandFinale/01_RealRenoir1A_RealRenoir,Kiedy stałaś się tak uparta?,
ST_BD_GrandFinale/01_RealRenoir3D_RealRenoir,Dlaczego tylko ja to dostrzegam?,
ST_BD_Lumiere/01_MaelleDuelTauntC_Maelle,Dobrze. Wystarczy już.,
ST_BD_Lumiere/04_NicolasSpecialBattle_Nicolas,"Nie, nie kontruj ciosów ukochanej, to nie jest walka na śmierć i życie!",
ST_BD_Lumiere/01_NicolasSpecialBattle_Nicolas,No dalej! Unikaj pięknych ruchów swojej pani!,
ST_BD_Lumiere/01_MaelleDuelTauntA_Maelle,"Oby twój konwerter luminy działał lepiej, niż ty walczysz.",
ST_BD_Lumiere/01_MaelleDuelTauntB_Maelle,To nie wstyd przegrać z lepszą wojowniczką.,
ST_BD_Lumiere/03_NicolasSpecialBattle_Nicolas,Doskonale! Ostatni raz!,
ST_BD_Lumiere/02_NicolasSpecialBattle_Nicolas,"To było wspaniałe, jeszcze raz!",
ST_BD_Manor/01_JumpTutorial_Maelle,Nie tym razem!,
ST_BD_MonocoStation/01_MonocoTransforms_Lune,Potrafi przemienić się w nevrona?,
ST_BD_MonocoStation/02_GradientAttack_Verso,"Nie potrzebuję wskazówek od leniucha, co siedzi na tyłku.",
ST_BD_MonocoStation/02_MonocoTransforms_Verso,"Mówiłem, że jest osobliwy.",
ST_BD_MonocoStation/01_GradientAttack_Monoco,"Verso, czemu nie używacie ataków gradientowych?",
ST_BD_MonocoStation/03_GradientAttack_Monoco,"Nie nauczyłeś ich, prawda, ty stary pierdzielu? Dobrze, zatem ja chętnie przekażę im swoją mądrość.",
ST_BD_MonolithInterior/01_MirrorRenoirMI5_MirrorRenoir,"Pamiętasz, jak było… wcześniej?",
ST_BD_MonolithInterior/01_MirrorRenoirMI2_MirrorRenoir,Nie łam jej serca.,
ST_BD_MonolithInterior/01_MirrorRenoirMI7_MirrorRenoir,Nie odwracaj się od nas.,
ST_BD_MonolithInterior/01_MirrorRenoirMI3_MirrorRenoir,Nie widzisz? Potrzebujemy się nawzajem.,
ST_BD_MonolithInterior/01_MirrorRenoirMI4_MirrorRenoir,"Możesz mnie nienawidzić, dopóki żyjesz.",
ST_BD_MonolithInterior/01_MirrorRenoirMI1_MirrorRenoir,Tak mało ci na nas zależy?,
ST_BD_MonolithInterior/01_MirrorRenoirMI6_MirrorRenoir,Twoja siostra zasługuje na więcej.,
ST_BD_OldLumiere/01_MirrorRenoirOL8_MirrorRenoir,"Gdyby znały prawdę, nigdy więcej by ci nie zaufały.",
ST_BD_OldLumiere/01_MirrorRenoirOL3_MirrorRenoir,"Nie jestem zły, tylko zawiedziony.",
ST_BD_OldLumiere/01_MirrorRenoirOL2_MirrorRenoir,Tym razem ci nie pomoże.,
ST_BD_OldLumiere/01_MirrorRenoirOL6_MirrorRenoir,Zasługują na prawdę.,
ST_BD_OldLumiere/01_MirrorRenoirOL1_MirrorRenoir,Ty nas do tego zmusiłeś.,
ST_BD_OldLumiere/01_MirrorRenoirOL7_MirrorRenoir,Powinieneś walczyć u mego boku.,
ST_BD_OldLumiere/01_MirrorRenoirOL5_MirrorRenoir,Okłamujesz je.,
ST_BD_OldLumiere/01_MirrorRenoirOL4_MirrorRenoir,Niszczysz tę rodzinę.,
ST_BD_Prologue/01_Julie3_Julie,Ja… my ci zaufaliśmy.,
ST_BD_Prologue/01_Julie2_Julie,"Wszystko, co mi mówiłeś, było kłamstwem.",
ST_BD_Prologue/01_Julie1_Julie,Zdrajca.,
ST_BD_SeaCliff/03_BattleSeacliffRenoir_Gustave,Pozwól jej odejść.,
ST_BD_SeaCliff/02_BattleSeacliffRenoir_Gustave,Nic ci nie zrobiliśmy. Powinniśmy być po tej samej stronie.,
ST_BD_SeaCliff/01_BattleSeacliffRenoir_Gustave,Kim jesteś?,
ST_BD_SpringMeadows/01_EvequePhase3_Lune,"Uwaga, gromadzi chromę!",
ST_BD_ThePaintress/01_AlineTaunt9_Aline,Arogancki człowiek. To ja nauczyłam go malować. A on chce wykorzystać moje dzieła przeciwko mnie?,
ST_BD_ThePaintress/01_AlineTaunt2_Aline,"Rozumiesz, co uczyniłaś? Zabiłaś go!",
ST_BD_ThePaintress/01_AlineTaunt1_Aline,"Głupie dziecko! Sprzeciwiłaś mi się, a teraz on nie żyje!",
ST_BD_ThePaintress/01_AlineTaunt4_Aline,Twój ojciec okrutnie cię wykorzystuje.,
ST_BD_ThePaintress/01_AlineTaunt7_Aline,"Nie oszalałam. Doskonale wiem, co robię.",
ST_BD_ThePaintress/01_AlineTaunt10_Aline,Monoco. Nawet ty? Nie możesz tak zdradzić Versa.,
ST_BD_ThePaintress/01_AlineTaunt8_Aline,"Renoir może rozpaczać, jak chce. Ale ja będę to robić po swojemu.",
ST_BD_ThePaintress/01_AlineTaunt5_Aline,"Renoir sądzi, że skoro wykorzystał twoją twarz, nie będę się bronić? Jak on mnie nie rozumie!",
ST_BD_ThePaintress/01_AlineTaunt6_Aline,"Przekaż ojcu, że nie musi się o mnie „troszczyć”.",
ST_BD_ThePaintress/01_AlineTaunt11_Aline,Kim ty niby jesteś? Zresztą nieważne.,
ST_BD_ThePaintress/01_AlineTaunt3_Aline,Twoja twarz… Czy pożar mi się przyśnił? Czy Verso wciąż żyje?,
ST_BK_BackToLumiere/01_Maxime_Maxime,Ja… nie mogę uwierzyć.,
ST_BK_BackToLumiere/01_Lucie_Lucie,"Dziękuję, dziękuję. Dziękuję wam…",
ST_BK_BackToLumiere/01_Colette_Colette,Liczba zniknęła!,
ST_BK_BackToLumiere/01_Victor_Victor,Zniszczyli ją! Malarka nie żyje!,
ST_BK_BackToLumiere/01_Bastien_Bastien,Wrócili?,
ST_BK_BackToLumiere/01_Florian_Florian,Jesteśmy uratowani. To koniec.,
ST_BK_Lumiere/02_YoloBros_Marc,Jebać Malarkę!,
ST_BK_Lumiere/03_YoloBros_Jean,Jebać Malarkę!,
ST_BK_Lumiere/04_YoloBros_Noah,Jebać Malarkę!,
ST_BK_Lumiere/05_YoloBros_YoloBros,Jebać Malarkę!,
ST_BK_Lumiere/01_YoloBros_Eugene,"Kocham was, chłopaki. Pamiętajcie słowa Beau. Żyjecie dla pozostałych z nas.",
ST_BK_Lumiere/01_Nils_Nils,Stale tęsknię. Idę do ciebie.,
ST_BK_Lumiere/02_Nicho_Nicholas,"Nie zapomnę. Obiecuję, że będę pamiętał.",
ST_BK_Lumiere/01_Benoit_Benoit,Do zobaczenia niebawem.,
ST_BK_Lumiere/01_SadFamily_Robert,"Nino, proszę.",
ST_BK_Lumiere/01_Zoe_Zoe,"Och, chyba zwymiotuję. Ale niczego nie żałuję, chérie.",
ST_BK_Lumiere/01_Nicho_Caroline,"Proszę, nie zapomnij o mnie.",
ST_BK_Lumiere/01_Tina_Tina,[spokojne nucenie],
ST_BK_WorldMap/04_AccelerationBoat_Esquie,Iii naprzód!,
ST_BK_WorldMap/04_AccelerationCar_Esquie,Przyspieszenie!,
ST_BK_WorldMap/02_Underwater_Esquie,Wszyscy do mojej paszczy!,
ST_BK_WorldMap/01_TransitionPlane_Esquie,"Machu, machu, mach!",
ST_BK_WorldMap/01_AccelerationPlane_Esquie,Śmigam po niebie!,
ST_BK_WorldMap/03_Underwater_Esquie,Płyniemy!,
ST_BK_WorldMap/03_AccelerationPlane_Esquie,Trzymajcie się!,
ST_BK_WorldMap/01_Underwater_Esquie,Nurkujemy!,
ST_BK_WorldMap/02_AccelerationPlane_Esquie,Lecimy!,
ST_BK_WorldMap/01_AccelerationCar_Esquie,Szybkość to ja!,
ST_BK_WorldMap/02_AccelerationCar_Esquie,Jestem najszybszą kulką.,
ST_BK_WorldMap/02_TransitionBoat_Esquie,Zmoczmy się.,
ST_BK_WorldMap/02_AccelerationBoat_Esquie,"Chlup, chlup, chlup!",
ST_BK_WorldMap/03_TransitionPlane_Esquie,"Słoneczko, nadchodzę!",
ST_BK_WorldMap/03_TransitionBoat_Esquie,Zakładać kostiumy!,
ST_BK_WorldMap/02_TransitionPlane_Esquie,W górę!,
ST_BK_WorldMap/01_AccelerationBoat_Esquie,Najszybszy pływak!,
ST_BK_WorldMap/01_TransitionBoat_Esquie,Pora na pływanko.,
ST_BK_WorldMap/03_AccelerationCar_Esquie,"Brum, brum!",
ST_BK_WorldMap/05_AccelerationCar_Esquie,Łuuu!,
ST_BK_WorldMap/04_AccelerationPlane_Esquie,Łuuhuu!,
ST_BK_WorldMap/04_TransitionPlane_Esquie,Łuuu!,
ST_BK_WorldMap/03_AccelerationBoat_Esquie,Ziuuum!,
ST_BL_Entries/10_TurnStartNormal_Monoco,"Odrobina przemocy, tak?",
ST_BL_Entries/52_Skill_Abrilliantlight_Lune,Wspaniałe światło.,
ST_BL_Entries/100_EnemyBlocks_Monoco,"O, wyzwanie.",
ST_BL_Entries/07_Dodges_Maelle,To taniec.,
ST_BL_Entries/13_Skill_AfieryDance_Maelle,Ognisty… taniec!,
ST_BL_Entries/01_FreeAimActive_Monoco,Poćwiczymy celność?,
ST_BL_Entries/16_General_Monoco,Mile widziany prezent.,
ST_BL_Entries/31_Skill_ApreciseStrike_Maelle,Precyzyjny… cios!,
ST_BL_Entries/04_TurnStartLowLife_Monoco,Dobre wyzwanie.,
ST_BL_Entries/10_Dodges_Maelle,Krok w bok.,
ST_BL_Entries/04_TurnStartNormal_Lune,Nadciąga burza.,
ST_BL_Entries/04_Counter_Lune,Szaleje… burza!,
ST_BL_Entries/10_TurnStartFullAP_Monoco,"Ach, co by tu wybrać…",
ST_BL_Entries/07_EnemyBlocks_Verso,Ach…,
ST_BL_Entries/07_FreeAimActive_Maelle,No dobra.,
ST_BL_Entries/10_FreeAimActive_Verso,No dobra.,
ST_BL_Entries/01_FailsAQTE_Sciel,Już prawie.,
ST_BL_Entries/109_ReviveAlly_Monoco,Prawie cię straciłem.,
ST_BL_Entries/01_InsufficientAP_Lune,Już prawie.,
ST_BL_Entries/10_BattleWon_Verso,Prawie poczułem dreszczyk.,
ST_BL_Entries/10_ReceiveBuff_Lune,Mam przewagę.,
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Monoco,Atak? Popieram.,
ST_BL_Entries/01_Counter_Verso,A teraz… giniesz!,
ST_BL_Entries/04_OtherCharHit_Lune,Nic ci nie jest?,
ST_BL_Entries/04_OtherCharHit_Maelle,Wszystko dobrze?,
ST_BL_Entries/03_TurnStartFullOvercharge_Gustave,Ramię naładowane.,
ST_BL_Entries/04_FreeAimWeakSpot_Lune,Zgodnie z planem.,
ST_BL_Entries/07_FreeAimWeakSpot_Monoco,W dziesiątkę!,
ST_BL_Entries/01_Counter_Lune,Oddaję!,
ST_BL_Entries/10_FailsAQTE_Monoco,Ach!,
ST_BL_Entries/01_InsufficientItems_Monoco,"Ech, pusto.",
ST_BL_Entries/100_InsufficientItems_Monoco,"Ech, pusto.",
ST_BL_Entries/19_General_Monoco,Pięknie.,
ST_BL_Entries/07_EnemyPowerfulAttackImminent_Sciel,Uderzy mocno.,
ST_BL_Entries/103_OtherCharHit_Monoco,Za wolno.,
ST_BL_Entries/07_TurnStartFullAP_Maelle,Ostrze gotowe.,
ST_BL_Entries/52_Skill_Bladecutthroughtheflames_Maelle,"Ostrze, tnij płomienie!",
ST_BL_Entries/01_EnemyBlocks_Lune,Przeklęte nevrony.,
ST_BL_Entries/10_EnemyPowerfulAttackImminent_Sciel,Szykujcie się!,
ST_BL_Entries/16_EnemyTargetOtherChar_Lune,Szykujcie się!,
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Maelle,Szykujcie się.,
ST_BL_Entries/05_Skill_Gustave,Przełammy cykl!,
ST_BL_Entries/22_Skill_Break_Verso,Przełamanie!,
ST_BL_Entries/04_FreeAimActive_Maelle,Oddech.,
ST_BL_Entries/109_KillsEnemy_Monoco,Znakomicie.,
ST_BL_Entries/01_EnemyTargetSelf_Verso,No dawaj!,
ST_BL_Entries/01_FreeAimWeakSpot_Verso,W dziesiątkę.,
ST_BL_Entries/07_Skill_Burn_Maelle,Płoń!,
