key,source,target
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_TurnStart,{char}发动台风。,
ST_BattleTooltips/BATTLETOOLTIP_Attack_Use,{name}攻击。,
ST_BattleTooltips/BATTLETOOLTIP_Counter_Regular,{name}反击。,
ST_BattleTooltips/BATTLETOOLTIP_Counter_Gradient,{name}发动灵墨反击。,
ST_BattleTooltips/BATTLETOOLTIP_PlayAgain,{name}再次行动。,
ST_BattleTooltips/BATTLETOOLTIP_ImmediatePlay,{name}立刻行动。,
ST_BattleTooltips/BATTLETOOLTIP_Enrage_Effect,{self}激昂，再次攻击。,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_01,第1层，试炼1,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_02,第1层，试炼2,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_03,第1层，试炼3,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_01,第10层，试炼1,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_02,第10层，试炼2,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_03,第10层，试炼3,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_01,第11层，试炼1,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_02,第11层，试炼2,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_03,第11层，试炼3,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_01,第2层，试炼1,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_02,第2层，试炼2,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_03,第2层，试炼3,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_01,第3层，试炼1,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_02,第3层，试炼2,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_03,第3层，试炼3,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_01,第4层，试炼1,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_02,第4层，试炼2,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_03,第4层，试炼3,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_01,第5层，试炼1,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_02,第5层，试炼2,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_03,第5层，试炼3,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_01,第6层，试炼1,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_02,第6层，试炼2,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_03,第6层，试炼3,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_01,第7层，试炼1,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_02,第7层，试炼2,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_03,第7层，试炼3,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_01,第8层，试炼1,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_02,第8层，试炼2,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_03,第8层，试炼3,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_01,第9层，试炼1,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_02,第9层，试炼2,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_03,第9层，试炼3,
ST_BD_AncientSanctuary/01_UltsakaPhase3_Tropa,啊——！火力全开！三阶段！,
ST_BD_AncientSanctuary/02_UltsakaPhase2_Peron,噢对，二阶段，人人爱！,
ST_BD_AncientSanctuary/02_UltsakaPhase3_Peron,噢对，三阶段，真痛快！,
ST_BD_AncientSanctuary/01_UltsakaPhase2_Tropa,怎、怎么回事！你们怎么这样啊？！呃啊，输了的话脸就丢光了！二阶段启动！,
ST_BD_EsquieNest/01_FranTaunt3_Francois,克莱雅就绝对不会干这种事。,
ST_BD_EsquieNest/01_FranTaunt5_Francois,埃斯基耶！你把弗利弄丢了干我什么事情？！,
ST_BD_EsquieNest/01_FranTaunt1_Francois,接招！接好了！,
ST_BD_EsquieNest/01_FranTaunt4_Francois,没教养的小混账！,
ST_BD_EsquieNest/01_FranTaunt2_Francois,说我是石头？那就尝尝石头的厉害。,
ST_BD_GrandFinale/01_RealRenoir3A_RealRenoir,阿莉涅！你看阿莉西亚，快带她回家！,
ST_BD_GrandFinale/01_RealRenoir3E_RealRenoir,阿莉涅，我们不该夫妻反目，应该携手共进退。,
ST_BD_GrandFinale/01_Aline3A_Aline,雷诺阿，回家吧，去画别的东西吧。,
ST_BD_GrandFinale/01_RealRenoir3B_RealRenoir,阿莉涅！你怎么能这么自私？！,
ST_BD_GrandFinale/01_ExpGradAttack_Maelle,我控制不住源色了，准备试试别的办法。你们往后站！,
ST_BD_GrandFinale/01_CreationBattle_Maelle,其他远征队员我维持不了多长时间了。,
ST_BD_GrandFinale/01_FinaleMaelle1C_Maelle,维尔索，我好累。我们回家吧，到家再商量，好不好？,
ST_BD_GrandFinale/01_FinaleVerso1C_Verso,玛埃尔，我活了这么久，看到了很多。有些事情，我们注定无法摆脱。,
ST_BD_GrandFinale/02_CreationBattle_Verso,我靠！得尽快击退他们。,
ST_BD_GrandFinale/01_RealRenoir3C_RealRenoir,快把画收起来。你们两个都不要命了吗？,
ST_BD_GrandFinale/01_FinaleVerso1B_Verso,熙艾尔说得对，悲痛会蒙蔽我们心智，让人只能看到高墙。,
ST_BD_GrandFinale/01_RealRenoir1B_RealRenoir,不要胡闹了，抓紧回家。,
ST_BD_GrandFinale/01_FinaleMaelle1B_Maelle,"维尔索，住手！
你不可以决定所有人的生死！",
ST_BD_GrandFinale/01_RealRenoir1C_RealRenoir,我们不能一厢情愿，必须要接受现实。,
ST_BD_GrandFinale/01_FinaleVerso1A_Verso,我们其实都很虚伪，没必要指责对方。,
ST_BD_GrandFinale/01_FinaleMaelle1A_Maelle,那吕涅、熙艾尔、莫诺柯他们怎么办？那埃斯基耶怎么办？,
ST_BD_GrandFinale/01_RealRenoir1D_RealRenoir,这种时候，你觉得维尔索会怎么办？,
ST_BD_GrandFinale/01_RealRenoir1A_RealRenoir,你什么时候变得这么不听话？,
ST_BD_GrandFinale/01_RealRenoir3D_RealRenoir,为什么只有我意识到这一点？,
ST_BD_Lumiere/01_MaelleDuelTauntC_Maelle,好了，差不多了。,
ST_BD_Lumiere/04_NicolasSpecialBattle_Nicolas,怎么能对挚爱之人使出反击呢，这又不是什么生死对决！,
ST_BD_Lumiere/01_NicolasSpecialBattle_Nicolas,加油啊！躲开她那优美的招式！,
ST_BD_Lumiere/01_MaelleDuelTauntA_Maelle,希望你灵光转换器的表现能比你决斗的表现强。,
ST_BD_Lumiere/01_MaelleDuelTauntB_Maelle,我身手超凡，你就算输了也不丢人。,
ST_BD_Lumiere/03_NicolasSpecialBattle_Nicolas,绝美！最后再来一次！,
ST_BD_Lumiere/02_NicolasSpecialBattle_Nicolas,漂亮极了！再来！,
ST_BD_Manor/01_JumpTutorial_Maelle,这次还不会！,
ST_BD_MonocoStation/01_MonocoTransforms_Lune,他能变成经怪？！,
ST_BD_MonocoStation/02_GradientAttack_Verso,某些家伙自己不敢上场，就不要指导我了。,
ST_BD_MonocoStation/02_MonocoTransforms_Verso,我说不太常规。,
ST_BD_MonocoStation/01_GradientAttack_Monoco,维尔索，你们怎么不用灵墨攻击？,
ST_BD_MonocoStation/03_GradientAttack_Monoco,你个老懒虫是不是根本没教她们？好吧，那我就受累把我的智慧传授给你们。,
ST_BD_MonolithInterior/01_MirrorRenoirMI5_MirrorRenoir,还记得……以前的日子吗？,
ST_BD_MonolithInterior/01_MirrorRenoirMI2_MirrorRenoir,不要伤了她的心。,
ST_BD_MonolithInterior/01_MirrorRenoirMI7_MirrorRenoir,你不能跟我们断绝关系。,
ST_BD_MonolithInterior/01_MirrorRenoirMI3_MirrorRenoir,你没有意识到，我们需要彼此吗。,
ST_BD_MonolithInterior/01_MirrorRenoirMI4_MirrorRenoir,只要你还能活下去，随你怎么恨我。,
ST_BD_MonolithInterior/01_MirrorRenoirMI1_MirrorRenoir,你是一点情分都不留了吗？,
ST_BD_MonolithInterior/01_MirrorRenoirMI6_MirrorRenoir,你妹妹她不该受这些煎熬。,
ST_BD_OldLumiere/01_MirrorRenoirOL8_MirrorRenoir,她们要是知道了真相，就再也不会相信你了。,
ST_BD_OldLumiere/01_MirrorRenoirOL3_MirrorRenoir,我不生气，只是非常失望。,
ST_BD_OldLumiere/01_MirrorRenoirOL2_MirrorRenoir,她这次不会帮你了。,
ST_BD_OldLumiere/01_MirrorRenoirOL6_MirrorRenoir,她们有资格知道真相。,
ST_BD_OldLumiere/01_MirrorRenoirOL1_MirrorRenoir,事到如今，就不要怪我们了。,
ST_BD_OldLumiere/01_MirrorRenoirOL7_MirrorRenoir,你应该跟我一条战线。,
ST_BD_OldLumiere/01_MirrorRenoirOL5_MirrorRenoir,你没告诉她们实情。,
ST_BD_OldLumiere/01_MirrorRenoirOL4_MirrorRenoir,这个家因为你支离破碎。,
ST_BD_Prologue/01_Julie3_Julie,我、我们看错你了。,
ST_BD_Prologue/01_Julie2_Julie,你跟我说的那些，没一句是实话。,
ST_BD_Prologue/01_Julie1_Julie,你个叛徒！,
ST_BD_SeaCliff/03_BattleSeacliffRenoir_Gustave,饶她一命，放她走……,
ST_BD_SeaCliff/02_BattleSeacliffRenoir_Gustave,我们跟你无怨无仇，你我应该是同一条战线。,
ST_BD_SeaCliff/01_BattleSeacliffRenoir_Gustave,你到底是谁？,
ST_BD_SpringMeadows/01_EvequePhase3_Lune,小心，他在积蓄源色！,
ST_BD_ThePaintress/01_AlineTaunt9_Aline,真是自负，当年教会他作画，如今倒想用我的作品对付我？,
ST_BD_ThePaintress/01_AlineTaunt2_Aline,知道你闯了多大的祸吗？就是你害死的他！,
ST_BD_ThePaintress/01_AlineTaunt1_Aline,你这个蠢孩子！当初听我的话，他也不至于死！,
ST_BD_ThePaintress/01_AlineTaunt4_Aline,你父亲太冷酷了，竟然这样利用你。,
ST_BD_ThePaintress/01_AlineTaunt7_Aline,我、精神、没有、问题，我在干什么，我心里有数。,
ST_BD_ThePaintress/01_AlineTaunt10_Aline,莫诺柯，连你都这样？你怎么可以这样背叛维尔索？,
ST_BD_ThePaintress/01_AlineTaunt8_Aline,随他雷诺阿怎么悲伤，我有自己悲痛的方式。,
ST_BD_ThePaintress/01_AlineTaunt5_Aline,雷诺阿以为他用了你的面孔，我就会坐以待毙了？他太不了解我了。,
ST_BD_ThePaintress/01_AlineTaunt6_Aline,告诉你父亲，我不需要他“替我着想”。,
ST_BD_ThePaintress/01_AlineTaunt11_Aline,你们又是谁？无所谓了。,
ST_BD_ThePaintress/01_AlineTaunt3_Aline,你的脸——那场大火只是一场梦吗？维尔索没死吗？？,
ST_BK_BackToLumiere/01_Lumierans_Lum1,33队！33队！33队！33队！,
ST_BK_BackToLumiere/02_Lumierans_Lum2,33队！33队！33队！33队！,
ST_BK_BackToLumiere/03_Lumierans_Lum3,33队！33队！33队！33队！,
ST_BK_BackToLumiere/04_Lumierans_Lum4,33队！33队！33队！33队！,
ST_BK_BackToLumiere/05_Lumierans_Lum5,33队！33队！33队！33队！,
ST_BK_BackToLumiere/06_Lumierans_Lum6,33队！33队！33队！33队！,
ST_BK_BackToLumiere/07_Lumierans_Lum7,33队！33队！33队！33队！,
ST_BK_BackToLumiere/08_Lumierans_Lum8,33队！33队！33队！33队！,
ST_BK_BackToLumiere/09_Lumierans_Lum9,33队！33队！33队！33队！,
ST_BK_BackToLumiere/10_Lumierans_Lum10,33队！33队！33队！33队！,
ST_BK_BackToLumiere/01_Maxime_Maxime,真是——真是难以置信。,
ST_BK_BackToLumiere/01_Lucie_Lucie,谢谢你们，谢谢，谢谢你们。,
ST_BK_BackToLumiere/01_Colette_Colette,数字没了！,
ST_BK_BackToLumiere/01_Victor_Victor,绘母死了！被他们消灭了！,
ST_BK_BackToLumiere/01_Bastien_Bastien,他们回来了？？,
ST_BK_BackToLumiere/01_Florian_Florian,我们得救了，不会有抹煞了。,
ST_BK_Lumiere/02_YoloBros_Marc,打倒狗日的绘母！,
ST_BK_Lumiere/03_YoloBros_Jean,打倒狗日的绘母！,
ST_BK_Lumiere/04_YoloBros_Noah,打倒狗日的绘母！,
ST_BK_Lumiere/05_YoloBros_YoloBros,打倒狗日的绘母！,
ST_BK_Lumiere/01_YoloBros_Eugene,你们几个都是我的好弟兄。记住博之前说的，你们得替我们好好地活。,
ST_BK_Lumiere/01_Nils_Nils,还是好想你，我来了。,
ST_BK_Lumiere/02_Nicho_Nicholas,不会的。我保证，记你到天荒地老。,
ST_BK_Lumiere/01_Benoit_Benoit,明年就又能见着了。,
ST_BK_Lumiere/01_SadFamily_Robert,妮娜，听话。,
ST_BK_Lumiere/01_Zoe_Zoe,呕……我紧张得都快要吐出来了。不过亲爱的，我无怨无悔。,
ST_BK_Lumiere/01_Nicho_Caroline,千万别把我给忘了。,
ST_BK_Lumiere/01_Tina_Tina,[轻轻哼唱],
ST_BK_WorldMap/04_AccelerationBoat_Esquie,预————备——冲！,
ST_BK_WorldMap/04_AccelerationCar_Esquie,加——速——！,
ST_BK_WorldMap/02_Underwater_Esquie,都快到我嘴里来！,
ST_BK_WorldMap/01_TransitionPlane_Esquie,呼啦哗啦飞！,
ST_BK_WorldMap/01_AccelerationPlane_Esquie,划过天际！,
ST_BK_WorldMap/03_Underwater_Esquie,下水啦！,
ST_BK_WorldMap/03_AccelerationPlane_Esquie,抓紧咯！,
ST_BK_WorldMap/01_Underwater_Esquie,去水下咯！,
ST_BK_WorldMap/02_AccelerationPlane_Esquie,飞咯——！,
ST_BK_WorldMap/01_AccelerationCar_Esquie,我风驰电掣。,
ST_BK_WorldMap/02_AccelerationCar_Esquie,我的球速无敌。,
ST_BK_WorldMap/02_TransitionBoat_Esquie,下海咯。,
ST_BK_WorldMap/02_AccelerationBoat_Esquie,噗噜噜噗噜噜！,
ST_BK_WorldMap/03_TransitionPlane_Esquie,太阳，我来啦！,
ST_BK_WorldMap/03_TransitionBoat_Esquie,穿好泳衣！,
ST_BK_WorldMap/02_TransitionPlane_Esquie,起飞啦！,
ST_BK_WorldMap/01_AccelerationBoat_Esquie,谁都没我游得快！,
ST_BK_WorldMap/01_TransitionBoat_Esquie,游泳时间到。,
ST_BK_WorldMap/03_AccelerationCar_Esquie,呜隆呜隆！,
ST_BK_WorldMap/05_AccelerationCar_Esquie,呜——呼——！,
ST_BK_WorldMap/04_AccelerationPlane_Esquie,呜——呼——！,
ST_BK_WorldMap/04_TransitionPlane_Esquie,呜————！,
ST_BK_WorldMap/03_AccelerationBoat_Esquie,嗖——！,
ST_BL_Entries/10_TurnStartNormal_Monoco,来点暴力？,
ST_BL_Entries/52_Skill_Abrilliantlight_Lune,光辉烂漫。,
ST_BL_Entries/100_EnemyBlocks_Monoco,是个硬茬。,
ST_BL_Entries/07_Dodges_Maelle,跳一段。,
ST_BL_Entries/13_Skill_AfieryDance_Maelle,烈火……旋舞！,
ST_BL_Entries/01_FreeAimActive_Monoco,稍微练一练准星？,
ST_BL_Entries/16_General_Monoco,好一份大礼。,
ST_BL_Entries/31_Skill_ApreciseStrike_Maelle,精准……打击！,
ST_BL_Entries/04_TurnStartLowLife_Monoco,有点麻烦。,
ST_BL_Entries/10_Dodges_Maelle,侧身一步。,
ST_BL_Entries/04_TurnStartNormal_Lune,风暴即将来临。,
ST_BL_Entries/04_Counter_Lune,风暴……降临！,
ST_BL_Entries/10_KillsEnemy_Verso,别了。,
ST_BL_Entries/10_TurnStartFullAP_Monoco,啊——该选哪一个呢？,
ST_BL_Entries/07_EnemyBlocks_Verso,啊……,
ST_BL_Entries/07_FreeAimActive_Maelle,很好。,
ST_BL_Entries/10_FreeAimActive_Verso,很好。,
ST_BL_Entries/01_FailsAQTE_Sciel,就差一点。,
ST_BL_Entries/109_ReviveAlly_Monoco,差点没救回来。,
ST_BL_Entries/01_InsufficientAP_Lune,还差一点。,
ST_BL_Entries/10_BattleWon_Verso,有惊无险。,
ST_BL_Entries/10_ReceiveBuff_Lune,多了一点优势。,
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Monoco,出手了？没有问题。,
ST_BL_Entries/01_Counter_Verso,我要你……粉身……碎骨！,
ST_BL_Entries/04_OtherCharHit_Lune,受伤没？,
ST_BL_Entries/04_OtherCharHit_Maelle,还好吗？,
ST_BL_Entries/03_TurnStartFullOvercharge_Gustave,机械臂蓄能完毕。,
ST_BL_Entries/04_FreeAimWeakSpot_Lune,分毫不差。,
ST_BL_Entries/07_KillsEnemy_Maelle,再会。,
ST_BL_Entries/07_FreeAimWeakSpot_Monoco,正中靶心！,
ST_BL_Entries/01_Counter_Lune,还……给……你！,
ST_BL_Entries/10_FailsAQTE_Monoco,我呸！,
ST_BL_Entries/01_InsufficientItems_Monoco,呸，没了。,
ST_BL_Entries/100_InsufficientItems_Monoco,呸，没了。,
ST_BL_Entries/19_General_Monoco,不错。,
ST_BL_Entries/07_EnemyPowerfulAttackImminent_Sciel,狠招来了。,
ST_BL_Entries/103_OtherCharHit_Monoco,有点慢啊。,
ST_BL_Entries/07_TurnStartFullAP_Maelle,剑锋已砺。,
ST_BL_Entries/52_Skill_Bladecutthroughtheflames_Maelle,利剑分断火焰。,
ST_BL_Entries/01_EnemyBlocks_Lune,该死的经怪。,
ST_BL_Entries/10_EnemyPowerfulAttackImminent_Sciel,准备接招！,
ST_BL_Entries/16_EnemyTargetOtherChar_Lune,准备接招！,
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Maelle,大家都注意。,
ST_BL_Entries/05_Skill_Gustave,打破循环！,
ST_BL_Entries/22_Skill_Break_Verso,击破！,
ST_BL_Entries/04_FreeAimActive_Maelle,深呼吸。,
ST_BL_Entries/109_KillsEnemy_Monoco,精彩。,
ST_BL_Entries/01_EnemyTargetSelf_Verso,尽管放马过来。,
ST_BL_Entries/01_FreeAimWeakSpot_Verso,正中红心。,
ST_BL_Entries/07_Skill_Burn_Maelle,燃烧吧！,
ST_BL_Entries/04_KillsEnemy_Verso,拜拜。,
ST_BL_Entries/11_Attack_RealRenoir,你能看到中间的那一层吗？,
ST_BL_Entries/04_Dodges_Maelle,碰不到我。,
ST_BL_Entries/04_Dodges_Sciel,碰不到我。,
ST_BL_Entries/01_InsufficientAP_Maelle,不行。,
ST_BL_Entries/01_Dodges_Sciel,打不到我。,
ST_BL_Entries/03_Counter_Gustave,不能……辜负……他们……,
ST_BL_Entries/04_EnemyTargetOtherCharGeneral_Monoco,吕涅小心。,
ST_BL_Entries/03_EnemyTargetMaelle_Gustave,玛埃尔当心！,
ST_BL_Entries/01_EnemyTargetOtherCharGeneral_Monoco,玛埃尔小心。,
ST_BL_Entries/07_EnemyTargetOtherCharGeneral_Monoco,熙艾尔小心。,
ST_BL_Entries/10_EnemyTargetOtherChar_Lune,维尔索，小心。,
ST_BL_Entries/10_EnemyTargetOtherCharGeneral_Monoco,维尔索小心。,
ST_BL_Entries/22_EnemyTargetOtherChar_Sciel,小心了！,
ST_BL_Entries/07_EnemyTargetOtherChar_Sciel,古斯塔夫，小心！,
ST_BL_Entries/16_EnemyTargetOtherChar_Verso,当心了。,
ST_BL_Entries/01_OtherCharHit_Lune,小心！,
ST_BL_Entries/01_EnemyTargetOtherChar_Lune,玛埃尔，小心。,
