key,source,target
ST_ActiveDialogs/ST_Dialog_Generic_Option_Attack,[攻擊],
ST_ActiveDialogs/ST_Dialog_Generic_Option_Cancel,[取消],
ST_ActiveDialogs/ST_Dialog_Generic_Option_Examine,[查看],
ST_ActiveDialogs/ST_Dialog_Generic_Option_Leave,[離開],
ST_ActiveDialogs/ST_Dialog_Generic_Option_Merchant,[交易],
ST_ActiveDialogs/ST_Dialog_Generic_Minigame_TimeEventReward,"{TimeBronze}內完成可獲銅獎
{TimeSilver}內完成可獲銀獎
{TimeGold}內完成可獲金獎",
ST_ActiveDialogs/ST_Dialog_Generic_Ellipsis_01,……,
ST_ActiveDialogs/ST_Dialog_Generic_Ellipsis_02,……！,
ST_ActiveDialogs/ST_Dialog_Generic_Ellipsis_03,……？,
ST_BattleTooltips/BATTLETOOLTIP_Absorb_Affinity,吸收,
ST_BattleTooltips/BATTLETOOLTIP_Mayhem_CastInvalid,無法施放{skills}。異色不足。,
ST_BattleTooltips/BATTLETOOLTIP_Leadership_CastInvalid,處於D級時無法施放{skill}。,
ST_BattleTooltips/BATTLETOOLTIP_Overcharge_CastInvalid,處於S級時無法施放{skill}。,
ST_BattleTooltips/BATTLETOOLTIP_Rebirth_CastInvalid,無法施放{skill}。沒有隊友陣亡。,
ST_BattleTooltips/BATTLETOOLTIP_Burden_CastInvalid,無法施放{skill}。隊友身上沒有狀態效果。,
ST_BattleTooltips/BATTLETOOLTIP_ElementalGenesis_CastInvalid,無法施放{skill}。異色不足。,
ST_BattleTooltips/BATTLETOOLTIP_RiggedDistribution_CastInvalid,無法施放{skill}。目前沒有施加先見。,
ST_BattleTooltips/BATTLETOOLTIP_Egide_CastInvalid,無法施放{skill}。隊友均已陣亡,
ST_BattleTooltips/BATTLETOOLTIP_SharedBlessing_CastInvalid,無法施放{skill}。陣亡隊友數量過多。,
ST_BattleTooltips/BATTLETOOLTIP_SharedBlessing_TargetInvalid,無法施放{skill}。目標沒有增益。,
ST_BattleTooltips/BATTLETOOLTIP_RiggedDistribution_TargetInvalid,無法施放{skill}。目標未被施加先見。,
ST_BattleTooltips/BATTLETOOLTIP_DarkCleansing_TargetInvalid,無法施放{skill}。目標沒有狀態效果或行動點數。,
ST_BattleTooltips/BATTLETOOLTIP_Leadership_Failed,施放失敗。{char}無法降低級別。,
ST_BattleTooltips/BATTLETOOLTIP_Dark_DamageType,暗影,
ST_BattleTooltips/BATTLETOOLTIP_Earth_DamageType,土元素,
ST_BattleTooltips/BATTLETOOLTIP_Counter_AOE,33號遠征隊反擊。,
ST_BattleTooltips/BATTLETOOLTIP_Fire_DamageType,火元素,
ST_BattleTooltips/BATTLETOOLTIP_Ice_DamageType,冰元素,
ST_BattleTooltips/BATTLETOOLTIP_Light_DamageType,光元素,
ST_BattleTooltips/BATTLETOOLTIP_Lightning_DamageType,雷元素,
ST_BattleTooltips/BATTLETOOLTIP_Egide_TargetInvalid,瑪艾兒無法對自己施放{skill}。,
ST_BattleTooltips/BATTLETOOLTIP_Nullify_Affinity,抵銷,
ST_BattleTooltips/BATTLETOOLTIP_Physical_DamageType,物理,
ST_BattleTooltips/BATTLETOOLTIP_ReserveTeam_Disabled,無法使用預備隊。,
ST_BattleTooltips/BATTLETOOLTIP_Resistant_Affinity,抗性,
ST_BattleTooltips/BATTLETOOLTIP_Intervention_TargetInvalid,熙爾無法對自己施放{skill}。,
ST_BattleTooltips/BATTLETOOLTIP_SimonDuel,西蒙接受了對決邀請。,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Successful,遠征隊逃跑了。,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Impossible,遠征隊無法從這場戰鬥逃跑。,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Start,遠征隊開始逃跑。,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Start,維索準備發動強力一擊。,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Success,維索發動鋼鐵洪流。,
ST_BattleTooltips/BATTLETOOLTIP_SteeledStrike_Fail,維索的鋼鐵洪流遭到打斷。,
ST_BattleTooltips/BATTLETOOLTIP_Void_DamageType,虛無,
ST_BattleTooltips/BATTLETOOLTIP_Weakness_Affinity,弱點！,
ST_BattleTooltips/BATTLETOOLTIP_Curse_Death,{Name}死於詛咒。,
ST_BattleTooltips/BATTLETOOLTIP_Charm_TurnStart,{Name}陷入迷惑狀態，將自動攻擊。,
ST_BattleTooltips/BATTLETOOLTIP_Freeze_TurnStart,{Name}陷入冰封狀態。,
ST_BattleTooltips/BATTLETOOLTIP_Stun_TurnStart,{Name}陷入暈眩狀態。,
ST_BattleTooltips/BATTLETOOLTIP_Charm_End,{Name}脫離迷惑狀態。,
ST_BattleTooltips/BATTLETOOLTIP_Stun_End,{Name}脫離暈眩狀態。,
ST_BattleTooltips/BATTLETOOLTIP_Freeze_End,{Name}脫離冰封狀態。,
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartSingular,{Name}將於1回合後身亡。,
ST_BattleTooltips/BATTLETOOLTIP_Curse_TurnStartPlural,{Name}將於{Num}回合後身亡。,
ST_BattleTooltips/BATTLETOOLTIP_Item_Use,{char name}使用了{item name}。,
ST_BattleTooltips/BATTLETOOLTIP_Resurrection,{character}被復活了。,
ST_BattleTooltips/BATTLETOOLTIP_Burn_TurnStart,{char}身上著火了。,
ST_BattleTooltips/BATTLETOOLTIP_FortunesFury,{char}這回合造成雙倍傷害。,
ST_BattleTooltips/BATTLETOOLTIP_FireRage_Cast,{char}準備施展火雨。,
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_Cast,{char}準備捲起颶風。,
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_Cast,{char}準備撼動大地。,
ST_BattleTooltips/BATTLETOOLTIP_Flee_Prepare,{char}準備逃跑。,
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_Cast,{char}召喚雷電風暴。,
ST_BattleTooltips/BATTLETOOLTIP_FireRage_TurnStart,{char}發動怒火。,
ST_BattleTooltips/BATTLETOOLTIP_Terraquake_TurnStart,{char}發動地震。,
ST_BattleTooltips/BATTLETOOLTIP_StormCaller_TurnStart,{char}發動雷擊。,
ST_BattleTooltips/BATTLETOOLTIP_Typhoon_TurnStart,{char}發動颶風。,
ST_BattleTooltips/BATTLETOOLTIP_Attack_Use,{name}發動攻擊。,
ST_BattleTooltips/BATTLETOOLTIP_Counter_Regular,{name}發動反擊。,
ST_BattleTooltips/BATTLETOOLTIP_Counter_Gradient,{name}發動靈墨反擊。,
ST_BattleTooltips/BATTLETOOLTIP_PlayAgain,{name}再次行動。,
ST_BattleTooltips/BATTLETOOLTIP_ImmediatePlay,{name}立即行動。,
ST_BattleTooltips/BATTLETOOLTIP_Enrage_Effect,{self}發怒，再次攻擊。,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_01,試煉I，第1關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_02,試煉II，第1關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_01_Trial_03,試煉III，第1關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_01,試煉I，第10關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_02,試煉II，第10關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_10_Trial_03,試煉III，第10關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_01,試煉I，第11關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_02,試煉II，第11關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_11_Trial_03,試煉III，第11關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_01,試煉I，第2關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_02,試煉II，第2關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_02_Trial_03,試煉III，第2關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_01,試煉I，第3關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_02,試煉II，第3關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_03_Trial_03,試煉III，第3關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_01,試煉I，第4關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_02,試煉II，第4關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_04_Trial_03,試煉III，第4關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_01,試煉I，第5關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_02,試煉II，第5關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_05_Trial_03,試煉III，第5關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_01,試煉I，第6關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_02,試煉II，第6關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_06_Trial_03,試煉III，第6關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_01,試煉I，第7關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_02,試煉II，第7關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_07_Trial_03,試煉III，第7關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_01,試煉I，第8關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_02,試煉II，第8關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_08_Trial_03,試煉III，第8關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_01,試煉I，第9關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_02,試煉II，第9關,
ST_BattleTowerStages/ST_BattleTowerStages_Stage_09_Trial_03,試煉III，第9關,
ST_BD_AncientSanctuary/01_UltsakaPhase3_Tropa,啊啊啊！火力全開！第三階段！,
ST_BD_AncientSanctuary/02_UltsakaPhase2_Peron,噢對，第二階段，這個讚的！,
ST_BD_AncientSanctuary/02_UltsakaPhase3_Peron,噢對，三階段，這個更讚！,
ST_BD_AncientSanctuary/01_UltsakaPhase2_Tropa,怎麼會這樣！你們在做什麼？！哇啊，輸了的話就丟臉了！第二階段啟動！,
ST_BD_EsquieNest/01_FranTaunt3_Francois,克萊雅就絕對不會幹這種事。,
ST_BD_EsquieNest/01_FranTaunt5_Francois,艾斯奎！你弄丟了浮利，關我什麼事？！,
ST_BD_EsquieNest/01_FranTaunt1_Francois,接招！接好了！,
ST_BD_EsquieNest/01_FranTaunt4_Francois,沒教養的小混帳！,
ST_BD_EsquieNest/01_FranTaunt2_Francois,說我是石頭？那就嘗嘗石頭的厲害。,
ST_BD_GrandFinale/01_RealRenoir3A_RealRenoir,艾莉涅！你看艾莉西亞，她不能來這裡！,
ST_BD_GrandFinale/01_RealRenoir3E_RealRenoir,艾莉涅，我們不能夫妻反目，應該攜手共進退。,
ST_BD_GrandFinale/01_Aline3A_Aline,雷諾瓦，回家吧，去畫別的東西。,
ST_BD_GrandFinale/01_RealRenoir3B_RealRenoir,艾莉涅！你怎麼能這麼自私？！,
ST_BD_GrandFinale/01_ExpGradAttack_Maelle,我控制不住源色了，要試試別的辦法。退後點！,
ST_BD_GrandFinale/01_CreationBattle_Maelle,其他遠征隊員我維持不了多久了。,
ST_BD_GrandFinale/01_FinaleMaelle1C_Maelle,維索，我好累。我們回家吧，到家再商量，好不好？,
ST_BD_GrandFinale/01_FinaleVerso1C_Verso,瑪艾兒，我活了這麼久，也見識了不少。有些事情，我們註定無法擺脫。,
ST_BD_GrandFinale/02_CreationBattle_Verso,靠！得盡快打敗牠們。,
ST_BD_GrandFinale/01_RealRenoir3C_RealRenoir,快把畫收起來，你們會沒命的。,
ST_BD_GrandFinale/01_FinaleVerso1B_Verso,熙爾說得對，悲痛蒙蔽了我們心智，讓你只看到高牆。,
ST_BD_GrandFinale/01_RealRenoir1B_RealRenoir,不要胡鬧了，回家吧。,
ST_BD_GrandFinale/01_FinaleMaelle1B_Maelle,維索，住手！你無權決定大家何去何從！,
ST_BD_GrandFinale/01_RealRenoir1C_RealRenoir,我們不能一廂情願，必須要接受現實。,
ST_BD_GrandFinale/01_FinaleVerso1A_Verso,我們其實都很虛偽，沒必要指責對方。,
ST_BD_GrandFinale/01_FinaleMaelle1A_Maelle,那露涅、熙爾、莫諾柯他們怎麼辦？艾斯奎怎麼辦？,
ST_BD_GrandFinale/01_RealRenoir1D_RealRenoir,說真的，你覺得維索會怎麼想？,
ST_BD_GrandFinale/01_RealRenoir1A_RealRenoir,你什麼時候變得這麼固執？,
ST_BD_GrandFinale/01_RealRenoir3D_RealRenoir,為什麼只有我明白這點？,
ST_BD_Lumiere/01_MaelleDuelTauntC_Maelle,說夠了沒？,
ST_BD_Lumiere/04_NicolasSpecialBattle_Nicolas,怎麼能對摯愛使出反擊呢？這又不是生死對決！,
ST_BD_Lumiere/01_NicolasSpecialBattle_Nicolas,加油！躲開她那優美的招式！,
ST_BD_Lumiere/01_MaelleDuelTauntA_Maelle,希望你的靈光轉換器比你的決鬥表現強。,
ST_BD_Lumiere/01_MaelleDuelTauntB_Maelle,敗給我這個高手，你不必覺得丟臉。,
ST_BD_Lumiere/03_NicolasSpecialBattle_Nicolas,絕美至極！最後一次！,
ST_BD_Lumiere/02_NicolasSpecialBattle_Nicolas,太精湛了，再來！,
ST_BD_Manor/01_JumpTutorial_Maelle,這次不會輸了！,
ST_BD_MonocoStation/01_MonocoTransforms_Lune,他能變成經元怪？！,
ST_BD_MonocoStation/02_GradientAttack_Verso,某些傢伙自己不敢上場，就別下指導棋了。,
ST_BD_MonocoStation/02_MonocoTransforms_Verso,我就說了吧，與眾不同。,
ST_BD_MonocoStation/01_GradientAttack_Monoco,維索，你們怎麼不用靈墨攻擊？,
ST_BD_MonocoStation/03_GradientAttack_Monoco,你這個老懶蟲是不是根本沒好好教？好吧，那我就大方把智慧傳授給你們。,
ST_BD_MonolithInterior/01_MirrorRenoirMI5_MirrorRenoir,你還記得……以前的生活嗎？,
ST_BD_MonolithInterior/01_MirrorRenoirMI2_MirrorRenoir,別讓她傷心。,
ST_BD_MonolithInterior/01_MirrorRenoirMI7_MirrorRenoir,不要離我們而去。,
ST_BD_MonolithInterior/01_MirrorRenoirMI3_MirrorRenoir,瞧，我們還是需要彼此的。,
ST_BD_MonolithInterior/01_MirrorRenoirMI4_MirrorRenoir,只要你還有一口氣，想怎麼恨我，都隨便你。,
ST_BD_MonolithInterior/01_MirrorRenoirMI1_MirrorRenoir,你對我們還真是一點情分都不留？,
ST_BD_MonolithInterior/01_MirrorRenoirMI6_MirrorRenoir,你妹妹應該過得更好才對。,
ST_BD_OldLumiere/01_MirrorRenoirOL8_MirrorRenoir,知道真相之後，她們就不會再信你了。,
ST_BD_OldLumiere/01_MirrorRenoirOL3_MirrorRenoir,我沒有生氣，我只是很失望。,
ST_BD_OldLumiere/01_MirrorRenoirOL2_MirrorRenoir,這次她不會幫你了。,
ST_BD_OldLumiere/01_MirrorRenoirOL6_MirrorRenoir,為什麼不讓她們知道真相？,
ST_BD_OldLumiere/01_MirrorRenoirOL1_MirrorRenoir,是你逼我們的。,
ST_BD_OldLumiere/01_MirrorRenoirOL7_MirrorRenoir,你本該站在我這邊的。,
ST_BD_OldLumiere/01_MirrorRenoirOL5_MirrorRenoir,你沒跟她們說實話。,
ST_BD_OldLumiere/01_MirrorRenoirOL4_MirrorRenoir,這個家被你弄得支離破碎。,
ST_BD_Prologue/01_Julie3_Julie,我、我們看錯你了。,
ST_BD_Prologue/01_Julie2_Julie,你跟我說的那些，沒一句是實話。,
ST_BD_Prologue/01_Julie1_Julie,你這個叛徒！,
ST_BD_SeaCliff/03_BattleSeacliffRenoir_Gustave,饒她一命，放她走……,
ST_BD_SeaCliff/02_BattleSeacliffRenoir_Gustave,我們跟你無怨無仇，你我應該是同一陣線。,
ST_BD_SeaCliff/01_BattleSeacliffRenoir_Gustave,你是誰？,
ST_BD_SpringMeadows/01_EvequePhase3_Lune,小心，他在醞釀源色！,
ST_BD_ThePaintress/01_AlineTaunt9_Aline,真是自大。當年教他繪畫，現在反而想用我的作品對付我？,
ST_BD_ThePaintress/01_AlineTaunt2_Aline,知道你闖了多大的禍嗎？就是你害死他的！,
ST_BD_ThePaintress/01_AlineTaunt1_Aline,愚蠢的孩子！當初要是聽我的話，他也不至於死！,
ST_BD_ThePaintress/01_AlineTaunt4_Aline,你父親太冷酷了，竟然這樣利用你。,
ST_BD_ThePaintress/01_AlineTaunt7_Aline,我、沒有、發瘋。我在做什麼，自己心裡有數。,
ST_BD_ThePaintress/01_AlineTaunt10_Aline,莫諾柯，連你都這樣？你怎麼可以這樣背叛維索？,
ST_BD_ThePaintress/01_AlineTaunt8_Aline,雷諾瓦想怎麼哀悼都行，我也有自己哀悼的方式。,
ST_BD_ThePaintress/01_AlineTaunt5_Aline,雷諾瓦以為他用了你的面孔，我就會坐以待斃？他太不瞭解我了。,
ST_BD_ThePaintress/01_AlineTaunt6_Aline,告訴你父親，我不需要他「替我操心」。,
ST_BD_ThePaintress/01_AlineTaunt11_Aline,你們又是誰？無所謂了。,
ST_BD_ThePaintress/01_AlineTaunt3_Aline,你的臉──那場大火只是一場夢嗎？維索沒死嗎？？,
ST_BK_BackToLumiere/01_Lumierans_Lum1,33隊！33隊！33隊！33隊！,
ST_BK_BackToLumiere/02_Lumierans_Lum2,33隊！33隊！33隊！33隊！,
ST_BK_BackToLumiere/03_Lumierans_Lum3,33隊！33隊！33隊！33隊！,
ST_BK_BackToLumiere/04_Lumierans_Lum4,33隊！33隊！33隊！33隊！,
ST_BK_BackToLumiere/05_Lumierans_Lum5,33隊！33隊！33隊！33隊！,
ST_BK_BackToLumiere/06_Lumierans_Lum6,33隊！33隊！33隊！33隊！,
ST_BK_BackToLumiere/07_Lumierans_Lum7,33隊！33隊！33隊！33隊！,
ST_BK_BackToLumiere/08_Lumierans_Lum8,33隊！33隊！33隊！33隊！,
ST_BK_BackToLumiere/09_Lumierans_Lum9,33隊！33隊！33隊！33隊！,
ST_BK_BackToLumiere/10_Lumierans_Lum10,33隊！33隊！33隊！33隊！,
ST_BK_BackToLumiere/01_Maxime_Maxime,真是──讓人難以置信。,
ST_BK_BackToLumiere/01_Lucie_Lucie,謝謝你們，謝謝，天啊，謝謝你們。,
ST_BK_BackToLumiere/01_Colette_Colette,數字沒了！,
ST_BK_BackToLumiere/01_Victor_Victor,繪母死了！被他們消滅了！,
ST_BK_BackToLumiere/01_Bastien_Bastien,他們回來了？？,
ST_BK_BackToLumiere/01_Florian_Florian,我們得救了，不會有抹煞了。,
ST_BK_Lumiere/02_YoloBros_Marc,操她的繪母！,
ST_BK_Lumiere/03_YoloBros_Jean,操她的繪母！,
ST_BK_Lumiere/04_YoloBros_Noah,操她的繪母！,
ST_BK_Lumiere/05_YoloBros_YoloBros,操她的繪母！,
ST_BK_Lumiere/01_YoloBros_Eugene,我愛你們大家。別忘了博之前說的，你們得替我們好好地活。,
ST_BK_Lumiere/01_Nils_Nils,還是好想你。我來了。,
ST_BK_Lumiere/02_Nicho_Nicholas,不會的。我保證，絕對記一輩子。,
ST_BK_Lumiere/01_Benoit_Benoit,很快就會再見面了。,
ST_BK_Lumiere/01_SadFamily_Robert,妮娜，聽話。,
ST_BK_Lumiere/01_Zoe_Zoe,呃啊，我緊張到快吐了。不過親愛的，我無怨無悔。,
ST_BK_Lumiere/01_Nicho_Caroline,千萬別忘了我。,
ST_BK_Lumiere/01_Tina_Tina,[輕輕哼唱],
ST_BK_WorldMap/04_AccelerationBoat_Esquie,預備……衝！,
ST_BK_WorldMap/04_AccelerationCar_Esquie,加！！速！！,
ST_BK_WorldMap/02_Underwater_Esquie,大家快到我嘴裡來！,
ST_BK_WorldMap/01_TransitionPlane_Esquie,呼啦嘩啦！,
ST_BK_WorldMap/01_AccelerationPlane_Esquie,劃過天際！,
ST_BK_WorldMap/03_Underwater_Esquie,快進來！,
ST_BK_WorldMap/03_AccelerationPlane_Esquie,抓穩囉！,
ST_BK_WorldMap/01_Underwater_Esquie,潛水囉！,
ST_BK_WorldMap/02_AccelerationPlane_Esquie,衝啊啊啊啊！,
ST_BK_WorldMap/01_AccelerationCar_Esquie,我風馳電掣。,
ST_BK_WorldMap/02_AccelerationCar_Esquie,我的球速無敵。,
ST_BK_WorldMap/02_TransitionBoat_Esquie,下海囉。,
ST_BK_WorldMap/02_AccelerationBoat_Esquie,噗嚕嚕噗嚕嚕！,
ST_BK_WorldMap/03_TransitionPlane_Esquie,太陽我來了！,
ST_BK_WorldMap/03_TransitionBoat_Esquie,穿好泳衣！,
ST_BK_WorldMap/02_TransitionPlane_Esquie,飛上天啦！,
ST_BK_WorldMap/01_AccelerationBoat_Esquie,誰都沒我游得快！,
ST_BK_WorldMap/01_TransitionBoat_Esquie,游泳時間到。,
ST_BK_WorldMap/03_AccelerationCar_Esquie,嗚隆嗚隆！,
ST_BK_WorldMap/05_AccelerationCar_Esquie,嗚呼！！！,
ST_BK_WorldMap/04_AccelerationPlane_Esquie,嗚──呼──！,
ST_BK_WorldMap/04_TransitionPlane_Esquie,嗚！！！,
ST_BK_WorldMap/03_AccelerationBoat_Esquie,咻！！！,
ST_BL_Entries/10_TurnStartNormal_Monoco,來點暴力場面吧？,
ST_BL_Entries/52_Skill_Abrilliantlight_Lune,光芒燦爛。,
ST_BL_Entries/100_EnemyBlocks_Monoco,不錯喔。,
ST_BL_Entries/07_Dodges_Maelle,像跳舞一樣。,
ST_BL_Entries/13_Skill_AfieryDance_Maelle,烈火……飛旋！,
ST_BL_Entries/01_FreeAimActive_Monoco,打靶小測驗？,
ST_BL_Entries/16_General_Monoco,真是一份大禮。,
ST_BL_Entries/31_Skill_ApreciseStrike_Maelle,精準……打擊！,
ST_BL_Entries/04_TurnStartLowLife_Monoco,有點厲害。,
ST_BL_Entries/10_Dodges_Maelle,往旁邊閃就行。,
ST_BL_Entries/04_TurnStartNormal_Lune,風暴將至。,
ST_BL_Entries/04_Counter_Lune,風暴……即將……到來！,
ST_BL_Entries/10_KillsEnemy_Verso,再也不見。,
ST_BL_Entries/10_TurnStartFullAP_Monoco,啊啊，該出哪一招呢？,
ST_BL_Entries/07_EnemyBlocks_Verso,啊……,
ST_BL_Entries/07_FreeAimActive_Maelle,預備……,
ST_BL_Entries/10_FreeAimActive_Verso,很好。,
ST_BL_Entries/01_FailsAQTE_Sciel,差一點。,
ST_BL_Entries/109_ReviveAlly_Monoco,呼，差點救不了你。,
ST_BL_Entries/01_InsufficientAP_Lune,就差一點了。,
ST_BL_Entries/10_BattleWon_Verso,好在有驚無險。,
ST_BL_Entries/10_ReceiveBuff_Lune,多了一重優勢。,
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Monoco,要來真的了？來就來。,
ST_BL_Entries/01_Counter_Verso,你……給我……粉身碎骨吧！,
ST_BL_Entries/04_OtherCharHit_Lune,有受傷嗎？,
ST_BL_Entries/04_OtherCharHit_Maelle,還好嗎？,
ST_BL_Entries/03_TurnStartFullOvercharge_Gustave,機械臂蓄力完畢。,
ST_BL_Entries/04_FreeAimWeakSpot_Lune,如我所料。,
ST_BL_Entries/07_KillsEnemy_Maelle,再見。,
ST_BL_Entries/07_FreeAimWeakSpot_Monoco,正中紅心！,
ST_BL_Entries/01_Counter_Lune,全部……奉還……給你！,
ST_BL_Entries/10_FailsAQTE_Monoco,哎呀！,
ST_BL_Entries/01_InsufficientItems_Monoco,哎呀，用完了。,
ST_BL_Entries/100_InsufficientItems_Monoco,哎呀，用完了。,
ST_BL_Entries/19_General_Monoco,不錯。,
ST_BL_Entries/07_EnemyPowerfulAttackImminent_Sciel,大招要來了。,
ST_BL_Entries/103_OtherCharHit_Monoco,動作有點慢啊。,
ST_BL_Entries/07_TurnStartFullAP_Maelle,利刃出鞘。,
ST_BL_Entries/52_Skill_Bladecutthroughtheflames_Maelle,斷焰之刃。,
ST_BL_Entries/01_EnemyBlocks_Lune,該死。,
ST_BL_Entries/10_EnemyPowerfulAttackImminent_Sciel,做好準備！,
ST_BL_Entries/16_EnemyTargetOtherChar_Lune,打起十二萬分精神來！,
ST_BL_Entries/04_EnemyPowerfulAttackImminent_Maelle,大家注意點。,
ST_BL_Entries/05_Skill_Gustave,打破迴圈！,
ST_BL_Entries/22_Skill_Break_Verso,擊破！,
ST_BL_Entries/04_FreeAimActive_Maelle,深呼吸。,
ST_BL_Entries/109_KillsEnemy_Monoco,讚。,
ST_BL_Entries/01_EnemyTargetSelf_Verso,儘管放馬過來。,
ST_BL_Entries/01_FreeAimWeakSpot_Verso,正中紅心。,
ST_BL_Entries/07_Skill_Burn_Maelle,燃燒吧！,
ST_BL_Entries/04_KillsEnemy_Verso,永別了。,
ST_BL_Entries/11_Attack_RealRenoir,你能看見虛實之間的這層空間嗎？,
ST_BL_Entries/04_Dodges_Maelle,打不到我。,
ST_BL_Entries/04_Dodges_Sciel,抓不到我。,
ST_BL_Entries/01_InsufficientAP_Maelle,有心無力。,
ST_BL_Entries/01_Dodges_Sciel,打不到我。,
ST_BL_Entries/03_Counter_Gustave,不能……讓他們……失望……,
ST_BL_Entries/04_EnemyTargetOtherCharGeneral_Monoco,小心點，露涅。,
ST_BL_Entries/03_EnemyTargetMaelle_Gustave,小心，瑪艾兒！,
ST_BL_Entries/01_EnemyTargetOtherCharGeneral_Monoco,小心點，瑪艾兒。,
ST_BL_Entries/07_EnemyTargetOtherCharGeneral_Monoco,小心點，熙爾。,
ST_BL_Entries/10_EnemyTargetOtherChar_Lune,小心點，維索。,
